Filename,esp_4
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_4
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Temperature ramp - 2
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
0.253369,0.996962,0.821780,288.592,58.40,125.561,2.79313e-3,0.177508,23.0202,126.328,639.461,14.3277,0.0173471
0.663757,1.00147,0.825154,293.560,59.05,213.178,2.67172e-3,0.301374,23.0389,212.554,644.429,37.5346,0.0174255
1.19858,1.00930,0.819779,298.540,59.77,234.405,2.58436e-3,0.331382,22.9870,230.104,649.409,67.7781,0.0175618
1.57119,1.00046,0.817927,303.520,60.42,324.827,2.78276e-3,0.459214,23.0393,324.531,654.389,88.8488,0.0174079
1.82319,0.999652,0.889085,308.492,61.08,300.052,2.94151e-3,0.424188,23.0018,300.261,659.361,103.099,0.0173939
0.762363,1.00083,0.978377,313.460,61.72,283.355,3.06430e-3,0.400583,23.0072,282.885,664.329,43.1106,0.0174144
0.753326,0.996663,0.983130,318.436,62.38,314.455,3.22920e-3,0.444550,23.0176,316.564,669.305,42.5996,0.0173419
0.981701,1.00230,0.941252,323.412,63.04,273.618,3.41476e-3,0.386818,23.0732,272.363,674.281,55.5139,0.0174400
1.02168,1.00057,0.976102,328.380,63.69,350.485,3.27592e-3,0.495486,23.0048,350.089,679.249,57.7745,0.0174098
1.17970,0.999358,1.02094,333.356,64.39,483.930,2.96877e-3,0.684140,23.0215,484.552,684.225,66.7106,0.0173888
1.28874,0.998795,1.02661,338.332,65.05,448.731,2.88972e-3,0.634379,23.0310,449.815,689.201,72.8763,0.0173790
1.26448,1.00009,1.03764,343.316,65.71,378.855,2.77313e-3,0.535594,23.0220,378.784,694.185,71.5048,0.0174016
2.20076,1.00397,1.03822,348.288,66.36,671.425,2.92715e-3,0.949204,23.0400,666.128,699.157,124.450,0.0174690
0.630533,0.996048,1.08280,353.256,67.03,484.708,3.09298e-3,0.685240,23.0438,488.562,704.125,35.6558,0.0173312
0.458563,0.997669,1.17102,358.232,67.68,135.415,3.13884e-3,0.191438,23.0177,136.048,709.101,25.9311,0.0173594
0.424694,0.996870,1.16453,363.208,68.38,140.025,3.31675e-3,0.197956,23.0384,140.906,714.077,24.0159,0.0173455
1.32759,0.993244,1.20564,368.176,69.06,301.924,3.20135e-3,0.426835,23.0403,306.046,719.045,75.0735,0.0172824
1.28561,0.999054,1.24366,373.160,69.71,320.029,3.22611e-3,0.452431,23.0471,320.636,724.029,72.6998,0.0173835
1.85095,1.00512,1.26725,378.128,70.34,430.219,3.27759e-3,0.608208,23.0195,425.845,728.997,104.669,0.0174891
1.85541,1.00414,1.24953,383.104,71.00,431.383,3.17329e-3,0.609854,23.0184,427.834,733.973,104.921,0.0174720
1.42692,0.998985,1.19563,388.084,71.65,475.535,3.25333e-3,0.672272,23.0006,476.502,738.953,80.6902,0.0173823
2.45406,0.999715,1.26426,393.052,72.28,568.729,3.45006e-3,0.804021,23.0181,569.053,743.921,138.774,0.0173950
0.891841,1.01026,1.37055,398.040,73.05,193.503,3.75274e-3,0.273558,23.0693,189.592,748.909,50.4324,0.0175785
1.70170,0.997542,1.42553,403.008,73.71,617.892,3.72418e-3,0.873524,23.0377,620.940,753.877,96.2291,0.0173572
1.89124,0.998853,1.47012,407.984,74.34,646.463,3.54993e-3,0.913916,23.0393,647.949,758.853,106.947,0.0173800
1.76043,1.00109,1.54745,412.964,75.00,436.950,3.54185e-3,0.617724,23.0599,435.996,763.833,99.5501,0.0174190
1.02658,0.994048,1.59277,417.928,75.65,372.210,3.61046e-3,0.526199,23.0063,376.680,768.797,58.0518,0.0172964
1.14721,0.998433,1.61785,422.916,76.31,434.214,3.76106e-3,0.613855,23.0068,435.578,773.785,64.8734,0.0173727
1.50035,1.00012,1.62059,427.884,76.94,459.886,3.69337e-3,0.650148,23.0017,459.773,778.753,84.8429,0.0174021
1.41637,0.999652,1.62871,432.856,77.66,414.484,3.81220e-3,0.585963,23.0418,414.773,783.725,80.0940,0.0173939
0.800212,0.997071,1.76941,437.824,78.33,292.851,3.89176e-3,0.414009,23.0211,294.575,788.693,45.2509,0.0173490
2.08403,0.998893,1.82081,442.812,78.97,586.178,3.98633e-3,0.828690,23.0395,587.478,793.681,117.849,0.0173807
2.77605,1.00323,1.86785,447.784,79.61,775.438,4.06090e-3,1.09625,23.0402,770.450,798.653,156.982,0.0174562
2.84074,1.00042,1.94937,452.764,80.30,802.693,4.35899e-3,1.13478,23.0193,802.025,803.633,160.640,0.0174072
2.34161,1.00099,2.08828,457.732,80.92,714.294,4.65077e-3,1.00981,23.0434,712.881,808.601,132.415,0.0174172
1.49383,0.999588,2.19427,462.700,81.65,489.970,4.88873e-3,0.692679,23.0176,490.374,813.569,84.4740,0.0173928
2.55576,1.00100,2.32400,467.676,82.32,747.597,5.21077e-3,1.05689,23.0281,746.101,818.545,144.525,0.0174174
3.04375,1.00182,2.46665,472.656,82.97,753.970,5.63948e-3,1.06590,23.0286,751.236,823.525,172.120,0.0174316
2.67769,0.999186,2.60366,477.632,83.62,867.713,5.75104e-3,1.22670,23.0570,869.127,828.501,151.420,0.0173858
2.87902,1.00213,2.64170,482.608,84.27,903.399,5.91672e-3,1.27715,23.0297,899.565,833.477,162.805,0.0174370
3.21590,0.996870,2.71764,487.580,84.94,970.421,6.37376e-3,1.37190,23.0309,976.524,838.449,181.855,0.0173455
2.98921,1.00181,,492.552,85.30,917.051,6.86844e-3,1.29645,23.0302,913.736,843.421,169.036,0.0174315
2.03213,1.00005,2.90915,497.524,85.31,694.132,,0.981306,23.0206,694.057,848.393,114.914,0.0174009

