Filename,esp_4
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_4
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Temperature ramp - 2
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,Pa,N,µm,Pa.s²,s,µN.m,rad/s
7.26201e-3,0.999824,7.07400e-3,5.00400,20.18,25.3300,1.09621e-3,0.0358094,23.0236,25.3389,355.873,0.410657,0.0173969
7.09702e-3,0.999979,7.06204e-3,9.98400,20.73,25.4512,8.07489e-4,0.0359808,23.0287,25.4523,360.853,0.401327,0.0173996
6.70345e-3,1.00001,7.06708e-3,14.9560,21.36,25.6691,6.16453e-4,0.0362889,23.0517,25.6687,365.825,0.379071,0.0174001
7.22808e-3,1.00069,7.05596e-3,19.9400,22.07,25.5604,4.76406e-4,0.0361351,23.0510,25.5250,370.809,0.408738,0.0174120
7.14020e-3,0.999738,7.29503e-3,24.9040,22.83,26.2091,3.75328e-4,0.0370522,23.0279,26.2228,375.773,0.403769,0.0173954
6.82529e-3,1.00000,8.02408e-3,29.8920,23.53,26.0248,3.37465e-4,0.0367917,23.0384,26.0247,380.761,0.385961,0.0174000
6.99164e-3,1.00000,0.0100912,34.8520,24.26,26.5273,3.20856e-4,0.0375021,23.0284,26.5272,385.721,0.395368,0.0174000
7.18657e-3,1.00001,0.0142250,39.8280,25.07,26.1907,3.33502e-4,0.0370262,23.0378,26.1900,390.697,0.406391,0.0174002
7.09046e-3,0.999887,0.0175749,44.8160,25.76,26.9364,3.91316e-4,0.0380805,23.0305,26.9425,395.685,0.400956,0.0173980
6.89419e-3,1.00005,0.0223280,49.7840,26.48,27.5690,4.42140e-4,0.0389748,23.0223,27.5661,400.653,0.389857,0.0174009
7.10492e-3,0.999922,0.0283141,54.7640,27.13,27.7144,5.05913e-4,0.0391803,23.0196,27.7187,405.633,0.401774,0.0173986
0.0286861,0.997312,0.0383513,59.7440,27.82,34.6866,6.12189e-4,0.0490370,23.0191,34.8738,410.613,1.62216,0.0173532
0.0304400,1.00097,0.0509534,64.7200,28.46,31.4580,7.77097e-4,0.0444727,23.0101,31.3972,415.589,1.72134,0.0174168
0.189594,0.999577,0.0712865,69.6800,29.15,59.8251,1.03280e-3,0.0845758,23.0102,59.8758,420.549,10.7213,0.0173926
0.375270,1.00076,0.100887,74.6520,29.86,90.2699,1.43168e-3,0.127616,23.0179,90.1337,425.521,21.2210,0.0174131
0.157144,0.998709,0.142527,79.6360,30.53,53.4732,1.94918e-3,0.0755960,23.0381,53.6116,430.505,8.88626,0.0173775
0.207968,1.00053,0.197891,84.6080,31.16,57.3120,2.69544e-3,0.0810229,23.0376,57.2518,435.477,11.7603,0.0174091
0.301790,1.00113,0.245722,89.5800,31.84,74.5942,3.81122e-3,0.105455,23.0570,74.4261,440.449,17.0658,0.0174196
0.653451,1.00123,0.312334,94.5640,32.49,108.286,4.10387e-3,0.153086,23.0223,108.021,445.433,36.9518,0.0174213
0.773245,1.00048,0.361779,99.5360,33.17,141.207,4.63504e-3,0.199627,23.0332,141.070,450.405,43.7260,0.0174084
1.03616,0.997778,0.427942,104.504,33.88,172.615,4.49416e-3,0.244028,23.0414,173.384,455.373,58.5933,0.0173613
1.00132,0.998295,0.444209,109.488,34.52,201.419,4.27250e-3,0.284750,23.0015,202.108,460.357,56.6233,0.0173703
1.36229,1.00080,0.460579,114.460,35.19,223.181,4.32344e-3,0.315515,23.0153,222.827,465.329,77.0356,0.0174138
1.34753,0.998203,0.513124,119.428,35.83,223.444,4.53028e-3,0.315887,23.0317,224.249,470.297,76.2011,0.0173687
0.165441,0.997571,0.559484,124.416,36.48,55.5224,4.69006e-3,0.0784930,23.0289,55.7931,475.285,9.35546,0.0173577
0.284240,1.00113,0.566754,129.388,37.13,92.2681,4.56142e-3,0.130441,23.0088,92.0592,480.257,16.0734,0.0174197
0.248241,1.00157,0.540414,134.360,37.88,95.0183,4.08788e-3,0.134329,23.0001,94.7216,485.229,14.0377,0.0174272
0.362376,1.00074,0.535222,139.332,38.53,120.189,3.63075e-3,0.169913,23.0110,120.012,490.201,20.4919,0.0174128
0.341460,0.997876,0.515375,144.316,39.15,105.977,3.40575e-3,0.149821,23.0312,106.428,495.185,19.3091,0.0173630
0.644195,1.00136,0.510961,149.288,39.83,141.684,3.07229e-3,0.200301,23.0434,141.300,500.157,36.4284,0.0174236
0.800777,1.00185,0.503691,154.264,40.48,174.907,2.87613e-3,0.247269,23.0281,174.261,505.133,45.2829,0.0174322
0.753432,0.996968,0.493435,159.236,41.11,125.253,3.21612e-3,0.177072,23.0609,126.016,510.105,42.6056,0.0173472
0.356401,1.00013,0.429056,164.212,41.78,99.1875,3.45411e-3,0.140223,23.0140,99.1608,515.081,20.1540,0.0174023
0.349893,1.00134,0.385722,169.184,42.52,91.6895,2.73971e-3,0.129623,23.0232,91.4451,520.053,19.7860,0.0174232
0.651304,1.00131,0.350770,174.160,43.17,129.256,2.31930e-3,0.182731,23.0241,128.919,525.029,36.8304,0.0174227
0.567699,0.998157,0.297840,179.132,43.82,129.047,1.97647e-3,0.182436,23.0238,129.524,530.001,32.1026,0.0173679
0.886744,0.998881,0.291485,184.108,44.48,186.125,1.52013e-3,0.263128,23.0235,186.542,534.977,50.1442,0.0173805
1.10879,1.00358,0.274028,189.080,45.11,197.013,1.36793e-3,0.278521,23.0269,195.611,539.949,62.7004,0.0174622
1.07371,1.00297,0.256440,194.064,45.78,223.202,1.21021e-3,0.315545,23.0727,221.881,544.933,60.7167,0.0174517
0.0186248,0.998588,0.246367,199.040,46.43,36.3984,1.16873e-3,0.0514570,23.0071,36.5014,549.909,1.05321,0.0173754
0.0617192,1.00222,0.253440,204.012,47.14,44.9492,1.13980e-3,0.0635455,23.0240,44.7503,554.881,3.49014,0.0174386
0.0600847,0.995807,0.273720,208.980,47.79,48.6875,1.10768e-3,0.0688303,23.0364,49.0984,559.849,3.39771,0.0173270
0.0303277,0.993106,0.276497,213.964,48.47,38.4242,1.13792e-3,0.0543209,23.0319,38.9595,564.833,1.71499,0.0172800
0.242340,0.995243,0.286130,218.932,49.12,81.2334,1.09892e-3,0.114841,23.0251,82.0117,569.801,13.7040,0.0173172
0.224543,1.00642,0.293449,223.900,49.77,59.6808,1.05519e-3,0.0843718,23.0221,58.9217,574.769,12.6976,0.0175117
0.307422,0.997554,0.296744,228.880,50.43,141.660,1.04814e-3,0.200267,23.0212,142.356,579.749,17.3843,0.0173574
0.407736,0.996318,0.278480,233.864,51.12,167.089,1.44408e-3,0.236217,23.0431,168.327,584.733,23.0569,0.0173359
0.589692,0.998594,0.347385,238.828,51.80,214.176,1.62264e-3,0.302784,23.0230,214.779,589.697,33.3463,0.0173755
1.09422,1.00478,0.403149,243.812,52.46,276.735,1.86510e-3,0.391225,23.0607,274.106,594.681,61.8769,0.0174832
0.755853,1.00812,0.479730,248.784,53.10,227.282,2.28517e-3,0.321313,23.0211,223.637,599.653,42.7425,0.0175412
0.947396,0.998439,0.552271,253.756,53.75,308.834,2.47571e-3,0.436604,23.0057,309.801,604.625,53.5740,0.0173728
1.37460,1.00106,0.590684,258.740,54.42,382.431,2.45355e-3,0.540649,23.0091,381.622,609.609,77.7319,0.0174184
1.33894,1.00617,0.659820,263.708,55.05,299.596,2.56229e-3,0.423544,23.0151,295.930,614.577,75.7152,0.0175074
0.356491,0.995899,0.736443,268.688,55.77,110.374,2.71973e-3,0.156038,23.0005,111.285,619.557,20.1591,0.0173286
0.504157,1.00343,0.814018,273.652,56.45,115.346,2.87816e-3,0.163066,23.0138,114.558,624.521,28.5094,0.0174597
0.587885,0.999376,0.827270,278.640,57.08,156.327,2.94351e-3,0.221002,23.0414,156.522,629.509,33.2441,0.0173891
0.896295,1.00686,0.807399,283.612,57.75,196.428,2.89337e-3,0.277693,23.0341,193.761,634.481,50.6843,0.0175193
