Filename,esp_2
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_2
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Flow ramp - 1
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
3.47970e-3,0.670844,5.24918e-3,117.178,25.00,-12.8927,2.11768e-4,-0.0182266,23.0269,-28.6484,117.178,0.196772,0.0116727
3.73496e-3,0.734838,4.97349e-3,119.472,24.99,-11.5408,2.00473e-4,-0.0163155,23.0255,-21.3724,119.472,0.211207,0.0127861
3.75171e-3,0.803537,4.73403e-3,121.700,25.00,-13.5163,1.90680e-4,-0.0191083,23.0221,-20.9338,121.700,0.212154,0.0139815
3.94825e-3,0.880666,4.54692e-3,123.994,24.99,-13.7965,1.82999e-4,-0.0195043,23.0330,-17.7888,123.994,0.223268,0.0153235
4.14715e-3,0.965362,4.33518e-3,126.288,24.99,-14.0360,1.74396e-4,-0.0198429,23.0352,-15.0613,126.288,0.234516,0.0167973
4.48630e-3,1.05486,4.19436e-3,128.516,25.00,-14.3379,1.68641e-4,-0.0202697,23.0329,-12.8854,128.516,0.253694,0.0183545
4.64272e-3,1.15713,4.07167e-3,130.810,24.99,-14.8459,1.63614e-4,-0.0209878,23.0315,-11.0877,130.810,0.262540,0.0201340
4.99433e-3,1.26766,3.94045e-3,133.104,24.99,-15.1984,1.58273e-4,-0.0214862,23.0292,-9.45778,133.104,0.282423,0.0220573
5.37154e-3,1.38516,3.81744e-3,135.332,24.99,-15.6328,1.53275e-4,-0.0221003,23.0246,-8.14778,135.332,0.303754,0.0241017
5.54690e-3,1.51919,3.73535e-3,137.626,24.99,-16.4472,1.49909e-4,-0.0232516,23.0197,-7.12632,137.626,0.313670,0.0264339
6.01437e-3,1.66440,3.63753e-3,139.919,25.00,-16.5013,1.45930e-4,-0.0233282,23.0156,-5.95665,139.919,0.340105,0.0289605
6.56786e-3,1.81983,3.53172e-3,142.148,24.99,-17.0148,1.41654e-4,-0.0240541,23.0113,-5.13764,142.148,0.371404,0.0316650
6.88733e-3,1.99447,3.45457e-3,144.441,24.99,-17.8930,1.38507e-4,-0.0252957,23.0221,-4.49809,144.441,0.389469,0.0347037
7.29574e-3,2.18617,3.36946e-3,146.735,24.99,-18.3554,1.35059e-4,-0.0259494,23.0278,-3.84058,146.735,0.412564,0.0380393
7.82172e-3,2.38912,3.26948e-3,148.963,24.99,-17.9340,1.31022e-4,-0.0253536,23.0352,-3.14198,148.963,0.442308,0.0415705
8.36899e-3,2.61887,3.17665e-3,151.257,25.00,-18.3188,1.27269e-4,-0.0258976,23.0289,-2.67097,151.257,0.473255,0.0455683
8.87976e-3,2.87092,3.09562e-3,153.551,25.00,-18.3386,1.23994e-4,-0.0259256,23.0294,-2.22496,153.551,0.502139,0.0499540
9.39747e-3,3.13740,3.01515e-3,155.779,24.99,-19.2932,1.20755e-4,-0.0272751,23.0370,-1.96003,155.779,0.531414,0.0545907
0.0101063,3.43925,2.93137e-3,158.073,24.99,-18.9782,1.17381e-4,-0.0268298,23.0449,-1.60445,158.073,0.571497,0.0598429
0.0107784,3.76969,2.85875e-3,160.367,24.99,-20.6044,1.14449e-4,-0.0291288,23.0225,-1.44994,160.367,0.609505,0.0655924
0.0114579,4.12043,2.79679e-3,162.595,24.99,-20.3905,1.11958e-4,-0.0288263,23.0177,-1.20099,162.595,0.647928,0.0716954
0.0123396,4.51592,2.72985e-3,164.889,24.99,-21.3459,1.09262e-4,-0.0301770,23.0148,-1.04670,164.889,0.697791,0.0785768
0.0132504,4.95026,2.66196e-3,167.182,24.99,-20.4044,1.06530e-4,-0.0288461,23.0177,-0.832661,167.182,0.749293,0.0861343
0.0141030,5.41020,2.59561e-3,169.411,24.99,-21.2785,1.03864e-4,-0.0300818,23.0234,-0.726968,169.411,0.797507,0.0941372
0.0149746,5.93069,2.52609e-3,171.704,25.00,-22.3489,1.01073e-4,-0.0315950,23.0265,-0.635399,171.704,0.846792,0.103194
0.0158781,6.49967,2.46033e-3,173.998,24.99,-22.8582,9.84300e-5,-0.0323150,23.0370,-0.541076,173.998,0.897885,0.113094
0.0169823,7.10506,2.40154e-3,176.226,25.00,-23.2055,9.60718e-5,-0.0328059,23.0395,-0.459679,176.226,0.960326,0.123628
0.0182953,7.78753,2.35035e-3,178.520,24.99,-22.5523,9.40160e-5,-0.0318826,23.0282,-0.371871,178.520,1.03458,0.135503
0.0196586,8.53488,2.31587e-3,180.814,24.99,-22.4247,9.26299e-5,-0.0317022,23.0331,-0.307845,180.814,1.11167,0.148507
0.0212249,9.35481,2.29603e-3,183.108,25.00,-22.4183,9.18305e-5,-0.0316931,23.0217,-0.256173,183.108,1.20024,0.162773
0.0232735,10.2525,2.29100e-3,185.401,24.99,-23.3369,9.16234e-5,-0.0329917,23.0092,-0.222014,185.401,1.31608,0.178394
0.0256657,11.2077,2.30324e-3,187.630,25.00,-23.6251,9.21085e-5,-0.0333992,23.0202,-0.188080,187.630,1.45136,0.195013
0.0285340,12.2839,2.32426e-3,189.923,24.99,-22.5295,9.29443e-5,-0.0318504,23.0260,-0.149306,189.923,1.61356,0.213740
0.0318722,13.4631,2.33979e-3,192.217,24.99,-22.2895,9.35612e-5,-0.0315110,23.0347,-0.122973,192.217,1.80233,0.234257
0.0349208,14.7173,2.34110e-3,194.445,24.99,-23.2147,9.36097e-5,-0.0328190,23.0313,-0.107178,194.445,1.97473,0.256081
0.0378427,16.1308,2.32614e-3,196.739,24.99,-23.4296,9.30089e-5,-0.0331228,23.0210,-0.0900440,196.739,2.13995,0.280675
0.0406071,17.6791,2.28812e-3,199.033,24.99,-24.3315,9.14853e-5,-0.0343978,23.0186,-0.0778477,199.033,2.29628,0.307616
0.0434851,19.3262,2.24271e-3,201.261,24.99,-23.9194,8.96668e-5,-0.0338153,23.0409,-0.0640412,201.261,2.45903,0.336275
0.0462334,21.1821,2.20107e-3,203.555,24.99,-24.1905,8.79998e-5,-0.0341985,23.0258,-0.0539146,203.555,2.61444,0.368568
0.0497047,23.2151,2.17517e-3,205.849,25.00,-25.2241,8.69618e-5,-0.0356598,23.0414,-0.0468030,205.849,2.81074,0.403943
0.0542851,25.3775,2.15961e-3,208.077,25.00,-25.2549,8.63373e-5,-0.0357033,23.0205,-0.0392147,208.077,3.06975,0.441568
0.0602483,27.8152,2.14969e-3,210.371,24.99,-24.7278,8.59393e-5,-0.0349581,23.0286,-0.0319610,210.371,3.40696,0.483984
0.0661377,30.4848,2.13629e-3,212.664,25.00,-24.6896,8.54020e-5,-0.0349040,23.0211,-0.0265672,212.664,3.74000,0.530435
0.0710824,33.3246,2.12148e-3,214.893,24.99,-25.0173,8.48084e-5,-0.0353674,23.0283,-0.0225274,214.893,4.01961,0.579846
0.0758283,36.5257,2.10541e-3,217.186,24.99,-25.4466,8.41645e-5,-0.0359743,23.0371,-0.0190736,217.186,4.28799,0.635546
0.0825994,40.0308,2.08321e-3,219.480,24.99,-25.0040,8.32758e-5,-0.0353486,23.0340,-0.0156034,219.480,4.67089,0.696535
0.0913253,43.7597,2.06092e-3,221.708,24.99,-24.3189,8.23834e-5,-0.0343801,23.0241,-0.0126998,221.708,5.16432,0.761417
0.0987213,47.9636,2.05170e-3,224.002,24.99,-25.4733,8.20139e-5,-0.0360120,23.0367,-0.0110729,224.002,5.58256,0.834565
0.106177,52.5666,2.04124e-3,226.296,25.00,-25.9370,8.15949e-5,-0.0366675,23.0347,-9.38642e-3,226.296,6.00419,0.914656
0.116692,57.4628,2.02129e-3,228.524,24.99,-25.2243,8.07968e-5,-0.0356600,23.0234,-7.63916e-3,228.524,6.59878,0.999850
0.126740,62.9831,2.00713e-3,230.818,24.99,-26.4183,8.02298e-5,-0.0373480,23.0313,-6.65974e-3,230.818,7.16696,1.09590
0.137027,69.0270,1.99472e-3,233.112,24.99,-27.1996,7.97331e-5,-0.0384526,23.0358,-5.70855e-3,233.112,7.74869,1.20107
0.150013,75.4577,1.98057e-3,235.340,24.99,-26.4208,7.91670e-5,-0.0373515,23.0165,-4.64021e-3,235.340,8.48304,1.31296
0.162029,82.7052,1.96535e-3,237.634,24.98,-25.9888,7.85579e-5,-0.0367408,23.0232,-3.79945e-3,237.634,9.16254,1.43907
0.177482,90.6434,1.95266e-3,239.927,24.99,-26.7336,7.80501e-5,-0.0377938,23.0246,-3.25376e-3,239.927,10.0364,1.57719
0.191921,99.0855,1.93895e-3,242.156,24.99,-26.6019,7.75017e-5,-0.0376075,23.0253,-2.70952e-3,242.156,10.8529,1.72408
0.208811,108.605,1.92785e-3,244.449,24.99,-28.6149,7.70577e-5,-0.0404534,23.0330,-2.42602e-3,244.449,11.8080,1.88972
0.228258,119.027,1.91440e-3,246.743,24.99,-28.0176,7.65197e-5,-0.0396089,23.0234,-1.97759e-3,246.743,12.9077,2.07107
0.247790,130.114,1.90293e-3,248.971,25.00,-27.4542,7.60608e-5,-0.0388125,23.0338,-1.62166e-3,248.971,14.0122,2.26399
0.269720,142.614,1.89143e-3,251.265,24.99,-26.7498,7.56010e-5,-0.0378166,23.0315,-1.31522e-3,251.265,15.2523,2.48147
0.293576,156.300,1.87916e-3,253.559,25.00,-28.8079,7.51103e-5,-0.0407262,23.0400,-1.17921e-3,253.559,16.6013,2.71962
0.318821,170.859,1.86738e-3,255.787,25.00,-29.5134,7.46389e-5,-0.0417236,23.0365,-1.01098e-3,255.787,18.0289,2.97294
0.347756,187.272,1.85604e-3,258.081,24.99,-31.1644,7.41856e-5,-0.0440576,23.0334,-8.88613e-4,258.081,19.6651,3.25853
0.378487,205.245,1.84488e-3,260.375,24.99,-30.4050,7.37392e-5,-0.0429840,23.0269,-7.21771e-4,260.375,21.4029,3.57125
0.411761,224.362,1.83515e-3,262.603,25.00,-30.1264,7.33502e-5,-0.0425902,23.0398,-5.98476e-4,262.603,23.2846,3.90390
0.448318,245.915,1.82515e-3,264.897,24.99,-31.5146,7.29502e-5,-0.0445527,23.0328,-5.21124e-4,264.897,25.3518,4.27892
0.489468,269.516,1.81616e-3,267.190,24.99,-33.4544,7.25907e-5,-0.0472951,23.0287,-4.60558e-4,267.190,27.6787,4.68957
0.532530,294.621,1.80837e-3,269.419,25.00,-34.3309,7.22790e-5,-0.0485342,23.0221,-3.95511e-4,269.419,30.1139,5.12639
0.581124,322.921,1.80131e-3,271.712,25.00,-34.1381,7.19967e-5,-0.0482616,23.0228,-3.27377e-4,271.712,32.8618,5.61881
0.635379,353.912,1.79535e-3,274.006,25.00,-34.6511,7.17587e-5,-0.0489868,23.0234,-2.76647e-4,274.006,35.9298,6.15806
0.691807,386.879,1.79048e-3,276.234,25.00,-35.9799,7.15637e-5,-0.0508654,23.0241,-2.40386e-4,276.234,39.1208,6.73169
0.757588,424.043,1.78678e-3,278.528,25.00,-39.2020,7.14159e-5,-0.0554206,23.0273,-2.18016e-4,278.528,42.8406,7.37833
0.828421,464.738,1.78370e-3,280.822,24.99,-41.6336,7.12925e-5,-0.0588581,23.0255,-1.92764e-4,280.822,46.8461,8.08643
0.904973,508.029,1.78258e-3,283.050,25.00,-43.1099,7.12477e-5,-0.0609452,23.0267,-1.67032e-4,283.050,51.1750,8.83968
0.991141,556.829,1.78137e-3,285.344,24.99,-45.0484,7.11994e-5,-0.0636857,23.0234,-1.45290e-4,285.344,56.0477,9.68880
1.08774,610.268,1.78114e-3,287.638,25.00,-48.2931,7.11902e-5,-0.0682728,23.0326,-1.29671e-4,287.638,61.5100,10.6186
1.18787,667.114,1.78155e-3,289.866,24.99,-53.9149,7.12062e-5,-0.0762203,23.0331,-1.21146e-4,289.866,67.1726,11.6078
1.30255,731.197,1.78278e-3,292.160,25.00,-59.6314,7.12553e-5,-0.0843018,23.0280,-1.11534e-4,292.160,73.6576,12.7228
1.42916,801.371,1.78420e-3,294.453,25.00,-64.9344,7.13121e-5,-0.0917989,23.0310,-1.01113e-4,294.453,80.8172,13.9438
1.56464,876.017,1.78638e-3,296.681,25.00,-69.7378,7.13993e-5,-0.0985895,23.0299,-9.08748e-5,296.681,88.4784,15.2427
1.70888,955.076,1.78916e-3,298.844,25.00,-75.3107,7.15103e-5,-0.106468,23.0352,-8.25620e-5,298.844,96.6346,16.6183

