#WaveA,#IntensityA,#WaveB,#IntensityB,#WaveB00,#IntensityB00,#WaveB01,#IntensityB01,#WaveB02,#IntensityB02,#WaveB03,#IntensityB03,#WaveB04,#IntensityB04,#WaveB05,#IntensityB05,#WaveB06,#IntensityB06,#WaveB07,#IntensityB07,#WaveB08,#IntensityB08,#WaveB09,#IntensityB09,#WaveB10,#IntensityB10,#WaveB11,#IntensityB11,#WaveB12,#IntensityB12,#WaveB13,#IntensityB13,#WaveB14,#IntensityB14,#WaveB15,#IntensityB15,#WaveB16,#IntensityB16,#WaveB17,#IntensityB17,#WaveB18,#IntensityB18,#WaveB19,#IntensityB19,#WaveB20,#IntensityB20,#WaveB21,#IntensityB21,#WaveB22,#IntensityB22,#WaveB23,#IntensityB23,#WaveB24,#IntensityB24,#WaveB25,#IntensityB25,#WaveB26,#IntensityB26,#WaveB27,#IntensityB27,#WaveB28,#IntensityB28,#WaveB29,#IntensityB29,#WaveB30,#IntensityB30,#WaveB31,#IntensityB31,#WaveB32,#IntensityB32,#WaveB33,#IntensityB33,#WaveB34,#IntensityB34
1539.943359,382.629089,1539.943359,376.424286,1539.943359,384.697357,1539.943359,392.970428,1539.943359,537.749023,1539.943359,380.560822,1539.943359,332.990723,1539.943359,382.629089,1539.943359,359.878174,1539.943359,351.605103,1539.943359,341.263794,1539.943359,349.536835,1539.943359,322.649384,1539.943359,372.287781,1539.943359,357.809906,1539.943359,382.629089,1539.943359,345.40033,1539.943359,324.717651,1539.943359,293.693695,1539.943359,359.878174,1539.943359,364.014709,1539.943359,341.263794,1539.943359,320.581146,1539.943359,304.035004,1539.943359,273.011017,1539.943359,392.970428,1539.943359,382.629089,1539.943359,322.649384,1539.943359,320.581146,1539.943359,436.403992,1539.943359,457.086639,1539.943359,368.151245,1539.943359,351.605103,1539.943359,339.195526,1539.943359,281.284088,1539.943359,419.85788,1539.943359,357.809906
1538.734375,394.964722,1538.734375,345.335663,1538.734375,382.557465,1538.734375,401.168365,1538.734375,519.037415,1538.734375,357.74292,1538.734375,384.625336,1538.734375,380.489594,1538.734375,343.267761,1538.734375,334.996277,1538.734375,366.014435,1538.734375,337.064148,1538.734375,328.792633,1538.734375,357.74292,1538.734375,334.996277,1538.734375,357.74292,1538.734375,330.860504,1538.734375,326.724762,1538.734375,289.50293,1538.734375,372.218079,1538.734375,351.539276,1538.734375,310.181732,1538.734375,318.453247,1538.734375,277.095673,1538.734375,314.317474,1538.734375,363.946564,1538.734375,370.150177,1538.734375,334.996277,1538.734375,322.588989,1538.734375,457.001068,1538.734375,452.865326,1538.734375,363.946564,1538.734375,347.403534,1538.734375,324.65686,1538.734375,281.231445,1538.734375,411.507751,1538.734375,328.792633
1537.525391,359.743469,1537.525391,382.48587,1537.525391,388.688324,1537.525391,380.418365,1537.525391,523.075256,1537.525391,359.743469,1537.525391,355.60849,1537.525391,355.60849,1537.525391,384.553345,1537.525391,351.47348,1537.525391,365.945923,1537.525391,382.48587,1537.525391,361.810944,1537.525391,368.013428,1537.525391,376.283386,1537.525391,353.540985,1537.525391,363.878448,1537.525391,332.866058,1537.525391,305.988678,1537.525391,357.675964,1537.525391,339.068542,1537.525391,339.068542,1537.525391,339.068542,1537.525391,295.651245,1537.525391,291.516235,1537.525391,388.688324,1537.525391,376.283386,1537.525391,341.136047,1537.525391,326.663605,1537.525391,423.835693,1537.525391,454.848053,1537.525391,351.47348,1537.525391,341.136047,1537.525391,305.988678,1537.525391,301.853699,1537.525391,452.780548,1537.525391,314.258667
1536.316406,390.682709,1536.316406,380.347198,1536.316406,372.078766,1536.316406,384.481384,1536.316406,543.648438,1536.316406,374.145874,1536.316406,339.005096,1536.316406,359.676147,1536.316406,355.541931,1536.316406,376.212982,1536.316406,355.541931,1536.316406,353.474823,1536.316406,339.005096,1536.316406,359.676147,1536.316406,345.206421,1536.316406,328.669586,1536.316406,376.212982,1536.316406,328.669586,1536.316406,297.663025,1536.316406,370.011658,1536.316406,351.407715,1536.316406,339.005096,1536.316406,339.005096,1536.316406,330.736694,1536.316406,301.797211,1536.316406,396.884033,1536.316406,411.35376,1536.316406,351.407715,1536.316406,332.803802,1536.316406,471.299774,1536.316406,485.769501,1536.316406,363.810364,1536.316406,316.266968,1536.316406,330.736694,1536.316406,310.065643,1536.316406,442.360321,1536.316406,351.407715
1535.105469,357.542145,1535.105469,355.475433,1535.105469,355.475433,1535.105469,384.409485,1535.105469,489.812073,1535.105469,396.809784,1535.105469,347.208557,1535.105469,369.942444,1535.105469,392.676331,1535.105469,380.276031,1535.105469,361.675568,1535.105469,369.942444,1535.105469,301.740753,1535.105469,376.142609,1535.105469,400.943207,1535.105469,359.608856,1535.105469,357.542145,1535.105469,351.34198,1535.105469,299.674042,1535.105469,380.276031,1535.105469,363.74231,1535.105469,351.34198,1535.105469,324.47467,1535.105469,293.473907,1535.105469,276.940155,1535.105469,380.276031,1535.105469,390.609619,1535.105469,301.740753,1535.105469,295.540619,1535.105469,434.010681,1535.105469,481.545197,1535.105469,372.009155,1535.105469,316.207794,1535.105469,293.473907,1535.105469,281.073578,1535.105469,417.476959,1535.105469,349.275269
1533.896484,347.143616,1533.896484,365.740601,1533.896484,388.470245,1533.896484,369.87326,1533.896484,522.781738,1533.896484,347.143616,1533.896484,347.143616,1533.896484,374.00592,1533.896484,343.010956,1533.896484,353.342621,1533.896484,363.674255,1533.896484,359.541595,1533.896484,312.015991,1533.896484,349.209961,1533.896484,353.342621,1533.896484,378.13858,1533.896484,338.878296,1533.896484,316.148651,1533.896484,299.618011,1533.896484,355.408936,1533.896484,367.806946,1533.896484,326.480316,1533.896484,351.276276,1533.896484,293.419006,1533.896484,266.556702,1533.896484,413.266205,1533.896484,363.674255,1533.896484,334.745636,1533.896484,303.750671,1533.896484,450.460175,1533.896484,425.664215,1533.896484,347.143616,1533.896484,363.674255,1533.896484,328.546631,1533.896484,305.816986,1533.896484,419.46521,1533.896484,314.082336
1532.685547,392.52951,1532.685547,326.419281,1532.685547,380.13382,1532.685547,363.606262,1532.685547,530.947815,1532.685547,334.683044,1532.685547,334.683044,1532.685547,347.078705,1532.685547,347.078705,1532.685547,342.946838,1532.685547,378.067902,1532.685547,369.804108,1532.685547,289.232269,1532.685547,322.287384,1532.685547,349.144653,1532.685547,359.474396,1532.685547,359.474396,1532.685547,318.155487,1532.685547,324.353333,1532.685547,382.199768,1532.685547,380.13382,1532.685547,334.683044,1532.685547,336.748993,1532.685547,309.891724,1532.685547,276.836609,1532.685547,409.057068,1532.685547,359.474396,1532.685547,320.221436,1532.685547,326.419281,1532.685547,417.320831,1532.685547,437.980286,1532.685547,359.474396,1532.685547,324.353333,1532.685547,314.02359,1532.685547,278.902527,1532.685547,423.518677,1532.685547,347.078705
1531.476563,382.128326,1531.476563,342.882721,1531.476563,359.407196,1531.476563,369.734985,1531.476563,503.996277,1531.476563,357.341644,1531.476563,338.751617,1531.476563,347.013824,1531.476563,353.21051,1531.476563,330.48938,1531.476563,406.915039,1531.476563,357.341644,1531.476563,301.571564,1531.476563,353.21051,1531.476563,359.407196,1531.476563,336.686035,1531.476563,303.637115,1531.476563,355.276062,1531.476563,313.964905,1531.476563,371.800537,1531.476563,357.341644,1531.476563,359.407196,1531.476563,297.44043,1531.476563,289.178192,1531.476563,287.11264,1531.476563,406.915039,1531.476563,367.669434,1531.476563,324.292694,1531.476563,291.243744,1531.476563,483.340698,1531.476563,462.68512,1531.476563,338.751617,1531.476563,342.882721,1531.476563,316.030457,1531.476563,320.161591,1531.476563,444.095093,1531.476563,330.48938
1530.265625,375.86142,1530.265625,363.470367,1530.265625,334.557953,1530.265625,379.99176,1530.265625,536.944885,1530.265625,371.731049,1530.265625,330.427612,1530.265625,355.209686,1530.265625,363.470367,1530.265625,342.818634,1530.265625,330.427612,1530.265625,384.122101,1530.265625,338.688293,1530.265625,355.209686,1530.265625,344.88382,1530.265625,351.079346,1530.265625,353.144501,1530.265625,318.03656,1530.265625,289.124146,1530.265625,367.600708,1530.265625,322.166931,1530.265625,342.818634,1530.265625,330.427612,1530.265625,289.124146,1530.265625,270.537598,1530.265625,400.643463,1530.265625,334.557953,1530.265625,334.557953,1530.265625,318.03656,1530.265625,433.686249,1530.265625,439.881744,1530.265625,365.535553,1530.265625,363.470367,1530.265625,301.515198,1530.265625,280.863464,1530.265625,413.034515,1530.265625,328.362427
1529.054688,355.143311,1529.054688,359.272888,1529.054688,357.208099,1529.054688,367.532043,1529.054688,499.678375,1529.054688,336.560242,1529.054688,322.10672,1529.054688,392.309479,1529.054688,353.078522,1529.054688,336.560242,1529.054688,359.272888,1529.054688,342.754608,1529.054688,336.560242,1529.054688,338.625031,1529.054688,330.365875,1529.054688,348.948944,1529.054688,353.078522,1529.054688,309.718018,1529.054688,315.912354,1529.054688,351.013733,1529.054688,353.078522,1529.054688,342.754608,1529.054688,305.58844,1529.054688,305.58844,1529.054688,276.681427,1529.054688,412.957336,1529.054688,367.532043,1529.054688,313.847595,1529.054688,311.782806,1529.054688,429.475647,1529.054688,452.188293,1529.054688,367.532043,1529.054688,295.264496,1529.054688,311.782806,1529.054688,289.070129,1529.054688,425.346069,1529.054688,342.754608
1527.84375,388.107391,1527.84375,359.20578,1527.84375,348.883789,1527.84375,359.20578,1527.84375,507.842651,1527.84375,346.819366,1527.84375,330.304169,1527.84375,338.561768,1527.84375,330.304169,1527.84375,338.561768,1527.84375,346.819366,1527.84375,340.62616,1527.84375,322.04657,1527.84375,361.270172,1527.84375,350.948181,1527.84375,373.656586,1527.84375,317.917755,1527.84375,301.402557,1527.84375,305.531342,1527.84375,334.432983,1527.84375,332.368561,1527.84375,348.883789,1527.84375,305.531342,1527.84375,266.307739,1527.84375,270.436523,1527.84375,390.171814,1527.84375,355.076996,1527.84375,334.432983,1527.84375,289.016144,1527.84375,441.78183,1527.84375,410.815796,1527.84375,350.948181,1527.84375,309.660156,1527.84375,289.016144,1527.84375,297.273743,1527.84375,400.493805,1527.84375,346.819366
1526.632813,371.522797,1526.632813,346.754608,1526.632813,334.370514,1526.632813,375.650818,1526.632813,507.747833,1526.632813,359.138702,1526.632813,330.242493,1526.632813,369.458771,1526.632813,377.714844,1526.632813,363.266724,1526.632813,332.306488,1526.632813,363.266724,1526.632813,305.474304,1526.632813,346.754608,1526.632813,369.458771,1526.632813,336.43454,1526.632813,324.050446,1526.632813,301.346283,1526.632813,311.666351,1526.632813,321.98642,1526.632813,346.754608,1526.632813,346.754608,1526.632813,326.114471,1526.632813,303.410278,1526.632813,276.578094,1526.632813,373.586823,1526.632813,363.266724,1526.632813,334.370514,1526.632813,293.09021,1526.632813,439.635315,1526.632813,454.083435,1526.632813,350.882629,1526.632813,334.370514,1526.632813,326.114471,1526.632813,258.001953,1526.632813,441.699341,1526.632813,342.626587
1525.419922,361.135284,1525.419922,348.75351,1525.419922,369.389801,1525.419922,367.326172,1525.419922,528.289307,1525.419922,301.290009,1525.419922,317.799042,1525.419922,354.944397,1525.419922,381.771576,1525.419922,354.944397,1525.419922,350.817139,1525.419922,346.68988,1525.419922,326.053558,1525.419922,340.498993,1525.419922,338.435364,1525.419922,350.817139,1525.419922,332.244476,1525.419922,278.590088,1525.419922,315.735413,1525.419922,350.817139,1525.419922,342.562622,1525.419922,293.035492,1525.419922,284.780975,1525.419922,297.16275,1525.419922,284.780975,1525.419922,390.026123,1525.419922,365.262543,1525.419922,301.290009,1525.419922,276.526459,1525.419922,468.444061,1525.419922,456.062286,1525.419922,342.562622,1525.419922,315.735413,1525.419922,311.608154,1525.419922,280.653717,1525.419922,396.21701,1525.419922,307.480896
1524.208984,325.992706,1524.208984,361.067871,1524.208984,356.941376,1524.208984,381.700317,1524.208984,486.925812,1524.208984,325.992706,1524.208984,350.751648,1524.208984,344.56192,1524.208984,365.194366,1524.208984,342.498688,1524.208984,367.257629,1524.208984,350.751648,1524.208984,323.929474,1524.208984,348.688416,1524.208984,340.435425,1524.208984,313.613251,1524.208984,342.498688,1524.208984,317.739746,1524.208984,305.36026,1524.208984,330.119202,1524.208984,342.498688,1524.208984,342.498688,1524.208984,276.474823,1524.208984,307.423523,1524.208984,255.842377,1524.208984,383.76358,1524.208984,361.067871,1524.208984,309.486755,1524.208984,290.917542,1524.208984,441.534424,1524.208984,441.534424,1524.208984,348.688416,1524.208984,338.372192,1524.208984,280.601318,1524.208984,295.044037,1524.208984,375.51059,1524.208984,342.498688
1522.998047,408.446289,1522.998047,358.937653,1522.998047,330.057587,1522.998047,350.686188,1522.998047,482.709229,1522.998047,350.686188,1522.998047,305.303284,1522.998047,356.874786,1522.998047,344.49762,1522.998047,325.931885,1522.998047,358.937653,1522.998047,330.057587,1522.998047,323.869019,1522.998047,342.434753,1522.998047,317.68045,1522.998047,321.806152,1522.998047,363.063354,1522.998047,292.926117,1522.998047,299.114716,1522.998047,358.937653,1522.998047,346.560486,1522.998047,317.68045,1522.998047,321.806152,1522.998047,307.36615,1522.998047,276.423248,1522.998047,371.314789,1522.998047,350.686188,1522.998047,321.806152,1522.998047,286.737549,1522.998047,420.823456,1522.998047,420.823456,1522.998047,367.189087,1522.998047,334.183319,1522.998047,317.68045,1522.998047,292.926117,1522.998047,377.503387,1522.998047,297.051849
1521.785156,379.495422,1521.785156,332.058502,1521.785156,367.120575,1521.785156,336.183441,1521.785156,503.243927,1521.785156,334.120972,1521.785156,323.808594,1521.785156,371.245514,1521.785156,358.870667,1521.785156,321.746124,1521.785156,336.183441,1521.785156,346.495819,1521.785156,338.245911,1521.785156,325.871063,1521.785156,338.245911,1521.785156,346.495819,1521.785156,346.495819,1521.785156,303.183838,1521.785156,288.746521,1521.785156,354.745728,1521.785156,346.495819,1521.785156,338.245911,1521.785156,305.246307,1521.785156,276.371674,1521.785156,282.559082,1521.785156,385.682861,1521.785156,395.995239,1521.785156,280.496613,1521.785156,276.371674,1521.785156,435.182251,1521.785156,437.24472,1521.785156,356.808197,1521.785156,325.871063,1521.785156,280.496613,1521.785156,299.058899,1521.785156,398.057709,1521.785156,319.683655
1520.572266,360.865814,1520.572266,325.810303,1520.572266,367.052094,1520.572266,371.17627,1520.572266,461.908264,1520.572266,342.307007,1520.572266,315.499847,1520.572266,334.058655,1520.572266,334.058655,1520.572266,334.058655,1520.572266,334.058655,1520.572266,352.617462,1520.572266,294.878937,1520.572266,321.686096,1520.572266,350.555389,1520.572266,338.182831,1520.572266,311.375671,1520.572266,325.810303,1520.572266,276.320129,1520.572266,346.431183,1520.572266,358.803741,1520.572266,315.499847,1520.572266,317.56192,1520.572266,272.195953,1520.572266,276.320129,1520.572266,367.052094,1520.572266,371.17627,1520.572266,313.437744,1520.572266,311.375671,1520.572266,424.790619,1520.572266,428.914825,1520.572266,373.238373,1520.572266,296.94101,1520.572266,301.065216,1520.572266,276.320129,1520.572266,404.169739,1520.572266,325.810303
1519.359375,364.921936,1519.359375,346.366577,1519.359375,354.613403,1519.359375,354.613403,1519.359375,470.068939,1519.359375,309.25589,1519.359375,327.811249,1519.359375,342.243164,1519.359375,352.551697,1519.359375,342.243164,1519.359375,325.749542,1519.359375,338.119781,1519.359375,296.885651,1519.359375,329.872955,1519.359375,356.67511,1519.359375,350.48999,1519.359375,321.626129,1519.359375,313.379303,1519.359375,276.268585,1519.359375,366.983643,1519.359375,338.119781,1519.359375,327.811249,1519.359375,303.07077,1519.359375,255.651535,1519.359375,290.700531,1519.359375,360.798523,1519.359375,348.428284,1519.359375,296.885651,1519.359375,290.700531,1519.359375,443.266754,1519.359375,404.09436,1519.359375,352.551697,1519.359375,336.058075,1519.359375,319.564423,1519.359375,272.145172,1519.359375,406.156067,1519.359375,319.564423
1518.146484,352.485992,1518.146484,338.056732,1518.146484,309.198212,1518.146484,368.976563,1518.146484,507.085083,1518.146484,348.363342,1518.146484,294.768982,1518.146484,354.547302,1518.146484,354.547302,1518.146484,323.627472,1518.146484,358.669952,1518.146484,368.976563,1518.146484,313.320862,1518.146484,329.811432,1518.146484,319.504822,1518.146484,327.750122,1518.146484,338.056732,1518.146484,305.075592,1518.146484,305.075592,1518.146484,350.424652,1518.146484,340.118042,1518.146484,309.198212,1518.146484,292.707642,1518.146484,272.094452,1518.146484,251.481232,1518.146484,389.589752,1518.146484,366.915222,1518.146484,315.382202,1518.146484,307.136902,1518.146484,439.061493,1518.146484,441.122803,1518.146484,352.485992,1518.146484,325.688812,1518.146484,300.952942,1518.146484,259.726501,1518.146484,457.613373,1518.146484,313.320862
1516.933594,366.846832,1516.933594,348.298401,1516.933594,354.481201,1516.933594,379.212463,1516.933594,500.80777,1516.933594,333.871826,1516.933594,340.054657,1516.933594,350.359344,1516.933594,352.420288,1516.933594,319.445282,1516.933594,342.115601,1516.933594,317.384338,1516.933594,305.018707,1516.933594,362.724976,1516.933594,342.115601,1516.933594,358.603088,1516.933594,292.653107,1516.933594,290.592163,1516.933594,276.165588,1516.933594,344.176514,1516.933594,346.237457,1516.933594,325.628082,1516.933594,305.018707,1516.933594,276.165588,1516.933594,263.799957,1516.933594,399.821838,1516.933594,354.481201,1516.933594,309.140594,1516.933594,302.957794,1516.933594,393.639008,1516.933594,449.284332,1516.933594,317.384338,1516.933594,313.262451,1516.933594,280.287476,1516.933594,296.774963,1516.933594,420.431213,1516.933594,335.93277
1515.720703,360.596802,1515.720703,354.415161,1515.720703,327.62796,1515.720703,327.62796,1515.720703,465.685028,1515.720703,331.749054,1515.720703,333.809631,1515.720703,331.749054,1515.720703,346.172943,1515.720703,366.778473,1515.720703,387.384003,1515.720703,339.991272,1515.720703,298.780212,1515.720703,313.204071,1515.720703,356.475708,1515.720703,354.415161,1515.720703,296.719666,1515.720703,300.840759,1515.720703,282.295776,1515.720703,366.778473,1515.720703,346.172943,1515.720703,337.930725,1515.720703,313.204071,1515.720703,276.114136,1515.720703,271.993011,1515.720703,375.020691,1515.720703,333.809631,1515.720703,300.840759,1515.720703,292.598541,1515.720703,399.747314,1515.720703,395.626221,1515.720703,339.991272,1515.720703,333.809631,1515.720703,317.325195,1515.720703,276.114136,1515.720703,391.505096,1515.720703,323.506866
1514.507813,360.529633,1514.507813,321.386414,1514.507813,300.784698,1514.507813,354.349121,1514.507813,482.07962,1514.507813,354.349121,1514.507813,306.96521,1514.507813,350.22879,1514.507813,325.506744,1514.507813,337.867767,1514.507813,348.16861,1514.507813,346.108429,1514.507813,327.566925,1514.507813,339.927917,1514.507813,313.145721,1514.507813,327.566925,1514.507813,302.844879,1514.507813,300.784698,1514.507813,276.062683,1514.507813,352.28894,1514.507813,311.085571,1514.507813,298.724548,1514.507813,292.544037,1514.507813,265.761841,1514.507813,278.122864,1514.507813,381.131317,1514.507813,374.950806,1514.507813,294.604218,1514.507813,280.183014,1514.507813,416.154205,1514.507813,403.793182,1514.507813,354.349121,1514.507813,331.687256,1514.507813,288.423706,1514.507813,261.64151,1514.507813,409.973694,1514.507813,298.724548
1513.292969,358.402679,1513.292969,331.625458,1513.292969,354.283112,1513.292969,352.223328,1513.292969,519.065918,1513.292969,335.745026,1513.292969,327.50589,1513.292969,354.283112,1513.292969,339.864594,1513.292969,331.625458,1513.292969,348.10376,1513.292969,333.685242,1513.292969,288.369965,1513.292969,329.565674,1513.292969,348.10376,1513.292969,298.668884,1513.292969,296.6091,1513.292969,306.908051,1513.292969,317.20697,1513.292969,337.80481,1513.292969,321.326538,1513.292969,288.369965,1513.292969,315.147186,1513.292969,292.489532,1513.292969,261.592743,1513.292969,333.685242,1513.292969,325.446106,1513.292969,298.668884,1513.292969,282.190613,1513.292969,430.495178,1513.292969,449.033234,1513.292969,346.043976,1513.292969,317.20697,1513.292969,276.011261,1513.292969,253.353622,1513.292969,399.598389,1513.292969,325.446106
1512.080078,360.395325,1512.080078,350.098328,1512.080078,308.910278,1512.080078,383.048737,1512.080078,457.187225,1512.080078,331.56369,1512.080078,333.623108,1512.080078,335.682495,1512.080078,350.098328,1512.080078,333.623108,1512.080078,325.385498,1512.080078,321.266693,1512.080078,304.791473,1512.080078,350.098328,1512.080078,333.623108,1512.080078,321.266693,1512.080078,306.850891,1512.080078,313.029083,1512.080078,288.316254,1512.080078,337.741913,1512.080078,333.623108,1512.080078,294.494476,1512.080078,304.791473,1512.080078,288.316254,1512.080078,261.544037,1512.080078,358.335938,1512.080078,325.385498,1512.080078,269.781647,1512.080078,284.197449,1512.080078,393.345764,1512.080078,440.712006,1512.080078,329.504303,1512.080078,325.385498,1512.080078,306.850891,1512.080078,263.603424,1512.080078,395.405151,1512.080078,333.623108
1510.865234,362.387238,1510.865234,378.859375,1510.865234,317.088837,1510.865234,341.797058,1510.865234,477.692261,1510.865234,350.033112,1510.865234,312.970795,1510.865234,325.32489,1510.865234,325.32489,1510.865234,312.970795,1510.865234,331.501953,1510.865234,335.619995,1510.865234,308.852753,1510.865234,300.616669,1510.865234,317.088837,1510.865234,323.2659,1510.865234,352.092133,1510.865234,308.852753,1510.865234,300.616669,1510.865234,317.088837,1510.865234,329.442932,1510.865234,327.383911,1510.865234,294.439636,1510.865234,271.790436,1510.865234,277.967468,1510.865234,350.033112,1510.865234,339.738037,1510.865234,294.439636,1510.865234,284.144531,1510.865234,420.039764,1510.865234,430.334839,1510.865234,347.974121,1510.865234,304.734711,1510.865234,296.498657,1510.865234,263.554352,1510.865234,387.095459,1510.865234,267.672394
1509.650391,347.909332,1509.650391,321.147064,1509.650391,343.792053,1509.650391,366.437042,1509.650391,502.306946,1509.650391,296.443451,1509.650391,308.795258,1509.650391,339.674774,1509.650391,345.850677,1509.650391,329.381622,1509.650391,314.971161,1509.650391,339.674774,1509.650391,314.971161,1509.650391,341.733429,1509.650391,329.381622,1509.650391,321.147064,1509.650391,319.08844,1509.650391,290.267548,1509.650391,279.974365,1509.650391,325.264343,1509.650391,317.029785,1509.650391,288.208893,1509.650391,282.03299,1509.650391,263.50528,1509.650391,269.681183,1509.650391,407.609741,1509.650391,395.257935,1509.650391,300.56073,1509.650391,277.915741,1509.650391,428.196075,1509.650391,459.075623,1509.650391,345.850677,1509.650391,292.326172,1509.650391,302.619354,1509.650391,275.857086,1509.650391,354.085236,1509.650391,308.795258
1508.4375,321.08728,1508.4375,337.553314,1508.4375,372.543579,1508.4375,312.854279,1508.4375,485.747437,1508.4375,360.194061,1508.4375,316.970795,1508.4375,335.495056,1508.4375,331.37854,1508.4375,316.970795,1508.4375,327.262054,1508.4375,306.679535,1508.4375,304.621277,1508.4375,308.737793,1508.4375,314.912537,1508.4375,335.495056,1508.4375,329.320313,1508.4375,300.504761,1508.4375,286.097015,1508.4375,356.077576,1508.4375,329.320313,1508.4375,308.737793,1508.4375,275.805756,1508.4375,261.39798,1508.4375,263.456238,1508.4375,380.776581,1508.4375,333.436798,1508.4375,271.68924,1508.4375,277.864014,1508.4375,423.999878,1508.4375,450.757172,1508.4375,347.844574,1508.4375,288.155273,1508.4375,281.980499,1508.4375,300.504761,1508.4375,399.300873,1508.4375,308.737793
1507.222656,353.95343,1507.222656,333.374756,1507.222656,333.374756,1507.222656,353.95343,1507.222656,469.194092,1507.222656,308.680328,1507.222656,308.680328,1507.222656,345.721954,1507.222656,345.721954,1507.222656,358.069183,1507.222656,341.606232,1507.222656,333.374756,1507.222656,259.291473,1507.222656,333.374756,1507.222656,323.085419,1507.222656,333.374756,1507.222656,327.201141,1507.222656,273.696564,1507.222656,271.638672,1507.222656,345.721954,1507.222656,339.54837,1507.222656,321.027527,1507.222656,300.448853,1507.222656,271.638672,1507.222656,253.117859,1507.222656,376.589996,1507.222656,345.721954,1507.222656,316.911804,1507.222656,279.870148,1507.222656,378.647858,1507.222656,384.821472,1507.222656,341.606232,1507.222656,308.680328,1507.222656,316.911804,1507.222656,275.754425,1507.222656,407.458038,1507.222656,321.027527
1506.005859,337.427704,1506.005859,320.967804,1506.005859,339.485168,1506.005859,351.830078,1506.005859,497.911591,1506.005859,358.002563,1506.005859,302.450439,1506.005859,312.737854,1506.005859,306.565399,1506.005859,341.542664,1506.005859,335.370209,1506.005859,341.542664,1506.005859,296.277985,1506.005859,325.082764,1506.005859,300.392944,1506.005859,288.048035,1506.005859,323.025299,1506.005859,292.162994,1506.005859,273.64563,1506.005859,343.600159,1506.005859,331.255219,1506.005859,312.737854,1506.005859,310.680359,1506.005859,275.703125,1506.005859,257.18573,1506.005859,339.485168,1506.005859,374.462433,1506.005859,273.64563,1506.005859,267.473175,1506.005859,395.037292,1506.005859,432.072052,1506.005859,345.657623,1506.005859,327.140259,1506.005859,325.082764,1506.005859,277.76059,1506.005859,417.669647,1506.005859,308.622894
1504.791016,366.164368,1504.791016,312.679688,1504.791016,339.422028,1504.791016,329.136505,1504.791016,452.562683,1504.791016,316.793884,1504.791016,296.22287,1504.791016,327.079407,1504.791016,333.250702,1504.791016,327.079407,1504.791016,345.593323,1504.791016,337.364929,1504.791016,294.165741,1504.791016,322.96521,1504.791016,320.908081,1504.791016,316.793884,1504.791016,275.651825,1504.791016,320.908081,1504.791016,271.537628,1504.791016,353.821747,1504.791016,331.193604,1504.791016,325.022308,1504.791016,292.108643,1504.791016,253.023697,1504.791016,261.252106,1504.791016,347.650421,1504.791016,325.022308,1504.791016,320.908081,1504.791016,271.537628,1504.791016,403.19223,1504.791016,419.649048,1504.791016,331.193604,1504.791016,316.793884,1504.791016,287.994446,1504.791016,263.309204,1504.791016,423.763245,1504.791016,320.908081
1503.576172,329.075287,1503.576172,333.188721,1503.576172,329.075287,1503.576172,341.415619,1503.576172,491.556213,1503.576172,318.791687,1503.576172,310.564789,1503.576172,308.508087,1503.576172,337.302185,1503.576172,339.358887,1503.576172,333.188721,1503.576172,327.018555,1503.576172,281.770721,1503.576172,337.302185,1503.576172,320.848419,1503.576172,310.564789,1503.576172,302.337921,1503.576172,294.111053,1503.576172,257.090057,1503.576172,345.529053,1503.576172,292.054321,1503.576172,312.621521,1503.576172,263.260223,1503.576172,275.600555,1503.576172,263.260223,1503.576172,349.642487,1503.576172,337.302185,1503.576172,296.167755,1503.576172,298.224487,1503.576172,392.833618,1503.576172,444.251648,1503.576172,337.302185,1503.576172,310.564789,1503.576172,275.600555,1503.576172,275.600555,1503.576172,411.344116,1503.576172,335.245453
1502.359375,347.521149,1502.359375,353.690155,1502.359375,366.028168,1502.359375,357.802826,1502.359375,456.50705,1502.359375,339.295776,1502.359375,324.901428,1502.359375,316.676056,1502.359375,341.352112,1502.359375,310.50705,1502.359375,322.845093,1502.359375,353.690155,1502.359375,296.112671,1502.359375,300.225372,1502.359375,343.408447,1502.359375,318.732391,1502.359375,318.732391,1502.359375,292,1502.359375,289.943665,1502.359375,345.464783,1502.359375,335.183105,1502.359375,302.281708,1502.359375,285.830994,1502.359375,261.154938,1502.359375,275.549316,1502.359375,353.690155,1502.359375,339.295776,1502.359375,285.830994,1502.359375,279.661987,1502.359375,411.267609,1502.359375,390.704224,1502.359375,335.183105,1502.359375,324.901428,1502.359375,271.436615,1502.359375,267.323944,1502.359375,409.211273,1502.359375,314.61972
1501.144531,341.288666,1501.144531,312.50528,1501.144531,312.50528,1501.144531,345.400574,1501.144531,493.429382,1501.144531,341.288666,1501.144531,310.44931,1501.144531,326.896973,1501.144531,333.064819,1501.144531,339.232697,1501.144531,298.113586,1501.144531,328.952911,1501.144531,283.721893,1501.144531,326.896973,1501.144531,347.456512,1501.144531,312.50528,1501.144531,324.841003,1501.144531,298.113586,1501.144531,291.945709,1501.144531,339.232697,1501.144531,324.841003,1501.144531,310.44931,1501.144531,275.498077,1501.144531,263.162323,1501.144531,267.274261,1501.144531,345.400574,1501.144531,357.736298,1501.144531,287.833801,1501.144531,308.393372,1501.144531,390.631592,1501.144531,417.359009,1501.144531,320.729095,1501.144531,287.833801,1501.144531,256.994476,1501.144531,275.498077,1501.144531,376.239899,1501.144531,287.833801
