#WaveA,#IntensityA,#WaveB,#IntensityB,#WaveB00,#IntensityB00,#WaveB01,#IntensityB01,#WaveB02,#IntensityB02,#WaveB03,#IntensityB03,#WaveB04,#IntensityB04,#WaveB05,#IntensityB05,#WaveB06,#IntensityB06,#WaveB07,#IntensityB07,#WaveB08,#IntensityB08,#WaveB09,#IntensityB09,#WaveB10,#IntensityB10,#WaveB11,#IntensityB11,#WaveB12,#IntensityB12,#WaveB13,#IntensityB13,#WaveB14,#IntensityB14,#WaveB15,#IntensityB15,#WaveB16,#IntensityB16,#WaveB17,#IntensityB17,#WaveB18,#IntensityB18,#WaveB19,#IntensityB19,#WaveB20,#IntensityB20,#WaveB21,#IntensityB21,#WaveB22,#IntensityB22,#WaveB23,#IntensityB23,#WaveB24,#IntensityB24,#WaveB25,#IntensityB25,#WaveB26,#IntensityB26,#WaveB27,#IntensityB27,#WaveB28,#IntensityB28,#WaveB29,#IntensityB29,#WaveB30,#IntensityB30,#WaveB31,#IntensityB31,#WaveB32,#IntensityB32,#WaveB33,#IntensityB33,#WaveB34,#IntensityB34
1882.962891,61.486485,1882.962891,50.506756,1882.962891,61.486485,1882.962891,52.702702,1882.962891,74.662163,1882.962891,76.858109,1882.962891,52.702702,1882.962891,52.702702,1882.962891,39.527027,1882.962891,43.918919,1882.962891,43.918919,1882.962891,54.898647,1882.962891,43.918919,1882.962891,57.094593,1882.962891,43.918919,1882.962891,61.486485,1882.962891,57.094593,1882.962891,52.702702,1882.962891,50.506756,1882.962891,57.094593,1882.962891,43.918919,1882.962891,46.114864,1882.962891,48.31081,1882.962891,35.135136,1882.962891,52.702702,1882.962891,76.858109,1882.962891,65.87838,1882.962891,65.87838,1882.962891,65.87838,1882.962891,377.702698,1882.962891,426.013489,1882.962891,48.31081,1882.962891,48.31081,1882.962891,39.527027,1882.962891,61.486485,1882.962891,254.729721,1882.962891,177.871613
1881.824219,43.908585,1881.824219,52.690304,1881.824219,57.081161,1881.824219,79.035454,1881.824219,85.621742,1881.824219,52.690304,1881.824219,54.885735,1881.824219,52.690304,1881.824219,48.299446,1881.824219,57.081161,1881.824219,48.299446,1881.824219,54.885735,1881.824219,52.690304,1881.824219,70.253738,1881.824219,50.494873,1881.824219,59.276592,1881.824219,57.081161,1881.824219,43.908585,1881.824219,43.908585,1881.824219,61.472019,1881.824219,59.276592,1881.824219,50.494873,1881.824219,54.885735,1881.824219,52.690304,1881.824219,57.081161,1881.824219,81.230881,1881.824219,52.690304,1881.824219,39.517727,1881.824219,57.081161,1881.824219,403.958984,1881.824219,423.717865,1881.824219,52.690304,1881.824219,54.885735,1881.824219,35.126869,1881.824219,57.081161,1881.824219,215.152069,1881.824219,215.152069
1880.685547,76.821976,1880.685547,48.288097,1880.685547,52.677925,1880.685547,57.067753,1880.685547,83.406715,1880.685547,48.288097,1880.685547,57.067753,1880.685547,48.288097,1880.685547,61.457577,1880.685547,43.89827,1880.685547,48.288097,1880.685547,61.457577,1880.685547,61.457577,1880.685547,57.067753,1880.685547,48.288097,1880.685547,43.89827,1880.685547,50.483009,1880.685547,48.288097,1880.685547,52.677925,1880.685547,30.728788,1880.685547,43.89827,1880.685547,52.677925,1880.685547,52.677925,1880.685547,41.703358,1880.685547,46.093185,1880.685547,72.432144,1880.685547,54.872837,1880.685547,48.288097,1880.685547,92.186371,1880.685547,379.720032,1880.685547,379.720032,1880.685547,61.457577,1880.685547,41.703358,1880.685547,39.508442,1880.685547,52.677925,1880.685547,221.686264,1880.685547,208.516785
1879.544922,78.998344,1879.544922,59.24876,1879.544922,54.859962,1879.544922,52.665565,1879.544922,74.60955,1879.544922,54.859962,1879.544922,57.054363,1879.544922,54.859962,1879.544922,65.831955,1879.544922,76.803947,1879.544922,39.499172,1879.544922,76.803947,1879.544922,74.60955,1879.544922,52.665565,1879.544922,72.415154,1879.544922,50.471165,1879.544922,61.443157,1879.544922,57.054363,1879.544922,59.24876,1879.544922,65.831955,1879.544922,59.24876,1879.544922,46.082367,1879.544922,48.276768,1879.544922,28.527182,1879.544922,61.443157,1879.544922,87.77594,1879.544922,37.304775,1879.544922,57.054363,1879.544922,54.859962,1879.544922,384.019745,1879.544922,390.602936,1879.544922,61.443157,1879.544922,46.082367,1879.544922,46.082367,1879.544922,61.443157,1879.544922,280.882996,1879.544922,151.413498
1878.40625,61.428761,1878.40625,48.265453,1878.40625,59.234875,1878.40625,54.847107,1878.40625,100.918678,1878.40625,32.908264,1878.40625,39.489918,1878.40625,43.877686,1878.40625,61.428761,1878.40625,39.489918,1878.40625,52.653225,1878.40625,43.877686,1878.40625,65.816528,1878.40625,70.2043,1878.40625,43.877686,1878.40625,54.847107,1878.40625,52.653225,1878.40625,65.816528,1878.40625,59.234875,1878.40625,43.877686,1878.40625,52.653225,1878.40625,39.489918,1878.40625,50.459339,1878.40625,46.071571,1878.40625,61.428761,1878.40625,76.78595,1878.40625,48.265453,1878.40625,50.459339,1878.40625,72.398178,1878.40625,390.511414,1878.40625,423.419678,1878.40625,54.847107,1878.40625,52.653225,1878.40625,35.10215,1878.40625,68.010414,1878.40625,245.715042,1878.40625,162.347443
1877.265625,41.674046,1877.265625,59.221012,1877.265625,63.607754,1877.265625,52.6409,1877.265625,70.187866,1877.265625,57.027641,1877.265625,52.6409,1877.265625,35.093933,1877.265625,39.480675,1877.265625,48.254158,1877.265625,37.287304,1877.265625,57.027641,1877.265625,83.348091,1877.265625,52.6409,1877.265625,57.027641,1877.265625,46.060787,1877.265625,59.221012,1877.265625,30.707191,1877.265625,57.027641,1877.265625,52.6409,1877.265625,43.867416,1877.265625,52.6409,1877.265625,41.674046,1877.265625,57.027641,1877.265625,39.480675,1877.265625,87.734833,1877.265625,65.801125,1877.265625,57.027641,1877.265625,65.801125,1877.265625,403.580231,1877.265625,414.547089,1877.265625,54.83427,1877.265625,50.447529,1877.265625,57.027641,1877.265625,52.6409,1877.265625,230.30394,1877.265625,208.370224
1876.126953,61.400028,1876.126953,52.628597,1876.126953,57.014313,1876.126953,61.400028,1876.126953,78.942894,1876.126953,70.171463,1876.126953,52.628597,1876.126953,52.628597,1876.126953,43.857162,1876.126953,50.435738,1876.126953,50.435738,1876.126953,50.435738,1876.126953,70.171463,1876.126953,41.664307,1876.126953,46.050022,1876.126953,52.628597,1876.126953,57.014313,1876.126953,52.628597,1876.126953,48.242882,1876.126953,54.821453,1876.126953,67.978607,1876.126953,41.664307,1876.126953,61.400028,1876.126953,39.471447,1876.126953,52.628597,1876.126953,72.364319,1876.126953,52.628597,1876.126953,35.085732,1876.126953,61.400028,1876.126953,410.064484,1876.126953,416.643066,1876.126953,52.628597,1876.126953,48.242882,1876.126953,57.014313,1876.126953,61.400028,1876.126953,234.635834,1876.126953,186.392944
1874.986328,52.61631,1874.986328,46.039272,1874.986328,46.039272,1874.986328,96.463234,1874.986328,78.924469,1874.986328,54.808659,1874.986328,52.61631,1874.986328,65.770386,1874.986328,39.462234,1874.986328,63.578045,1874.986328,48.231617,1874.986328,70.155083,1874.986328,65.770386,1874.986328,57.001003,1874.986328,43.846928,1874.986328,63.578045,1874.986328,43.846928,1874.986328,46.039272,1874.986328,52.61631,1874.986328,50.423965,1874.986328,59.193352,1874.986328,35.077541,1874.986328,63.578045,1874.986328,52.61631,1874.986328,43.846928,1874.986328,100.847931,1874.986328,52.61631,1874.986328,30.692848,1874.986328,57.001003,1874.986328,366.121826,1874.986328,423.122833,1874.986328,59.193352,1874.986328,61.385696,1874.986328,43.846928,1874.986328,52.61631,1874.986328,238.965744,1874.986328,192.926468
1873.845703,56.987717,1873.845703,54.795879,1873.845703,52.604046,1873.845703,65.755058,1873.845703,85.481575,1873.845703,61.371387,1873.845703,56.987717,1873.845703,56.987717,1873.845703,56.987717,1873.845703,56.987717,1873.845703,46.028538,1873.845703,61.371387,1873.845703,61.371387,1873.845703,54.795879,1873.845703,43.836704,1873.845703,39.453033,1873.845703,41.644867,1873.845703,54.795879,1873.845703,61.371387,1873.845703,59.17955,1873.845703,52.604046,1873.845703,43.836704,1873.845703,61.371387,1873.845703,41.644867,1873.845703,56.987717,1873.845703,72.330559,1873.845703,52.604046,1873.845703,63.563221,1873.845703,50.412209,1873.845703,385.763,1873.845703,429.599701,1873.845703,70.138725,1873.845703,59.17955,1873.845703,39.453033,1873.845703,56.987717,1873.845703,230.1427,1873.845703,162.195801
1872.705078,56.974445,1872.705078,70.122398,1872.705078,54.783123,1872.705078,70.122398,1872.705078,74.505043,1872.705078,41.635174,1872.705078,37.252522,1872.705078,41.635174,1872.705078,43.826496,1872.705078,65.739746,1872.705078,52.591797,1872.705078,61.357098,1872.705078,54.783123,1872.705078,21.913248,1872.705078,54.783123,1872.705078,39.443848,1872.705078,48.209148,1872.705078,67.931068,1872.705078,70.122398,1872.705078,39.443848,1872.705078,50.400471,1872.705078,54.783123,1872.705078,48.209148,1872.705078,46.017822,1872.705078,63.54842,1872.705078,87.652992,1872.705078,65.739746,1872.705078,50.400471,1872.705078,50.400471,1872.705078,374.716553,1872.705078,403.203766,1872.705078,41.635174,1872.705078,61.357098,1872.705078,52.591797,1872.705078,39.443848,1872.705078,216.941162,1872.705078,144.627441
