Filename,psb_thfdmf_00_5,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,11/12/2019,,,,,,,,,,
Sample name,OSKT 5_PSB_THFDMF,,,,,,,,,,
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
0.0219123,0.0128008,2.14511,3.47463,20.03,-213.717,-0.302135,20.0282,-3829320,3.47463,1.23911,1.30E-04
-2.63E-04,0.0137,2.12907,10.5513,20.03,-213.155,-0.30134,20.0283,-3974390,10.5513,-0.0148542,1.27E-04
-4.02E-05,0.0148,2.11039,17.5637,20.03,-214.431,-0.303145,20.0222,-3188230,17.5637,-2.27E-03,1.43E-04
-4.77E-05,0.0161,2.08494,24.576,20.02,-214.726,-0.303562,20.0231,-2517780,24.576,-2.70E-03,1.61E-04
8.11E-05,0.0173,2.05427,31.5228,20.02,-216.065,-0.305455,20.0222,-2033130,31.5228,4.59E-03,1.79E-04
1.15E-04,0.0188,2.01275,38.4092,20.02,-215.876,-0.305187,20.0162,-1613670,38.4092,6.48E-03,2.01E-04
3.16E-04,0.0199944,1.98078,45.5352,20.01,-218.727,-0.309218,20.0071,-1320140,45.5352,0.0178778,2.24E-04
4.90E-04,0.0215247,1.94259,52.4944,20.01,-220.58,-0.311838,20.0199,-1052430,52.4944,0.0277064,2.52E-04
4.92E-04,0.022994,1.91211,59.4412,20.01,-222.568,-0.314648,20.0219,-850869,59.4412,0.0278,2.81E-04
7.10E-04,0.0246528,1.88221,66.388,20,-224.071,-0.316773,20.0275,-682163,66.388,0.0401633,3.15E-04
7.72E-04,0.0265482,1.851,73.4004,20,-226.271,-0.319884,20.027,-549711,73.4004,0.0436475,3.53E-04
8.26E-04,0.0284981,1.81991,80.4127,20,-228.379,-0.322864,20.0298,-442770,80.4127,0.0467113,3.95E-04
7.08E-04,0.030463,1.78963,87.3595,20,-229.577,-0.324557,20.0256,-354841,87.3595,0.0400471,4.43E-04
5.09E-04,0.0327309,1.75768,94.3063,20,-232.258,-0.328348,20.0336,-287300,94.3063,0.0287873,4.95E-04
5.11E-04,0.0352389,1.72498,101.253,20,-235.043,-0.332285,20.0324,-232507,101.253,0.0289035,5.53E-04
6.24E-04,0.037821,1.69367,108.266,20,-236.304,-0.334067,20.0231,-186112,108.266,0.0353141,6.20E-04
7.12E-04,0.0404736,1.67131,115.278,20,-239.347,-0.338369,20.012,-150273,115.278,0.0402811,6.94E-04
4.38E-04,0.0432744,1.64933,122.225,20,-240.964,-0.340655,20.0144,-120919,122.225,0.0247636,7.77E-04
4.81E-04,0.0465112,1.61707,129.171,20,-241.721,-0.341725,20.013,-97001.6,129.171,0.0271826,8.69E-04
8.42E-04,0.0499024,1.5831,136.184,20,-240.849,-0.340493,20.0252,-77054.9,136.184,0.0476135,9.73E-04
9.94E-04,0.053531,1.54745,143.196,20,-243.903,-0.34481,20.0246,-62423.7,143.196,0.0561892,1.09E-03
1.39E-03,0.0589792,1.48978,150.143,20,-246.126,-0.347952,20.0349,-50254,150.143,0.0783836,1.22E-03
1.36E-03,0.0630484,1.45242,157.09,20,-248.253,-0.35096,20.0252,-40489.7,157.09,0.0770089,1.36E-03
7.88E-04,0.0669296,1.41918,164.037,20,-250.387,-0.353977,20.0228,-32638.1,164.037,0.0445437,1.52E-03
8.73E-04,0.0711033,1.38488,171.049,20,-252.479,-0.356934,20.0326,-26218.7,171.049,0.0493698,1.71E-03
1.09E-03,0.0756647,1.34999,178.061,20,-254.419,-0.359677,20.0336,-21074.6,178.061,0.0616879,1.91E-03
9.04E-04,0.0810353,1.31157,185.008,20,-255.875,-0.361735,20.0184,-16932.7,185.008,0.0511186,2.14E-03
7.98E-04,0.0853123,1.28475,191.955,20,-258.436,-0.365355,20.0258,-13652.6,191.955,0.0451187,2.39E-03
7.73E-04,0.0914642,1.2498,198.967,20,-259.477,-0.366828,20.0121,-10930.2,198.967,0.0437208,2.68E-03
3.25E-04,0.0988379,1.21562,205.98,20,-260.449,-0.368201,20.0157,-8744.57,205.98,0.0184063,3.00E-03
6.48E-04,0.105611,1.18758,212.926,20,-261.317,-0.369428,20.0184,-7019.51,212.926,0.0366452,3.36E-03
4.54E-04,0.113599,1.15836,219.873,20,-262.085,-0.370514,20.0266,-5616.07,219.873,0.0256464,3.76E-03
4.02E-04,0.123055,1.12636,226.886,20,-263.177,-0.372057,20.0214,-4501.88,226.886,0.0227416,4.21E-03
5.18E-04,0.129778,1.10497,233.898,20,-264.869,-0.37445,20.0265,-3608.71,233.898,0.0292773,4.71E-03
5.51E-04,0.141269,1.06916,240.845,20,-266.502,-0.376759,20.0276,-2902.63,240.845,0.0311403,5.27E-03
6.93E-04,0.149664,1.0564,247.792,20,-267.999,-0.378875,20.0286,-2332.86,247.792,0.0391743,5.90E-03
7.22E-04,0.161774,1.04578,254.738,20,-268.236,-0.379209,20.0331,-1864.43,254.738,0.0408505,6.60E-03
5.14E-04,0.173193,1.03737,261.751,20,-268.115,-0.379039,20.0292,-1486.11,261.751,0.0290715,7.39E-03
4.96E-03,0.185719,1.02881,268.763,20,-246.556,-0.34856,20.0293,-1090.91,268.763,0.280471,8.27E-03
8.49E-03,0.199475,1.01957,275.71,20,-242.606,-0.342976,20.0342,-856.832,275.71,0.480094,9.26E-03
0.0111555,0.213546,1.01088,282.657,20,-241.972,-0.34208,20.021,-682.907,282.657,0.63083,0.0103574
0.0139524,0.229796,1.00137,289.669,20,-241.305,-0.341137,20.0075,-542.925,289.669,0.788992,0.0116001
0.0163214,0.253909,0.987846,296.681,20,-240.714,-0.340301,20.0059,-431.819,296.681,0.922955,0.0129912
0.017694,0.273352,0.977862,303.628,20,-240.641,-0.340198,20.02,-344.947,303.628,1.00057,0.0145331
0.0168964,0.289469,0.971288,310.575,20,-239.247,-0.338228,20.0294,-273.929,310.575,0.955471,0.0162612
0.0142819,0.311354,0.964911,317.587,20,-241.297,-0.341125,20.0264,-220.3,317.587,0.80762,0.0182103
0.0123073,0.335375,0.957366,324.6,20,-241.729,-0.341737,20.0222,-176.012,324.6,0.695961,0.0203912
