Filename,ps_thf_00_0,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,11/12/2019,,,,,,,,,,
Sample name,OSKT 0_PS_THF,,,,,,,,,,
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
-0.04119,0.012600774,0.030406264,3.47463,19.95,-85.6626,-0.121103,20.0072,-2135710,3.47463,-2.32924,1.10E-04
-9.98E-03,0.013897761,0.032783319,10.5513,19.96,-84.9926,-0.120155,20.0142,-1573190,10.5513,-0.564337,1.28E-04
-0.0100061,0.015317519,0.034361162,17.5637,19.97,-85.3621,-0.120678,20.0247,-1261550,17.5637,-0.565834,1.43E-04
-9.65E-03,0.01700434,0.033477656,24.576,19.98,-85.5642,-0.120964,20.0206,-1006410,24.576,-0.545602,1.60E-04
-9.72E-03,0.018710707,0.031453951,31.5228,19.99,-85.4215,-0.120762,20.0226,-802542,31.5228,-0.549914,1.80E-04
-9.79E-03,0.020024574,0.024193386,38.4697,19.99,-85.0538,-0.120242,20.0307,-638188,38.4697,-0.553818,2.01E-04
-9.89E-03,0.021089353,0.018961907,45.482,19.99,-85.7936,-0.121288,20.0246,-513621,45.482,-0.559058,2.25E-04
-0.0100904,0.02221075,0.014861662,52.4944,19.99,-85.1188,-0.120334,20.0278,-406150,52.4944,-0.570599,2.52E-04
-0.0100723,0.023391776,0.011648037,59.4412,20,-84.796,-0.119878,20.0285,-323534,59.4412,-0.569578,2.82E-04
-9.77E-03,0.024632298,0.009149972,66.388,19.99,-84.8835,-0.120001,20.0272,-258627,66.388,-0.552659,3.15E-04
-9.71E-03,0.026523771,0.007124918,73.4004,20,-84.8766,-0.119992,20.0206,-206278,73.4004,-0.548898,3.53E-04
-9.75E-03,0.029703872,0.005967501,80.4127,20,-84.9486,-0.120093,20.029,-164524,80.4127,-0.551359,3.95E-04
-9.80E-03,0.032879045,0.005199159,87.3595,20,-84.8345,-0.119932,20.0357,-131329,87.3595,-0.554421,4.42E-04
-9.76E-03,0.03649909,0.005049458,94.3063,20,-85.2273,-0.120487,20.0251,-105402,94.3063,-0.552148,4.95E-04
-9.74E-03,0.040872877,0.004954791,101.253,20,-84.1729,-0.118997,20.0276,-83180.8,101.253,-0.550554,5.54E-04
-9.81E-03,0.045622033,0.004537117,108.266,20,-84.8102,-0.119898,20.0261,-66834.5,108.266,-0.555004,6.20E-04
-9.81E-03,0.051211716,0.004085539,115.278,20,-84.8544,-0.11996,20.0238,-53311.9,115.278,-0.55472,6.94E-04
-9.85E-03,0.056556091,0.004159147,122.225,20,-85.1076,-0.120318,20.0284,-42723.5,122.225,-0.557207,7.77E-04
-9.88E-03,0.062164718,0.004422015,129.171,20,-84.9755,-0.120131,20.0296,-34089,129.171,-0.558691,8.69E-04
-9.85E-03,0.066284487,0.005132322,136.184,20,-84.6387,-0.119655,20.0212,-27078.5,136.184,-0.557129,9.73E-04
-9.83E-03,0.068380373,0.006330345,143.196,20,-85.6903,-0.121142,20.0194,-21911.9,143.196,-0.556017,1.09E-03
-9.80E-03,0.070534422,0.007823161,150.143,20,-86.4047,-0.122152,20.0223,-17651.6,150.143,-0.554129,1.22E-03
-9.87E-03,0.072760508,0.00965865,157.09,20,-85.8199,-0.121325,20.01,-14002.1,157.09,-0.557958,1.36E-03
-9.88E-03,0.075052535,0.011936345,164.037,20,-85.87,-0.121396,20.0251,-11189.6,164.037,-0.558614,1.52E-03
-0.0100339,0.07965984,0.013980901,171.049,20,-86.4229,-0.122178,20.0223,-8978.66,171.049,-0.567406,1.71E-03
-0.0100886,0.08862243,0.014422601,178.061,20,-86.5121,-0.122304,20.0335,-7160.79,178.061,-0.570495,1.91E-03
-9.85E-03,0.098728334,0.014380093,185.008,20,-85.9821,-0.121554,20.0246,-5691.06,185.008,-0.557251,2.14E-03
-9.53E-03,0.10985042,0.013372023,191.955,20,-86.2204,-0.121891,20.0289,-4557.84,191.955,-0.539133,2.39E-03
-9.00E-03,0.122377538,0.012176707,198.967,20,-86.3029,-0.122008,20.0319,-3635.42,198.967,-0.509125,2.68E-03
-8.32E-03,0.136616212,0.010208729,205.98,20,-86.3063,-0.122013,20.0302,-2901.03,205.98,-0.470387,3.00E-03
-7.55E-03,0.153948934,0.008439227,212.926,20,-86.7769,-0.122678,20.0312,-2329.42,212.926,-0.426715,3.36E-03
-6.89E-03,0.172603664,0.007540816,219.873,20,-86.8648,-0.122802,20.0279,-1863.16,219.873,-0.389731,3.76E-03
-5.85E-03,0.189943845,0.006950062,226.886,20,-86.3848,-0.122124,20.0177,-1475.71,226.886,-0.330574,4.21E-03
-4.48E-03,0.418630089,0.002866167,233.898,20,-87.0304,-0.123036,20.0149,-1187.48,233.898,-0.253199,4.71E-03
-3.35E-03,0.480413619,0.00283246,240.845,20,-86.999,-0.122992,20.0148,-947.242,240.845,-0.189431,5.27E-03
-2.69E-03,0.532872513,0.0026465,247.792,20,-87.7322,-0.124028,20.0236,-763.473,247.792,-0.151901,5.90E-03
-1.99E-03,0.596393915,0.002239754,254.738,20,-88.1878,-0.124673,20.0307,-613.479,254.738,-0.112739,6.60E-03
-1.65E-03,0.669326437,0.001867497,261.751,20,-88.1813,-0.124663,20.03,-488.725,261.751,-0.0930633,7.39E-03
-2.20E-03,0.713900924,0.001654111,268.763,20,-88.088,-0.124532,20.0251,-389.254,268.763,-0.124344,8.28E-03
-3.68E-03,0.840189214,0.001250693,275.71,20,-87.2397,-0.123332,20.0238,-307.937,275.71,-0.208195,9.26E-03
-4.80E-03,0.912608092,0.001214347,282.657,20,-87.0663,-0.123087,20.0291,-245.526,282.657,-0.27159,0.0103616
-5.15E-03,1.047186925,0.001226666,289.669,20,-86.9218,-0.122883,20.0281,-195.692,289.669,-0.291361,0.0115965
-5.48E-03,1.167299761,0.00117532,296.681,20,-86.7232,-0.122602,20.0198,-155.462,296.681,-0.309879,0.0129958
-6.41E-03,1.296452563,0.001116069,303.628,20,-86.1333,-0.121768,20.0122,-123.462,303.628,-0.362359,0.0145334
-6.35E-03,1.444516819,0.000975757,310.575,20,-85.901,-0.12144,20.0079,-98.3781,310.575,-0.359125,0.0162592
