Filename,ps_thf_00_1,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,11/12/2019,,,,,,,,,,
Sample name,OSKT 1_PS_THF,,,,,,,,,,
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
6.04E-03,0.00733794,0.047175285,3.97681,20,-37.3015,-0.0527337,20.0201,-867905,3.97681,0.341745,1.14E-04
6.47E-03,0.008411183,0.045492101,10.5513,20,-38.0459,-0.0537862,20.0215,-699297,10.5513,0.365721,1.28E-04
6.85E-03,0.00955962,0.043647009,17.5637,20,-39.3275,-0.0555979,20.0271,-580662,17.5637,0.387398,1.43E-04
6.94E-03,0.010830381,0.041769162,24.576,20,-40.0916,-0.0566781,20.0335,-472599,24.576,0.392667,1.60E-04
6.97E-03,0.012370213,0.039613261,31.5228,20,-40.348,-0.0570406,20.0261,-378771,31.5228,0.39439,1.80E-04
7.01E-03,0.013982949,0.03779373,38.4697,20,-40.7396,-0.0575943,20.0311,-306065,38.4697,0.396465,2.01E-04
7.19E-03,0.015897229,0.035945897,45.482,20,-37.4843,-0.0529922,20.0307,-225434,45.482,0.406653,2.24E-04
7.42E-03,0.018189078,0.03402177,52.4944,20,-37.2961,-0.0527261,20.0279,-177575,52.4944,0.419689,2.52E-04
7.20E-03,0.020507054,0.032343689,59.4412,20,-38.098,-0.0538597,20.0307,-145319,59.4412,0.407227,2.82E-04
7.53E-03,0.023336992,0.030556561,66.388,20,-38.5523,-0.0545021,20.0303,-117787,66.388,0.425671,3.15E-04
7.47E-03,0.026288684,0.029050546,73.4004,20,-39.5093,-0.0558549,20.0237,-96099,73.4004,0.422628,3.53E-04
7.40E-03,0.029985875,0.02754439,80.4127,20,-40.459,-0.0571976,20.0272,-78415.5,80.4127,0.4183,3.95E-04
7.42E-03,0.033835283,0.026279163,87.3595,20,-40.9801,-0.0579342,20.0302,-63476.8,87.3595,0.419693,4.42E-04
7.56E-03,0.038568762,0.024895527,94.3063,20,-41.9937,-0.0593671,20.0245,-51930.3,94.3063,0.427392,4.95E-04
7.62E-03,0.043984199,2.35E-02,101.253,20,-42.5707,-0.0601829,20.0313,-41999.8,101.253,0.430783,5.54E-04
7.68E-03,0.049580196,2.24E-02,108.266,20,-42.8334,-0.0605543,20.026,-33753.6,108.266,0.434261,6.20E-04
7.81E-03,0.056478511,2.13E-02,115.278,20,-43.892,-0.0620508,20.0134,-27576.3,115.278,0.441706,6.94E-04
7.76E-03,6.30E-02,2.04E-02,122.225,20,-44.5194,-0.0629378,20.0248,-22357.2,122.225,0.439009,7.76E-04
7.89E-03,7.23E-02,1.94E-02,129.171,20,-45.5558,-0.064403,20.0256,-18279.8,129.171,0.446139,8.69E-04
7.73E-03,8.16E-02,1.86E-02,136.184,20,-46.3659,-0.0655483,20.0117,-14832.9,136.184,0.437284,9.73E-04
7.98E-03,9.31E-02,1.77E-02,143.196,20,-47.7086,-0.0674464,20.0169,-12196.1,143.196,0.451513,1.09E-03
8.23E-03,1.07E-01,1.66E-02,150.143,20,-48.4049,-0.0684308,20.0119,-9889.82,150.143,0.465549,1.22E-03
8.45E-03,1.21E-01,1.58E-02,157.09,20,-49.6059,-0.0701287,20.0112,-8092.45,157.09,0.477955,1.36E-03
8.52E-03,1.39E-01,1.49E-02,164.037,20,-50.7254,-0.0717114,20.0202,-6610.71,164.037,0.48192,1.52E-03
8.59E-03,1.56E-01,1.43E-02,171.049,20,-52.1298,-0.0736967,20.0073,-5416.54,171.049,0.485884,1.71E-03
8.64E-03,1.78E-01,1.37E-02,178.061,20,-53.5289,-0.0756747,20.0102,-4433.34,178.061,0.488405,1.91E-03
8.59E-03,2.04E-01,1.31E-02,185.008,20,-54.6627,-0.0772776,20.0185,-3614.96,185.008,0.485992,2.14E-03
8.42E-03,2.30E-01,1.25E-02,191.955,20,-55.1285,-0.0779361,20.0193,-2914.44,191.955,0.476071,2.39E-03
8.64E-03,2.62E-01,1.17E-02,198.967,20,-56.4679,-0.0798297,20.0263,-2379.74,198.967,0.488791,2.68E-03
9.25E-03,2.98E-01,1.09E-02,205.98,20,-57.5378,-0.0813422,20.026,-1932.92,205.98,0.523303,3.00E-03
9.69E-03,3.31E-01,1.02E-02,212.926,20,-59.2733,-0.0837957,20.0302,-1590.97,212.926,0.547712,3.36E-03
9.70E-03,3.64E-01,9.47E-03,219.873,20,-60.3874,-0.0853707,20.0333,-1295.13,219.873,0.54855,3.76E-03
9.86E-03,3.93E-01,8.84E-03,226.886,20,-61.1848,-0.0864979,20.0239,-1045.8,226.886,0.557582,4.21E-03
9.77E-03,4.21E-01,8.23E-03,233.898,20,-63.4147,-0.0896504,20.0338,-864.092,233.898,0.552211,4.71E-03
9.48E-03,4.50E-01,7.65E-03,240.845,20,-64.8024,-0.0916123,20.0335,-705.724,240.845,0.536126,5.27E-03
8.39E-03,4.83E-01,7.08E-03,247.792,20,-67.0401,-0.0947757,20.0235,-583.389,247.792,0.47454,5.90E-03
8.00E-03,5.38E-01,6.58E-03,254.738,20,-68.0957,-0.0962681,20.0321,-473.331,254.738,0.45223,6.60E-03
7.19E-03,6.08E-01,6.31E-03,261.751,20,-69.9509,-0.0988907,20.0325,-387.685,261.751,0.40654,7.39E-03
6.16E-03,6.97E-01,6.43E-03,268.763,20,-71.646,-0.101287,20.0245,-316.584,268.763,0.348187,8.28E-03
4.16E-03,7.77E-01,6.79E-03,275.71,20,-73.4768,-0.103875,20.0179,-259.43,275.71,0.235381,9.26E-03
3.70E-03,8.92E-01,7.30E-03,282.657,20,-75.5653,-0.106828,20.0172,-213.241,282.657,0.209021,0.010358
5.45E-03,1.01E+00,7.50E-03,289.669,20,-77.3706,-0.10938,20.0318,-174.064,289.669,0.307999,0.0116006
8.16E-03,1.15E+00,7.17E-03,296.681,20,-79.5187,-0.112417,20.0264,-142.697,296.681,0.461544,0.012989
0.0111816,1.24E+00,6.69E-03,303.628,20,-82.1839,-0.116185,20.0245,-117.791,303.628,0.632302,0.014534
0.0136578,1.31E+00,6.22E-03,310.575,20,-84.0981,-0.118891,20.0326,-96.3315,310.575,0.772333,0.0162576
