Filename,ps_thf_01_3,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,18/12/2019,,,,,,,,,,
Sample name,PS_THF_01_3,,,,,,,,,,
Geometry name,60.0mm 0.996944° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
-0.99648,0.007975413,5.901967464,5.12444,20,9.23447,0.0130549,20.0285,3333.37,5.12444,-56.3496,-9.16E-04
0.0283476,0.009310062,5.874257785,11.1412,20,2.63547,3.73E-03,20.0322,55840.6,11.1412,1.60302,1.20E-04
0.0308267,0.011025956,5.838037106,18.5467,20,1.09032,1.54E-03,20.0262,19194.9,18.5467,1.74321,1.31E-04
0.0342322,0.013093986,5.79112817,25.9523,20,-1.4427,-2.04E-03,20.0195,-21115.8,25.9523,1.93579,1.44E-04
0.0367232,0.015502569,5.738265882,33.2923,20,1.08382,1.53E-03,20.0249,13240.5,33.2923,2.07665,1.57E-04
0.039966,0.018192345,5.684815908,40.6324,20,-0.995883,-1.41E-03,20.0325,-10161.7,40.6324,2.26002,1.72E-04
0.0433615,0.021612939,5.625423963,47.9724,20,-3.19041,-4.51E-03,20.0296,-27044.3,47.9724,2.45204,1.89E-04
0.0468368,2.55E-02,5.574006113,55.3124,20,-1.26919,-1.79E-03,20.028,-8979.93,55.3124,2.64856,2.07E-04
0.0512815,0.030109851,5.524165529,62.718,20,-1.39987,-1.98E-03,20.0334,-8221.64,62.718,2.8999,2.27E-04
0.0554655,3.56E-02,5.488740874,70.1236,20,-4.1344,-5.84E-03,20.0224,-20242.8,70.1236,3.1365,2.49E-04
0.0595292,4.17E-02,5.466799445,77.4636,20,-4.67667,-6.61E-03,20.0104,-19081.2,77.4636,3.3663,2.72E-04
0.0648116,0.049774628,5.45E+00,84.8036,20,-5.84149,-8.26E-03,20.0179,-19846.6,84.8036,3.66501,2.99E-04
0.0700237,6.02E-02,5.433162674,92.1436,20,-4.97445,-7.03E-03,20.0253,-14097.1,92.1436,3.95975,3.27E-04
0.0752861,0.071723482,5.42E+00,99.4837,20,-3.77889,-5.34E-03,20.0274,-8941.39,99.4837,4.25733,3.58E-04
0.0817734,0.082691379,5.41E+00,106.889,20,-6.0148,-8.50E-03,20.03,-11836.9,106.889,4.62418,3.92E-04
0.0886388,0.098714976,5.402231429,114.295,20,-5.9379,-8.39E-03,20.0342,-9725.74,114.295,5.0124,4.30E-04
0.0965648,0.116873987,5.391939916,121.635,20,-5.03656,-7.12E-03,20.0289,-6873.96,121.635,5.46061,4.71E-04
0.104516,0.136230271,5.38482651,128.975,20,-7.46738,-0.0105568,20.0255,-8494.87,128.975,5.91023,5.16E-04
0.11387,0.159461039,5.381485844,136.315,20,-5.38045,-7.61E-03,20.0155,-5097.36,136.315,6.43922,5.65E-04
0.124715,0.185585083,5.375477868,143.655,20,-6.17425,-8.73E-03,20.0193,-4876.38,143.655,7.05246,6.19E-04
0.135748,0.220812399,5.367477665,151.061,20,-6.61554,-9.35E-03,20.0255,-4349.82,151.061,7.67636,6.79E-04
0.148539,0.257863706,5.364813578,158.466,20,-7.35772,-0.0104017,20.0305,-4025.69,158.466,8.39967,7.44E-04
0.162171,0.300108776,5.358824215,165.806,20,-6.39113,-9.04E-03,20.0273,-2914.95,165.806,9.17058,8.15E-04
0.177069,0.357909553,5.350184716,173.146,20,-4.74533,-6.71E-03,20.0267,-1804.36,173.146,10.013,8.92E-04
0.193635,0.433328436,5.341559145,180.486,20,-4.99796,-7.07E-03,20.0257,-1584.49,180.486,10.9498,9.77E-04
0.210944,0.503680975,5.340233369,187.826,20,-8.29481,-0.0117265,20.0345,-2197.17,187.826,11.9286,1.07E-03
0.231003,0.597890612,5.33294748,195.232,20,-3.55808,-5.03E-03,20.0277,-784.651,195.232,13.0629,1.17E-03
0.252447,0.702232605,5.33294748,202.637,20,-4.59066,-6.49E-03,20.03,-841.957,202.637,14.2756,1.28E-03
0.276155,0.816533566,5.33294748,209.977,20,-3.63149,-5.13E-03,20.02,-555.442,209.977,15.6162,1.41E-03
0.301691,0.97831716,5.341559145,217.317,20,-3.51036,-4.96E-03,20.0198,-447.182,217.317,17.0602,1.54E-03
0.32968,1.14905,5.341559145,224.657,20,-3.71837,-5.26E-03,20.0327,-394.865,224.657,18.643,1.69E-03
0.360752,1.336078512,5.341559145,231.997,20,-2.28555,-3.23E-03,20.0262,-202.354,231.997,20.4,1.85E-03
0.394554,1.600801963,5.350184716,239.403,20,-2.22666,-3.15E-03,20.0312,-164.075,239.403,22.3115,2.03E-03
0.432426,1.880168897,5.350184716,246.809,20,-2.68596,-3.80E-03,20.0317,-164.554,246.809,24.4531,2.22E-03
0.473077,2.180323912,5.349520716,254.149,20,0.107307,1.52E-04,20.0268,5.4828,254.149,26.7519,2.43E-03
0.516993,2.594187778,5.341559145,261.489,20,-3.24601,-4.59E-03,20.0326,-138.266,261.489,29.2353,2.67E-03
0.566167,3.046917285,5.341559145,268.829,20,-0.744214,-1.05E-03,20.0257,-26.4232,268.829,32.016,2.92E-03
0.619479,3.578655725,5.341559145,276.169,20,2.06501,2.92E-03,20.0324,61.1009,276.169,35.0307,3.20E-03
0.677679,4.203191487,5.341559145,283.574,20,-1.93022,-2.73E-03,20.0282,-47.5351,283.574,38.3219,3.51E-03
0.741673,5.088890143,5.33294748,290.98,20,0.628474,8.88E-04,20.0303,12.8857,290.98,41.9406,3.84E-03
0.811066,6.054851088,5.325010575,298.32,20,-0.184692,-2.61E-04,20.0264,-3.15568,298.32,45.8647,4.21E-03
0.886565,6.951226134,5.3243497,305.66,20,2.24324,3.17E-03,20.0223,31.947,305.66,50.134,4.61E-03
0.969399,8.331805309,5.31576578,313,20,-0.332908,-4.71E-04,20.011,-3.95208,313,54.8182,5.05E-03
1.05986,9.913328649,5.307854446,320.34,20,1.81777,2.57E-03,20.0223,17.9905,320.34,59.9336,5.53E-03
1.16124,11.49591802,5.3071957,327.746,20,3.30476,4.67E-03,20.0194,27.2225,327.746,65.6665,6.06E-03
1.27121,13.50214954,5.3071957,335.151,20,0.965574,1.37E-03,20.015,6.62064,335.151,71.8851,6.64E-03
