Filename,ps_thf_00_3,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,11/12/2019,,,,,,,,,,
Sample name,OSKT 3_PS_THF,,,,,,,,,,
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
-0.0145935,0.006703036,0.070599202,3.58844,19.99,-16.8198,-0.0237784,20.0185,-504915,3.58844,-0.825242,1.00E-04
2.00E-03,0.007198842,0.077249126,10.5513,19.99,-15.5471,-0.0219792,20.0268,-289886,10.5513,0.112841,1.27E-04
2.25E-03,0.007953521,0.082024678,17.5637,19.99,-16.2098,-0.0229161,20.0054,-239469,17.5637,0.127439,1.43E-04
2.82E-03,0.008931843,0.082683729,24.576,19.99,-16.1922,-0.0228911,20.011,-191965,24.576,0.159211,1.60E-04
3.42E-03,0.010274312,0.080524615,31.5228,20,-16.4698,-0.0232836,20.0191,-155235,31.5228,0.193516,1.79E-04
4.05E-03,0.012085422,0.076424045,38.4697,19.99,-17.0142,-0.0240533,20.0203,-128375,38.4697,0.228988,2.00E-04
4.65E-03,0.013915126,0.07344005,45.482,19.99,-16.7846,-0.0237287,20.0192,-100846,45.482,0.263092,2.24E-04
5.14E-03,0.016378412,0.069215118,52.4944,20,-18.3652,-0.0259632,20.0228,-87634.4,52.4944,0.29055,2.52E-04
4.90E-03,0.019641937,0.063348443,59.4412,20,-18.1577,-0.0256699,20.0275,-69270,59.4412,0.276917,2.82E-04
5.41E-03,0.023593987,0.057035828,66.388,20,-19.1616,-0.027089,20.0243,-58640.3,66.388,0.305674,3.15E-04
5.85E-03,0.028902013,0.050671575,73.4004,20,-19.8042,-0.0279975,20.0243,-47917.5,73.4004,0.330994,3.54E-04
5.45E-03,0.034718748,0.045681328,80.4127,20,-19.511,-0.0275831,20.0271,-37807.2,80.4127,0.308203,3.95E-04
5.61E-03,0.042654566,0.040485125,87.3595,20,-20.1732,-0.0285193,20.0329,-31234.9,87.3595,0.317426,4.42E-04
5.74E-03,0.053137486,0.035347987,94.3063,20,-20.9125,-0.0295643,20.0312,-25856.7,94.3063,0.324387,4.95E-04
6.36E-03,0.064314995,3.16E-02,101.253,20,-21.3953,-0.0302469,20.0321,-21181.8,101.253,0.359766,5.53E-04
6.72E-03,0.078215767,2.82E-02,108.266,20,-21.7903,-0.0308053,20.0252,-17169.2,108.266,0.380113,6.20E-04
6.76E-03,0.095738608,2.49E-02,115.278,20,-21.9657,-0.0310533,20.0217,-13804.1,115.278,0.38209,6.94E-04
6.80E-03,1.19E-01,2.17E-02,122.225,20,-22.7486,-0.0321601,20.0301,-11432.9,122.225,0.384713,7.76E-04
7.35E-03,1.47E-01,1.89E-02,129.171,20,-22.4727,-0.0317701,20.0337,-9014.82,129.171,0.415417,8.69E-04
7.77E-03,1.82E-01,1.64E-02,136.184,20,-22.7116,-0.0321078,20.0213,-7266.85,136.184,0.439321,9.73E-04
7.97E-03,2.25E-01,1.41E-02,143.196,20,-22.1137,-0.0312624,20.0269,-5657.85,143.196,0.450421,1.09E-03
7.68E-03,2.73E-01,1.23E-02,150.143,20,-21.7299,-0.03072,20.0323,-4436.99,150.143,0.434249,1.22E-03
7.87E-03,3.29E-01,1.08E-02,157.09,20,-22.996,-0.0325099,20.0307,-3751.74,157.09,0.445125,1.36E-03
8.49E-03,4.11E-01,9.27E-03,164.037,19.99,-22.0505,-0.0311732,20.0373,-2874.69,164.037,0.479985,1.52E-03
8.77E-03,5.08E-01,7.98E-03,171.049,20,-22.1568,-0.0313234,20.0269,-2301.1,171.049,0.49569,1.71E-03
8.59E-03,6.33E-01,6.91E-03,178.061,20,-22.0535,-0.0311774,20.0256,-1826.88,178.061,0.485896,1.91E-03
8.48E-03,7.71E-01,6.11E-03,185.008,20,-22.0091,-0.0311147,20.0341,-1456.03,185.008,0.479577,2.14E-03
8.57E-03,9.27E-01,5.54E-03,191.955,20,-21.9084,-0.0309723,20.0276,-1157.86,191.955,0.484627,2.39E-03
8.37E-03,1.09E+00,5.12E-03,198.967,20,-22.7181,-0.0321169,20.0207,-957.254,198.967,0.473533,2.68E-03
8.52E-03,1.32E+00,4.73E-03,205.98,20,-23.378,-0.0330498,20.0272,-785.401,205.98,0.481863,3.00E-03
8.82E-03,1.53E+00,4.57E-03,212.926,20,-23.6597,-0.0334481,20.0258,-634.992,212.926,0.498674,3.36E-03
8.70E-03,1.75E+00,4.54E-03,219.873,20,-23.3918,-0.0330694,20.0118,-501.711,219.873,0.4921,3.76E-03
8.88E-03,1.98E+00,4.61E-03,226.886,20,-23.2362,-0.0328494,20.0255,-397.181,226.886,0.501999,4.21E-03
8.94E-03,2.24E+00,4.66E-03,233.898,20,-23.3603,-0.0330249,20.0052,-318.322,233.898,0.505483,4.71E-03
9.32E-03,2.53E+00,4.73E-03,240.845,20,-23.7085,-0.0335171,20.0119,-258.193,240.845,0.526817,5.27E-03
0.0104905,2.85E+00,4.80E-03,247.792,20,-23.0522,-0.0325893,20.0144,-200.704,247.792,0.593226,5.90E-03
0.0115865,3.22E+00,4.84E-03,254.738,20,-23.7991,-0.0336452,20.0094,-165.457,254.738,0.6552,6.60E-03
0.0132831,3.59E+00,4.86E-03,261.751,20,-23.7336,-0.0335526,20.0201,-131.57,261.751,0.751144,7.39E-03
0.0145037,4.04E+00,4.93E-03,268.763,20,-24.0211,-0.033959,20.0293,-106.15,268.763,0.820164,8.28E-03
0.0157107,4.64E+00,4.97E-03,275.71,20,-23.6786,-0.0334748,20.0251,-83.6268,275.71,0.888418,9.26E-03
0.0183877,5.29E+00,4.90E-03,282.657,20,-23.7233,-0.033538,20.0314,-66.9516,282.657,1.0398,0.0103575
0.0231711,6.13E+00,4.77E-03,289.669,20,-24.1562,-0.0341501,20.0224,-54.3516,289.669,1.31029,0.0116
0.0288161,7.05E+00,4.67E-03,296.681,20,-23.8907,-0.0337747,20.0236,-42.8646,296.681,1.62951,0.0129901
0.0345308,8.07E+00,4.62E-03,303.628,20,-24.201,-0.0342134,20.0214,-34.6879,303.628,1.95267,0.0145337
