Filename,psb_nmp_00_10,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,12/12/2019,,,,,,,,,,
Sample name,OSKT 10_PSB_NMP,,,,,,,,,,
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
0.0128417,7.57E-03,0.02391575,3.26241,19.97,-26.0238,-0.0367902,20.0182,-638805,3.26241,0.726183,1.11E-04
4.30E-04,8.22E-03,0.022869561,10.5791,19.97,-26.6851,-0.0377252,20.0188,-495344,10.5791,0.0243061,1.28E-04
4.76E-04,8.97E-03,0.021755308,17.5637,19.98,-27.6649,-0.0391103,20.0125,-408518,17.5637,0.0269365,1.43E-04
4.73E-04,9.78E-03,2.08E-02,24.576,19.98,-27.767,-0.0392546,20.0185,-326522,24.576,0.0267333,1.60E-04
5.47E-04,1.06E-02,0.020092931,31.5228,19.99,-28.4708,-0.0402497,20.0136,-267801,31.5228,0.0309173,1.79E-04
5.87E-04,1.16E-02,0.019494725,38.4697,19.99,-29.425,-0.0415986,20.0075,-220779,38.4697,0.0331902,2.01E-04
5.94E-04,1.26E-02,0.019037523,45.482,19.99,-28.8522,-0.0407889,20.0065,-172720,45.482,0.0336148,2.25E-04
5.54E-04,1.38E-02,0.018588734,52.4944,20,-29.6784,-0.0419568,20.0102,-141501,52.4944,0.031345,2.52E-04
5.30E-04,0.015076843,0.018231895,59.4412,20,-31.3932,-0.0443811,20.0162,-119799,59.4412,0.0299461,2.82E-04
5.82E-04,0.016397386,0.017921943,66.388,20,-31.8957,-0.0450915,20.0116,-97222.2,66.388,0.0329294,3.15E-04
6.70E-04,0.01806351,0.017512503,73.4004,20,-31.94,-0.0451541,20.0152,-77643.3,73.4004,0.0378854,3.53E-04
6.87E-04,0.019613131,0.017189134,80.4127,20,-32.7229,-0.046261,20.0131,-63504.5,80.4127,0.0388471,3.95E-04
9.32E-04,0.021462602,0.016783918,87.3595,20,-32.4478,-0.045872,20.0218,-50267.8,87.3595,0.0527177,4.42E-04
1.07E-03,0.023591103,0.016382148,94.3063,20,-34.1139,-0.0482273,20.0279,-42248.3,94.3063,0.0607629,4.94E-04
1.26E-03,0.025757744,0.016061679,101.253,20,-34.375,-0.0485965,20.0213,-33983.9,101.253,0.0709731,5.53E-04
1.30E-03,0.028438332,0.015671354,108.266,20,-34.8354,-0.0492475,20.019,-27456.7,108.266,0.0734898,6.20E-04
1.39E-03,0.031154728,0.015290516,115.278,20,-35.1013,-0.0496232,20.0265,-22055.1,115.278,0.0784692,6.94E-04
1.44E-03,0.033928725,0.014939336,122.225,20,-36.1895,-0.0511616,20.033,-18172.2,122.225,0.0813131,7.76E-04
1.54E-03,0.03705917,0.014605293,129.171,20,-36.6979,-0.0518805,20.0295,-14730.1,129.171,0.0871142,8.68E-04
1.65E-03,0.040569064,0.014350308,136.184,20,-35.7893,-0.0505959,20.0143,-11450.2,136.184,0.0934379,9.73E-04
1.84E-03,0.044366787,0.014173547,143.196,20,-36.172,-0.051137,20.025,-9250.62,143.196,0.103856,1.09E-03
1.99E-03,0.04818949,0.014072209,150.143,20,-36.3239,-0.0513517,20.0273,-7422.56,150.143,0.112335,1.22E-03
2.05E-03,0.052962025,0.013939227,157.09,20,-37.2449,-0.0526538,20.0278,-6074.42,157.09,0.115995,1.36E-03
2.14E-03,0.057741571,0.013898873,164.037,20,-37.4187,-0.0528994,20.0341,-4878.3,164.037,0.121238,1.52E-03
2.31E-03,0.062652918,0.013898873,171.049,20,-37.3684,-0.0528283,20.0365,-3883.63,171.049,0.130384,1.71E-03
2.71E-03,0.070071629,0.01400079,178.061,20,-38.5941,-0.0545612,20.0219,-3196.9,178.061,0.153488,1.91E-03
3.11E-03,0.076778472,0.014167385,185.008,20,-38.301,-0.0541467,20.0157,-2533.86,185.008,0.175986,2.14E-03
3.56E-03,0.083844126,0.01434095,191.955,20,-38.4803,-0.0544002,20.0256,-2034.78,191.955,0.201247,2.39E-03
4.16E-03,0.091560006,0.014516642,198.967,20,-38.4158,-0.054309,20.0283,-1619.06,198.967,0.235309,2.68E-03
5.09E-03,0.099758801,0.014710471,205.98,20,-38.9784,-0.0551045,20.0335,-1310.07,205.98,0.288016,3.00E-03
7.19E-03,0.10865537,0.014932841,212.926,20,-39.1134,-0.0552953,20.0342,-1050.42,212.926,0.40672,3.36E-03
0.0107353,0.11882371,0.015065471,219.873,20,-39.5448,-0.0559052,20.0301,-848.296,219.873,0.607067,3.76E-03
0.0138401,0.129252955,0.015143042,226.886,20,-39.7005,-0.0561252,20.0292,-679.121,226.886,0.782638,4.21E-03
0.0166769,0.139467591,0.015188266,233.898,20,-38.3635,-0.0542351,20.0281,-522.965,233.898,0.943056,4.71E-03
0.0168791,0.154295366,0.015267734,240.845,20,-38.1733,-0.0539662,20.0324,-415.798,240.845,0.954491,5.27E-03
0.0159826,0.171956331,0.015365426,247.792,20,-38.5873,-0.0545515,20.0263,-335.49,247.792,0.903793,5.90E-03
0.0143602,0.188274313,0.015472713,254.738,20,-39.1805,-0.0553901,20.0258,-272.374,254.738,0.812049,6.60E-03
0.014031,0.20792546,0.015625986,261.751,20,-39.9284,-0.0564475,20.036,-221.36,261.751,0.793434,7.39E-03
0.0172207,0.226681381,0.015671354,268.763,20,-39.8164,-0.0562891,20.0261,-176.098,268.763,0.973807,8.27E-03
0.019399,0.24637588,0.015636344,275.71,20,-39.0262,-0.055172,20.022,-137.863,275.71,1.09699,9.26E-03
0.0218171,0.26828181,0.01556269,282.657,20,-39.532,-0.055887,20.0237,-111.508,282.657,1.23373,0.0103602
0.0168757,0.29243674,0.015458141,289.669,20,-39.6042,-0.0559892,20.0299,-89.0499,289.669,0.954301,0.0116039
0.0161669,0.319189821,0.015277697,296.681,20,-39.8136,-0.0562852,20.0213,-71.4344,296.681,0.914214,0.01299
0.0149614,0.348057663,0.015060012,303.628,20,-39.603,-0.0559874,20.0181,-56.7688,303.628,0.846046,0.0145331
0.0162106,0.377963089,0.014819167,310.575,20,-39.7892,-0.0562507,20.0186,-45.5514,310.575,0.916689,0.0162622
