Filename,psb_thfdmf_01_6,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,19/12/2019,,,,,,,,,,
Sample name,PSB_THFDMF_01_6,,,,,,,,,,
Geometry name,60.0mm 0.996944° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
-1.87656,0.007132638,0.360318982,1.14691,19.98,61.1354,0.0864281,20.0348,14.3283,1.14691,-106.117,0.0359416
1.35767,8.01E-03,0.357968115,11.4939,19.98,62.6721,0.0886006,20.03,1065560,11.4939,76.7743,1.33E-04
1.35767,9.03E-03,0.349651407,11.4939,19.98,62.6721,0.0886006,20.03,1065560,11.4939,76.7743,1.33E-04
1.49671,1.02E-02,0.339623098,18.5467,19.99,63.9196,0.0903642,20.0328,1121570,18.5467,84.6368,1.31E-04
1.35721,1.14E-02,0.329632442,25.9523,19.99,62.202,0.0879361,20.0205,909997,25.9523,76.7485,1.44E-04
1.31071,1.28E-02,0.320419866,33.2923,20,61.8606,0.0874534,20.0239,770159,33.2923,74.1188,1.56E-04
1.37322,0.014840789,0.310821069,40.6324,19.99,62.5321,0.0884027,20.0298,623586,40.6324,77.6535,1.74E-04
1.22142,0.016956484,0.303569249,47.9724,20,59.6036,0.0842626,20.0322,504045,47.9724,69.0699,1.89E-04
1.16978,0.018937767,0.295979732,55.3124,20,59.9146,0.0847023,20.0302,417732,55.3124,66.1495,2.08E-04
0.913573,0.021117658,0.287658977,62.718,20,57.4848,0.0812672,20.0277,339364,62.718,51.6613,2.26E-04
0.901289,0.023040896,0.279293857,70.1236,20,56.095,0.0793024,20.0266,274941,70.1236,50.9667,2.49E-04
0.998116,0.024866878,0.27056156,77.4636,20,57.2218,0.0808954,20.0232,232902,77.4636,56.4421,2.73E-04
1.04749,0.026837568,0.262499378,84.8036,20,56.918,0.0804659,20.0256,193550,84.8036,59.234,2.98E-04
1.07651,0.028964435,0.254773838,92.1436,20,57.0488,0.0806508,20.022,161593,92.1436,60.8751,3.27E-04
1.07055,0.031948491,0.246867156,99.4837,20,57.4599,0.0812321,20.022,135717,99.4837,60.538,3.58E-04
1.07264,0.036114531,0.238950281,106.889,20,56.1218,0.0793403,20.0202,109209,106.889,60.6562,3.94E-04
0.716467,0.040879452,0.23309867,114.295,20,54.1446,0.0765451,20.0258,88154.3,114.295,40.5153,4.31E-04
0.45499,0.046399262,0.225889487,121.635,20,51.6609,0.0730339,20.0207,70743.8,121.635,25.7291,4.70E-04
0.446726,0.050763037,0.220939645,128.975,20,51.2673,0.0724774,20.0303,58377.2,128.975,25.2618,5.16E-04
0.488382,0.057695916,0.214887981,136.315,20,51.5713,0.0729072,20.0204,48498.6,136.315,27.6173,5.67E-04
0.47926,0.065575641,0.209199924,143.655,20,51.6283,0.0729878,20.0174,40584.2,143.655,27.1015,6.21E-04
0.475629,0.073695221,0.205442203,151.061,20,52.0951,0.0736478,20.0272,34138.5,151.061,26.8962,6.80E-04
0.444495,0.083078381,0.201675857,158.466,20,52.5815,0.0743354,20.0302,28738.6,158.466,25.1356,7.44E-04
0.415718,0.09343784,0.197716318,165.806,20,51.8203,0.0732592,20.0231,23625.5,165.806,23.5083,8.15E-04
0.410114,0.10634369,0.192874848,173.146,20,52.7938,0.0746355,20.0137,20170.6,173.146,23.1914,8.90E-04
0.389216,0.120702908,0.186785937,180.486,20,51.9457,0.0734365,20.0282,16472.1,180.486,22.0097,9.77E-04
0.322006,0.136071268,0.181428752,187.826,20,50.9316,0.0720028,20.0159,13496.8,187.826,18.209,1.07E-03
0.330593,0.154514627,0.176459259,195.232,20,51.6963,0.0730839,20.0257,11417.5,195.232,18.6946,1.17E-03
0.358946,0.176736898,0.172595263,202.637,20,51.9028,0.0733758,20.0195,9516.77,202.637,20.2979,1.28E-03
0.38806,0.203628859,0.168608787,209.977,20,51.5586,0.0728892,20.0192,7870.11,209.977,21.9443,1.41E-03
0.373483,0.228723502,0.16531924,217.317,20,51.5992,0.0729466,20.0225,6571.43,217.317,21.12,1.54E-03
0.368915,0.255979404,0.161715794,224.657,20,50.9602,0.0720434,20.0185,5413.03,224.657,20.8616,1.69E-03
0.393073,0.28896496,0.15791222,231.997,20,51.812,0.0732475,20.027,4575.32,231.997,22.2277,1.85E-03
0.308244,0.331124589,0.153485663,239.403,20,51.0516,0.0721725,20.0239,3763.44,239.403,17.4308,2.03E-03
0.316983,0.376567113,0.149918601,246.809,20,51.2126,0.0724001,20.0283,3139.48,246.809,17.925,2.22E-03
0.275627,0.429831999,0.146503922,254.149,20,51.0785,0.0722106,20.0236,2611.7,254.149,15.5864,2.43E-03
0.274511,0.484182918,0.143573314,261.489,20,50.7796,0.071788,20.0315,2159.6,261.489,15.5232,2.67E-03
0.269868,0.554824603,0.140117623,268.829,20,50.9904,0.072086,20.025,1810.51,268.829,15.2607,2.92E-03
0.278356,0.623523025,0.137236718,276.169,20,50.7461,0.0717406,20.0235,1501.1,276.169,15.7407,3.20E-03
0.287293,0.707990606,0.134034531,283.574,20,50.3966,0.0712466,20.0248,1240.98,283.574,16.246,3.51E-03
0.309697,0.794880432,0.130997406,290.98,20,51.5877,0.0729304,20.0294,1057.61,290.98,17.5129,3.84E-03
0.295477,0.905904055,0.127592403,298.32,20,50.3434,0.0711714,20.0334,859.793,298.32,16.7088,4.21E-03
0.270697,1.025428277,0.124385404,305.66,20,50.3233,0.0711429,20.0338,716.721,305.66,15.3076,4.61E-03
0.247251,1.189528083,0.120699163,313,20,50.1532,0.0709025,20.034,595.525,313,13.9817,5.05E-03
0.246366,1.338897839,0.117854609,320.34,20,50.8559,0.0718958,20.0341,503.152,320.34,13.9317,5.53E-03
0.252194,1.528283047,0.115393856,327.746,20.01,50.6173,0.0715585,20.0119,416.805,327.746,14.2612,6.06E-03
0.246722,1.72286994,0.113616481,335.151,20,49.9346,0.0705934,20.0174,342.229,335.151,13.9518,6.65E-03
0.246701,1.933184572,0.11255109,342.491,20,49.9971,0.0706818,20.0248,285.79,342.491,13.9506,7.28E-03
0.253227,2.186545039,0.112167914,349.831,20,49.4592,0.0699213,20.0249,235.626,349.831,14.3197,7.97E-03
