Filename,ps_thf_01_0,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,19/12/2019,,,,,,,,,,
Sample name,PS_THF_01_0,,,,,,,,,,
Geometry name,60.0mm 0.996944° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
1.02E-03,0.004849987,1.352754103,4.05941,20.03,14.6683,0.0207368,20.0186,375463,4.05941,0.0575802,1.09E-04
1.07E-03,0.005834062,1.341492009,11.1412,20.02,13.9933,0.0197826,20.0234,295550,11.1412,0.0604761,1.20E-04
1.15E-03,0.006843295,1.30636531,18.5467,20.02,13.8524,0.0195834,20.0199,243192,18.5467,0.0648113,1.31E-04
1.21E-03,0.00792512,1.228482912,25.9523,20.01,14.0555,0.0198706,20.018,205236,25.9523,0.0682446,1.44E-04
1.17E-03,0.008606745,1.17860398,33.2923,20.01,13.0669,0.0184729,20.0241,158813,33.2923,0.0660776,1.58E-04
1.33E-03,0.009326008,1.118592841,40.6324,20.01,12.8743,0.0182006,20.0228,130705,40.6324,0.0750136,1.73E-04
1.59E-03,0.009620215,1.137063732,47.9724,20,12.4495,0.0176001,20.0244,105530,47.9724,0.0898417,1.89E-04
1.75E-03,1.08E-02,1.167556178,55.3124,20,15.5223,0.0219441,20.0268,109623,55.3124,0.0989035,2.07E-04
1.93E-03,0.012114916,1.197245549,62.718,20,18.0812,0.0255618,20.0275,106204,62.718,0.109237,2.27E-04
2.10E-03,1.43E-02,1.195212657,70.1236,20.01,20.5813,0.0290962,20.0131,100741,70.1236,0.118687,2.49E-04
2.29E-03,1.70E-02,1.162978121,77.4636,20,22.7207,0.0321206,20.0258,92597.4,77.4636,0.129445,2.73E-04
2.52E-03,0.020399783,1.10E+00,84.8036,20,24.7515,0.0349916,20.0206,84098,84.8036,0.142332,2.99E-04
2.61E-03,2.52E-02,1.062454942,92.1436,20,26.1213,0.0369281,20.0229,73953.8,92.1436,0.147692,3.27E-04
2.75E-03,0.029772384,1.06E+00,99.4837,20,26.8238,0.0379213,20.0266,63345.4,99.4837,0.155378,3.58E-04
2.98E-03,0.03472953,1.07E+00,106.889,20,28.0696,0.0396824,20.0147,55166.4,106.889,0.168471,3.92E-04
3.27E-03,0.041329579,1.065905555,114.295,20,28.0036,0.0395891,20.0216,45806.5,114.295,0.184792,4.30E-04
3.59E-03,0.049989332,1.061886259,121.635,20,28.6064,0.0404414,20.0243,38998.9,121.635,0.203199,4.71E-04
3.96E-03,0.059491188,1.062163562,128.975,20,29.146,0.0412042,20.0291,33138.7,128.975,0.223917,5.16E-04
4.33E-03,0.070358482,1.06376013,136.315,20.01,30.1277,0.042592,20.0254,28538,136.315,0.244612,5.65E-04
4.76E-03,0.085444343,1.071077624,143.655,20,30.3018,0.0428381,20.0262,23936.6,143.655,0.269029,6.19E-04
5.23E-03,0.100292132,1.071670063,151.061,20,30.9753,0.0437903,20.0202,20360.5,151.061,0.29547,6.79E-04
5.70E-03,0.119355428,1.071949922,158.466,20,31.682,0.0447893,20.0172,17342.4,158.466,0.322522,7.44E-04
6.22E-03,0.142042231,1.072229853,165.806,20,32.0206,0.045268,20.0204,14601.8,165.806,0.352009,8.15E-04
6.80E-03,0.17094664,1.068846648,173.146,20,31.8023,0.0449594,20.0271,12093,173.146,0.384369,8.92E-04
7.42E-03,0.201151818,1.068439504,180.486,20,31.0529,0.0439,20.0301,9843.54,180.486,0.419345,9.77E-04
8.12E-03,0.239386289,1.068718518,187.826,20,31.6081,0.0446849,20.0237,8375.53,187.826,0.459334,1.07E-03
8.97E-03,0.28488828,1.068997606,195.232,20,32.7293,0.04627,20.0288,7216.21,195.232,0.507024,1.17E-03
9.86E-03,0.339039184,1.069276766,202.637,20,32.5123,0.0459632,20.0264,5963.43,202.637,0.557507,1.28E-03
0.0108273,0.403482966,1.069555999,209.977,20,32.6949,0.0462213,20.0234,4999.1,209.977,0.612269,1.41E-03
0.0118336,0.480176073,1.069835306,217.317,20,33.2674,0.0470307,20.0216,4238.95,217.317,0.669174,1.54E-03
0.0129615,0.570534785,1.068250214,224.657,20,32.3048,0.0456699,20.0234,3430.62,224.657,0.732953,1.69E-03
0.014199,0.679996994,1.066053421,231.997,20,32.7037,0.0462337,20.0086,2895.14,231.997,0.802935,1.85E-03
0.0155496,0.800173136,1.066980559,239.403,20,33.5787,0.0474708,20.0138,2473.45,239.403,0.879312,2.03E-03
0.0170784,0.963167365,1.07095326,246.809,20,33.8715,0.0478847,20.0183,2076.27,246.809,0.96576,2.22E-03
0.0187494,1.146243985,1.071232931,254.149,20,33.3324,0.0471225,20.0219,1702.99,254.149,1.06025,2.43E-03
0.0205102,1.369350388,1.074201534,261.489,20,34.0351,0.048116,20.02,1449.42,261.489,1.15983,2.67E-03
0.0223624,1.623573058,1.076156576,268.829,20,33.9199,0.0479531,20.0204,1204.16,268.829,1.26456,2.92E-03
0.0244725,1.932178062,1.076437606,276.169,20,33.3257,0.0471131,20.0191,986.344,276.169,1.38389,3.20E-03
0.0268006,2.29944199,1.07671871,283.574,20,33.1335,0.0468413,20.0295,815.997,283.574,1.51554,3.51E-03
0.0293712,2.79697656,1.081420469,290.98,20,33.41,0.0472322,20.0237,684.655,290.98,1.6609,3.84E-03
0.0322341,3.328619382,1.081702874,298.32,20,32.8211,0.0463998,20.0286,560.788,298.32,1.8228,4.21E-03
0.0352491,3.961315639,1.081985352,305.66,20,33.647,0.0475674,20.0237,479.178,305.66,1.99329,4.61E-03
0.0386096,4.714273335,1.082267904,313,20,33.3033,0.0470814,20.0296,395.408,313,2.18332,5.05E-03
0.0423259,5.575432751,1.083894691,320.34,20,33.8618,0.047871,20.0176,335.122,320.34,2.39347,5.53E-03
0.0463625,6.677432792,1.087242269,327.746,20,32.7506,0.0463,20.0201,269.761,327.746,2.62174,6.06E-03
0.0508429,7.94666374,1.087526193,335.151,20,32.659,0.0461706,20.0236,223.885,335.151,2.8751,6.65E-03
0.0557011,9.457147165,1.087810192,342.491,20,33.6356,0.0475512,20.0278,192.209,342.491,3.14982,7.28E-03
0.0610009,11.30814396,1.091264675,349.831,20,32.4994,0.045945,20.0237,154.829,349.831,3.44952,7.97E-03
