Polymer,Polymer Molecular Weight,Solvent,Solvent Surface Tension,Solvent Dielectric Constant,Solvent Boiling Point,Solvent Density,Solvent Vapour Pressure,NFES Type,Polymer Concentration,Nozzle Diameter,Solution Deposition Rate,Collector Substrate,Nozzle to Collector Distance,NFES Applied Voltage,NFES Stage Velocity,Fiber Diameter,Distance Between Fibers,Reference
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,1200,60,1760,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,1400,60,1424,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,1600,60,1844,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,1800,60,1732,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,2000,60,2798,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,2200,60,3120,NA,Fattahi2017
PMMA,NA,Nitromethane,37.48,35.87,101.2,1.1382,3.6,NFES,20,NA,50,NA,2,2400,60,5643,NA,Fattahi2017
PVDF,534000,Nmethylpyrrolidone Acetone,NA,NA,NA,NA,NA,NFES,12,NA,80,Si,5,1200,30,42258.81,263.14,Lei2015
PVDF,534000,NMethylpyrrolidone Acetone,NA,NA,NA,NA,NA,NFES,12,NA,80,Si,5,1200,30,63262.15,NA,Lei2015
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,25,NA,NA,NA,NA,NA,200,190689,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,45,NA,NA,NA,NA,NA,200,105517,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,50,NA,NA,NA,NA,NA,200,123448,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,60,NA,NA,NA,NA,NA,200,109655,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,70,NA,NA,NA,NA,NA,200,90344,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,45,NA,NA,NA,NA,NA,200,135862,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,50,NA,NA,NA,NA,NA,200,132068,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,60,NA,NA,NA,NA,NA,200,131034,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,70,NA,NA,NA,NA,NA,200,124482,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,25,NA,NA,NA,NA,NA,200,132309,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,45,NA,NA,NA,NA,NA,200,92868,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,50,NA,NA,NA,NA,NA,200,86505,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,60,NA,NA,NA,NA,NA,200,78672,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,70,NA,NA,NA,NA,NA,200,70841,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,25,600,0,NA,NA,3350,200,131445,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,45,600,0,NA,NA,3350,200,92231,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,50,600,4356,NA,NA,3350,200,85895,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,60,600,4356,NA,NA,3900,200,78312,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,70,600,4356,NA,NA,3900,200,70497,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,25,410,0,NA,NA,3350,200,124739,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,45,410,0,NA,NA,3350,200,80670,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,50,410,4356,NA,NA,3350,200,74335,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,60,410,4356,NA,NA,3900,200,71607,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,70,410,4356,NA,NA,3900,200,63561,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,25,310,0,NA,NA,3350,200,110404,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,45,310,0,NA,NA,3350,200,70497,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,50,310,4356,NA,NA,3350,200,68554,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,60,310,4356,NA,NA,3900,200,64901,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,Blow EDW,70,310,4356,NA,NA,3900,200,58705,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,5,NA,200,162323,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,8,NA,200,156666,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,10,NA,200,148181,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,12,NA,200,130858,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,14,NA,200,129797,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,NA,3200,200,162807,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,NA,3500,200,168421,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,NA,3700,200,159649,NA,Parajuli2016
PCL,45028,Dimethylformamide DMF,36.42,36.7,152.8,0.9445,0.49,NFES,NA,NA,NA,NA,NA,3800,200,162807,NA,Parajuli2016
PEO/NaCl,NA,NA,NA,NA,NA,NA,NA,NFES,0.1,NA,NA,NA,NA,NA,NA,92,NA,Park2020
PEO/NaCl,NA,NA,NA,NA,NA,NA,NA,NFES,0.25,NA,NA,NA,NA,NA,NA,117,NA,Park2020
PEO/NaCl,NA,NA,NA,NA,NA,NA,NA,NFES,0.5,NA,NA,NA,NA,NA,NA,161,NA,Park2020
PEO/NaCl,NA,NA,NA,NA,NA,NA,NA,NFES,1,NA,NA,NA,NA,NA,NA,239,NA,Park2020
PVP,1300000,Methanol,NA,NA,NA,NA,NA,NFES,17.4,510,300,Si/SiO2,1,50,800,176,NA,Lim2019
PVP,1300000,Methanol,NA,NA,NA,NA,NA,NFES,17.4,510,300,Si/SiO2,1,50,800,148,NA,Lim2019
PVP,1300000,Methanol,NA,NA,NA,NA,NA,NFES,17.4,510,300,Si/SiO2,1,50,800,156,NA,Lim2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,1.8,1300,30,12343,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2,1300,30,8749,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2.2,1300,30,7656,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2.4,1300,30,8124,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2.6,1300,30,7656,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2.8,1300,30,7343,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,3,1300,30,6718,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,14,340,15,Al,2.5,1200,30,3187,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,2.5,1200,30,3812,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,2.5,1200,30,3875,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,20,340,15,Al,2.5,1200,30,4812,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,22,340,15,Al,2.5,1200,30,5781,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,840,91.6,Al,1.8,1200,30,25156,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,510,33.7,Al,1.8,1200,30,7968,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,15,Al,1.8,1200,30,5937,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,10,10136,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,20,8144,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,30,6621,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,40,6152,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,50,5214,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,18,340,10,Al,1.8,1200,100,3632,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1100,30,4562,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1200,30,5171,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1300,30,4623,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1400,30,4927,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1500,30,5353,NA,E.King2019
PDO,NA,HFP,NA,NA,NA,NA,NA,NFES,16,340,15,Al,1.8,1600,30,5505,NA,E.King2019
PEO,40000000,Water,72.8,80.1,99.974,1,2.3393,Droplet-jet,1.5,110,NA,NA,0.8,NA,NA,97.43589744,NA,Shin2019
PEO,40000000,Water,72.8,80.1,99.974,1,2.3393,Droplet-jet,1.5,110,NA,NA,0.85,NA,NA,96.98717949,NA,Shin2019
PEO,40000000,Water,72.8,80.1,99.974,1,2.3393,Droplet-jet,1.5,110,NA,NA,1,NA,NA,96.34615385,NA,Shin2019
PEO,40000000,Water,72.8,80.1,99.974,1,2.3393,Droplet-jet,1.5,110,NA,NA,1.1,NA,NA,95,NA,Shin2019
PEO,40000000,Water,72.8,80.1,99.974,1,2.3393,Droplet-jet,1.5,110,NA,NA,1.2,NA,NA,93.97435897,NA,Shin2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,66.67,1857.923497,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1100,66.67,6338.797814,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1200,66.67,9890.710383,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1300,66.67,19945.35519,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,0.5,1000,66.67,3114.267493,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,66.67,2782.541565,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1.5,1000,66.67,1989.829712,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,2,1000,66.67,787.3525924,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,3,PS,1,1000,66.67,824.5040101,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,4.695652174,PS,1,1000,66.67,863.1279021,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,5.869565217,PS,1,1000,66.67,1010.183622,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,30,PS,1,1000,66.67,1245.620515,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,48,PS,1,1000,66.67,2104.843816,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,60,PS,1,1000,66.67,4364.552554,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,8.774730912,1457.317073,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,17.14066676,1542.682927,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,34.11781548,2390.243902,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,50.74362142,2268.292683,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,67.35395944,2103.658537,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,83.84718319,1615.853659,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,100.4641503,1469.512195,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,117.0833271,1329.268293,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,133.7422786,1298.780488,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,150.2266636,786.5853659,NA,Yang2019
PEO,900000,Water,72.8,80.1,99.974,1,2.3393,NFEAL,5,110,6,PS,1,1000,166.8546792,670.7317073,NA,Yang2019
PEO,2000000,Water,72.8,80.1,99.974,1,2.3393,NFES,5,,,,,,50,2813.263127,NA,Xu2019
,,,,,,,,,,,,,,,100,2341.880602,NA,Xu2019
,,,,,,,,,,,,,,,150,1696.63342,NA,Xu2019
,,,,,,,,,,,,,,,200,1349.994327,NA,Xu2019
,,,,,,,,,,,,,,,250,1063.808237,NA,Xu2019
,,,,,,,,,,,,,,,300,822.999804,NA,Xu2019
,,,,,,,,,,,,,,,350,695.5669242,NA,Xu2019
,,,,,,,,,,,,,,1900,,1418.478261,NA,Xu2019
,,,,,,,,,,,,,,2000,,1744.565217,NA,Xu2019
,,,,,,,,,,,,,,2100,,2125,NA,Xu2019
,,,,,,,,,,,,,,2200,,2945.652174,NA,Xu2019
,,,,,,,,,,,,,,2300,,3190.217391,NA,Xu2019
,,,,,,,,,,,,,,2400,,3646.73913,NA,Xu2019
,,,,,,,,,,,,,,2500,,4239.130435,NA,Xu2019
,,,,,,,,,,,,,,2700,,5076.086957,NA,Xu2019
,,,,,,,,,,,,,2.5,,,4921.561816,NA,Xu2019
,,,,,,,,,,,,,3,,,4573.104945,NA,Xu2019
,,,,,,,,,,,,,3.5,,,4211.380921,NA,Xu2019
,,,,,,,,,,,,,4,,,3703.621624,NA,Xu2019
,,,,,,,,,,,,,4.5,,,2961.359558,NA,Xu2019
,,,,,,,,,,,,,5,,,2750.080807,NA,Xu2019
,,,,,,,,,,,,,5.5,,,2237.896649,NA,Xu2019
