Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference,R_{jet},\Pi_1,Oh
PCL,80031.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000749,5.56e-12,Al,0.06,12000.0,,1.1599999999999999e-05,,coil,randomly distributed,Brown2014,,,
PCL,80016.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000734,2.78e-12,Al,0.06,12000.0,,1.1400000000000001e-05,,coil,randomly distributed,Brown2014,,,
PCL,80028.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000746,5.56e-12,Al,0.04,12000.0,,1.13e-05,,coil,randomly distributed,Brown2014,,,
PCL,80003.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000721,2.78e-12,Al,0.02,10000.0,,1.12e-05,,coil,randomly distributed,Brown2014,,,
PCL,80008.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000726,2.78e-12,Al,0.03,12000.0,,1.05e-05,,coil,randomly distributed,Brown2014,,,
PCL,80004.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000722,2.78e-12,Al,0.02,12000.0,,1.04e-05,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.04,4000.0,,9.97e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.03,4000.0,,8.42e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.02,4000.0,,7.97e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.04,6000.0,,7.97e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.03,6000.0,,7.09e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.04,8000.0,,6.87e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.02,6000.0,,6.53e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.04,10000.0,,6.2e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.03,8000.0,,5.87e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.04,12000.0,,5.87e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.03,10000.0,,5.65e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.02,8000.0,,5.54e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.03,12000.0,,5.54e-06,,coil,randomly distributed,Brown2014,,,
PCL,80000.0,CF/DMF,0.7474335,,,1142.62,melt,,0.000718,1.39e-12,Al,0.02,10000.0,,4.76e-06,,coil,randomly distributed,Brown2014,,,
PEO,300000.0,Water,0.958822,0.000400914,1825.546493,1000.62,xy stage,3.0,0.00016,8.329999999999999e-13,Si,0.005,1000.0,0.05,3.44e-07,,meander,single,Bu2012,9.930424630061563e-08,1.6299989173089237e-08,2.2512464548532924
PEO,300000.0,Water,0.958822,0.000456986,1826.077328,1000.62,xy stage,3.0,0.00016,8.329999999999999e-13,Si,0.005,1000.0,0.1,3.07e-07,,meander,single,Bu2012,8.862326632060754e-08,1.4299987000345523e-08,2.3827031680883914
PEO,300000.0,Water,0.958822,0.000514559,1823.5586010000002,1000.62,xy stage,3.0,0.00016,8.329999999999999e-13,Si,0.005,1000.0,0.2,2.9e-07,4.210000000000001e-05,straight,single,Bu2012,8.371578903249573e-08,1.2699989426557301e-08,2.4532389491552564
PEO,300000.0,Water,0.958822,0.000573236,1825.2240219999999,1000.62,xy stage,3.0,0.00016,8.329999999999999e-13,Si,0.005,1000.0,0.4,2.1399999999999998e-07,4.91e-05,straight,single,Bu2012,6.177647880328995e-08,1.1400006034756888e-08,2.8545242550393755
MEH-PPV/PEO,380000.0,Toluene,0.0005736280000000001,0.9564793140000001,0.017498991999999998,865.118,xy stage,0.08,0.00026000000000000003,1.39e-11,SiO2/Si,0.0005,1300.0,0.5,1.3800000000000002e-07,8.840000000000001e-05,straight,aligned,Camillo2013,2.4395183950935893e-07,1.9300000004607547e-06,0.2984929670738828
PEO/SU8,4000000.0,Cyclopentanote,0.055999999999999994,0.00981485,25.00000005,1215.525,xy stage,0.25,0.00010800000000000001,,Si,0.0001,200.0,0.06,4.08e-06,,straight,single,Cardenas2017,4.08e-06,1.1399999563343884e-06,0.15903986299675912
PEO,300000.0,Water,0.958822,0.005737956,8886.777497,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0005,1200.0,0.12,2.31e-06,,straight,mesh,Chang2008,4.365489663256574e-07,1.6399998810463964e-07,0.48664780100032123
PEO,300000.0,Water,0.958822,0.005732363000000001,8900.280401,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0005,1000.0,0.12,9.95e-07,,straight,mesh,Chang2008,1.8803732532209054e-07,1.1400000068627716e-07,0.7409339990159142
PEO,300000.0,Water,0.958822,0.005728343,8880.520257,1000.62,xy stage,9.0,0.0001,2.8e-14,,0.001,500.0,0.12,1.1900000000000001e-07,,straight,mesh,Chang2008,1.9833333333333332e-08,7.130000179960307e-09,2.2839486770070523
PEO,300000.0,Water,0.958822,0.005728343,8902.964704,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.001,500.0,0.12,7.45e-08,,straight,mesh,Chang2008,1.4079176619593713e-08,7.130000179960307e-09,2.7073689659485534
PEO,300000.0,Water,0.958822,0.005729222,8902.964706,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0005,800.0,0.12,7.34e-08,,straight,mesh,Chang2008,1.3871296159438637e-08,7.300000017415166e-08,2.7275803480749876
PEO,300000.0,Water,0.958822,0.005729222,8902.964703,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0005,800.0,0.12,5.97e-08,,straight,mesh,Chang2008,1.1282239519325432e-08,7.300000017415166e-08,3.024394343998062
PEO,300000.0,Water,0.958822,0.005728343,8902.964707,1000.62,xy stage,5.0,0.0001,2.8e-14,,0.001,500.0,0.12,5.76e-08,,straight,mesh,Chang2008,1.2879751550398788e-08,7.130000179960307e-09,2.83062496098452
PEO,300000.0,Water,0.958822,0.005744961999999999,8902.964705,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.001,800.0,0.12,5.5800000000000003e-08,,straight,mesh,Chang2008,1.054520879695744e-08,1.8199998842366302e-08,3.128300638039781
PEO,300000.0,Water,0.958822,0.005730007,8902.964701,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0015,800.0,0.12,4.87e-08,,straight,mesh,Chang2008,9.203434917774681e-09,8.109999923749435e-09,3.3485832630814
PEO,300000.0,Water,0.958822,0.005728343,8902.964706,1000.62,xy stage,3.0,0.0001,2.8e-14,,0.001,500.0,0.12,3.75e-08,,straight,mesh,Chang2008,1.0825317547305483e-08,7.130000179960307e-09,3.0875624640552455
PEO,300000.0,Water,0.958822,0.005723995,8902.964706,1000.62,xy stage,7.0,0.0001,2.8e-14,,0.0005,600.0,0.12,2.88e-08,,straight,mesh,Chang2008,5.442688411332872e-09,4.109999728096136e-08,4.354410201929529
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,2.16e-06,,straight,single,Chang2010,2.545584412271571e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,1.81e-06,,straight,single,Chang2010,2.1331054565794183e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,1.46e-06,,straight,single,Chang2010,1.7206265008872657e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,1.07e-06,,straight,single,Chang2010,1.2610070931160098e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,9.19e-06,,straight,aligned,Chang2011,1.0830518865173953e-06,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,7.66e-06,,straight,aligned,Chang2011,9.027396573148257e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,,,0.00035,,,6.13e-06,,straight,aligned,Chang2011,7.22427428112256e-07,,
PU,,CF/DMF,0.7474335,,,1142.62,xy stage,10.0,,,acrylic,,2000.0,0.1,9.32e-06,5.22e-05,straight,aligned,Choi2017,1.4736213896384648e-06,,
PLGA,,CF/DMF,0.7474335,,,1142.62,PYES,,,,PTFE,,,,3.05e-07,,straight,aligned,Coppola2014,,,
PLGA,54000.0,CF/DMF,0.7474335,,,1142.62,PYES,25.0,,,Si,0.001,,,2.9999999999999997e-05,,straight,aligned,Coppola2020,3e-06,,
PLGA,54000.0,CF/DMF,0.7474335,,,1142.62,PYES,25.0,,,Si,0.001,,,1e-05,,straight,aligned,Coppola2020,1.0000000000000002e-06,,
PCL,83000.0,,,,,,melt,,0.00018,,Al,0.0015,2900.0,0.09167,8.170000000000001e-07,0.0001006,straight,mesh,Dalton2015,,,
PAN,,CF/DMF,0.7474335,,,1142.62,rotating drum,9.0,,,Si,0.00185,500.0,,3.4899999999999996e-07,,straight,aligned,Deng2020,5.816666666666666e-08,,
PAN,,CF/DMF,0.7474335,,,1142.62,rotating drum,9.0,,,Si,0.00185,300.0,,2.48e-07,,straight,aligned,Deng2020,4.133333333333333e-08,,
PAN,,CF/DMF,0.7474335,,,1142.62,rotating drum,9.0,,,Si,0.00185,100.0,,1.78e-07,,straight,aligned,Deng2020,2.9666666666666668e-08,,
PAN,,CF/DMF,0.7474335,,,1142.62,rotating drum,9.0,,,Si,0.00185,35.0,,1.3e-07,,straight,aligned,Deng2020,2.1666666666666665e-08,,
PDO,,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,0.00084,2.5399999999999998e-11,Al,0.0018,1200.0,0.03,2.52e-05,,straight,mesh,E.King2019,2.9698484809834993e-06,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0018,1300.0,0.03,1.23e-05,,straight,mesh,E.King2019,1.4495689014324224e-06,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.01,1.01e-05,,straight,mesh,E.King2019,1.190296414997355e-06,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.002,1300.0,0.03,8.75e-06,,straight,mesh,E.King2019,1.0311973892303817e-06,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.02,8.14e-06,,straight,mesh,E.King2019,9.593081998097494e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0024,1300.0,0.03,8.12e-06,,straight,mesh,E.King2019,9.569511772057944e-07,,
PDO,,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,0.0005099999999999999,9.36e-12,Al,0.0018,1200.0,0.03,7.97e-06,,straight,mesh,E.King2019,9.392735076761306e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0022,1300.0,0.03,7.66e-06,,straight,mesh,E.King2019,9.027396573148257e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0026,1300.0,0.03,7.66e-06,,straight,mesh,E.King2019,9.027396573148257e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0028,1300.0,0.03,7.34e-06,,straight,mesh,E.King2019,8.650272956515431e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.003,1300.0,0.03,6.72e-06,,straight,mesh,E.King2019,7.919595949289333e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.03,6.62e-06,,straight,mesh,E.King2019,7.801744819091574e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.04,6.15e-06,,straight,mesh,E.King2019,7.247844507162112e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0018,1200.0,0.03,5.94e-06,,straight,mesh,E.King2019,7.00035713374682e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,22.0,0.00033999999999999997,4.17e-12,Al,0.0025,1200.0,0.03,5.78e-06,,straight,mesh,E.King2019,6.161500702677141e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1600.0,0.03,5.51e-06,,straight,mesh,E.King2019,6.8875e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1500.0,0.03,5.35e-06,,straight,mesh,E.King2019,6.6875e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.05,5.21e-06,,straight,mesh,E.King2019,6.140043883303188e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1200.0,0.03,5.17e-06,,straight,mesh,E.King2019,6.4625e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1400.0,0.03,4.93e-06,,straight,mesh,E.King2019,6.1625e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,20.0,0.00033999999999999997,4.17e-12,Al,0.0025,1200.0,0.03,4.81e-06,,straight,mesh,E.King2019,5.377743485886994e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1300.0,0.03,4.62e-06,,straight,mesh,E.King2019,5.775e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0018,1100.0,0.03,4.56e-06,,straight,mesh,E.King2019,5.7e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,4.17e-12,Al,0.0025,1200.0,0.03,3.88e-06,,straight,mesh,E.King2019,4.5726238516730074e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,16.0,0.00033999999999999997,4.17e-12,Al,0.0025,1200.0,0.03,3.81e-06,,straight,mesh,E.King2019,4.7625e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,18.0,0.00033999999999999997,2.78e-12,Al,0.0018,1200.0,0.1,3.63e-06,,straight,mesh,E.King2019,4.2779960261786124e-07,,
PDO,,HFP,0.0162,,,1484.0,xy stage,14.0,0.00033999999999999997,4.17e-12,Al,0.0025,1200.0,0.03,3.19e-06,,straight,mesh,E.King2019,4.2628168085031693e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,2400.0,0.06,5.64e-06,,straight,mesh,Fattahi2017,6.305711696549407e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,24.0,,1.39e-11,,0.002,1600.0,0.06,4.68e-06,,straight,mesh,Fattahi2017,4.776504998427198e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,4.17e-11,,0.002,1600.0,0.06,3.96e-06,,straight,mesh,Fattahi2017,4.4274145954495834e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.0016,1600.0,0.06,3.8e-06,,straight,mesh,Fattahi2017,4.2485291572496e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,2.78e-11,,0.002,1600.0,0.06,3.19e-06,,straight,mesh,Fattahi2017,3.5665284241121644e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,2200.0,0.06,3.12e-06,,straight,mesh,Fattahi2017,3.488266044899672e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,2000.0,0.06,2.8e-06,,straight,mesh,Fattahi2017,3.130495168499705e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,22.0,,1.39e-11,,0.002,1600.0,0.06,2.69e-06,,straight,mesh,Fattahi2017,2.8675496349829604e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.0018,1600.0,0.06,2.59e-06,,straight,mesh,Fattahi2017,2.895708030862228e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1600.0,0.06,1.84e-06,,straight,mesh,Fattahi2017,2.0571825392998064e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1600.0,0.06,1.84e-06,,straight,mesh,Fattahi2017,2.0571825392998064e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1600.0,0.06,1.82e-06,,straight,mesh,Fattahi2017,2.0348218595248085e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,dimethylsulphoxide,20.0,,1.39e-11,,0.002,1600.0,0.06,1.82e-06,,straight,mesh,Fattahi2017,2.0348218595248085e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1200.0,0.06,1.76e-06,,straight,mesh,Fattahi2017,1.967739820199815e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1800.0,0.06,1.73e-06,,straight,mesh,Fattahi2017,1.934198800537318e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,18.0,,1.39e-11,,0.002,1600.0,0.06,1.58e-06,,straight,mesh,Fattahi2017,1.862047857124575e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.0024,1600.0,0.06,1.49e-06,,straight,mesh,Fattahi2017,1.6658706432373433e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,16.0,,1.39e-11,,0.002,1600.0,0.06,1.46e-06,,straight,mesh,Fattahi2017,1.825e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.002,1400.0,0.06,1.42e-06,,straight,mesh,Fattahi2017,1.5876082640248505e-07,,
PMMA,,CF/DMF,0.7474335,,,1142.62,xy stage,20.0,,1.39e-11,,0.0022,1600.0,0.06,1.41e-06,,straight,mesh,Fattahi2017,1.5764279241373517e-07,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.06,5.98e-06,,straight,aligned,Flores2017,4.228498551495555e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.04,5.89e-06,,straight,aligned,Flores2017,4.164858941188765e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.04,5.89e-06,,straight,aligned,Flores2017,4.164858941188765e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.04,5.48e-06,,straight,aligned,Flores2017,3.874945160902281e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.02,5.38e-06,,straight,aligned,Flores2017,3.804234482783626e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.06,5.35e-06,,straight,aligned,Flores2017,3.783021279348029e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.04,5.35e-06,,straight,aligned,Flores2017,3.783021279348029e-06,,
PEO/SU8,4000000.0,CF/DMF,0.7474335,,,1142.62,xy stage,0.5,,,,,,0.02,5.27e-06,,straight,aligned,Flores2017,3.726452736853106e-06,,
PEO,300000.0,Water,0.958822,0.000859481,79922.00232,1000.62,xy stage,8.0,0.0004,,Si,0.0005,1100.0,0.2,7.4e-07,2e-05,straight,single,Fuh2011,1.308147545195113e-07,9.199995776289736e-07,0.29644344900286007
PEO/Chitosan,900000.0,DMSO,0.002180244,0.062989557,4.483887469,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0005,1200.0,,7.85e-07,0.0001,curved,aligned,Fuh2012,1.755313362337335e-07,6.569999953490756e-06,0.07424623000360257
PEO/Chitosan,900000.0,DMSO,0.002180244,0.06302409,4.4854179830000005,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0005,1000.0,,5.81e-07,0.0001,curved,aligned,Fuh2012,1.299155494927378e-07,4.560000021865574e-06,0.08628733600117547
PEO/Chitosan,900000.0,DMSO,0.002180244,0.063075962,4.488868844,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0015,800.0,,4.71e-07,0.0001,curved,aligned,Fuh2012,1.053188017402401e-07,3.239999999048009e-07,0.09579827199795828
PEO/Chitosan,900000.0,DMSO,0.002180244,0.062989557,4.48838749,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.001,800.0,,4.42e-07,0.0001,curved,aligned,Fuh2012,9.883420460549071e-08,7.299999948323063e-07,0.09889635400328513
PEO/Chitosan,900000.0,DMSO,0.002180244,0.062989557,4.485422623,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0005,800.0,,4.15e-07,0.0001,curved,aligned,Fuh2012,9.279682106624126e-08,2.9199999793292252e-06,0.10209650000329136
PEO/Chitosan,900000.0,DMSO,0.002180244,0.063085577,3.768143397,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0005,600.0,,3.2e-07,0.0001,curved,aligned,Fuh2012,7.155417527999327e-08,1.6400000057081326e-06,0.12685216599605978
PEO/Chitosan,900000.0,DMSO,0.002180244,0.062989557,4.482279315,1095.6,xy stage,5.0,0.0004,2.8e-14,,0.0005,800.0,,2.82e-07,0.0001,curved,aligned,Fuh2012,6.305711696549407e-08,2.9199999793292252e-06,0.12389750899686146
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.38e-07,0.0001,straight,mesh,Fuh2013,1.6502181673948446e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.27e-07,2e-05,straight,aligned,Fuh2013,1.625621419642347e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.27e-07,4e-05,straight,aligned,Fuh2013,1.625621419642347e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.27e-07,0.0001,straight,aligned,Fuh2013,1.625621419642347e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.22e-07,0.0001,straight,aligned,Fuh2013,1.6144410797548482e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,7.2e-07,0.0001,curved,aligned,Fuh2013,1.6099689437998486e-07,,
PEO/Chitosan,900000.0,CF/DMF,0.7474335,,,1142.62,xy stage,5.0,,,PPy,0.0005,800.0,0.2,5.31e-07,,meander,randomly distributed,Fuh2013,1.1873520960523883e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,,16.0,,,,0.0012,1440.0,,2.91e-06,,straight,aligned,Fuh2015,3.6375e-07,,
PVDF,534000.0,CF/DMF,0.7474335,,,1142.62,,16.0,,,,0.0012,1440.0,,9.070000000000001e-07,,straight,aligned,Fuh2015,1.1337500000000001e-07,,
PEO,300000.0,Water/Ethanol,1.048316,0.0026172079999999998,11886.69945,894.313,xy stage,20.0,4e-05,,Si,0.001,1700.0,0.25,2.82e-06,,meander,single,GaofengZheng2010,3.1528558482747033e-07,1.649999932261603e-07,0.5726176680824366
PEO,300000.0,Water/Ethanol,1.048316,0.003925812,11920.14681,894.313,xy stage,20.0,4e-05,,Si,0.001,1700.0,0.15,2.45e-06,,coil,single,GaofengZheng2010,2.7391832724372423e-07,1.0999999548410687e-07,0.6134739059967114
PEO,300000.0,Water/Ethanol,1.048316,0.005240768,11918.20629,894.313,xy stage,20.0,4e-05,,Si,0.001,1700.0,0.35,1.89e-06,,straight,single,GaofengZheng2010,2.113084238737301e-07,8.240000363905683e-08,0.6985276280052599
PEO,300000.0,Water/Ethanol,1.048316,0.007865925,11913.789840000001,894.313,xy stage,20.0,4e-05,,Si,0.001,1700.0,0.05,8.159999999999999e-07,,coil,single,GaofengZheng2010,9.123157348199141e-08,5.490000251355722e-08,1.0632855021443233
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,900.0,,2.53e-06,,straight,aligned,George2020,3.81411850890871e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,800.0,,1.38e-06,,straight,aligned,George2020,2.080428277586569e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,600.0,,8.990000000000001e-07,,straight,aligned,George2020,1.3552934938770476e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,500.0,,8.95e-07,,straight,aligned,George2020,1.3492632669854923e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,700.0,,8.709999999999999e-07,,straight,aligned,George2020,1.3130819056361604e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,0.0007,,,8.39e-07,,straight,aligned,George2020,1.2648400905037185e-07,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,0.0025,,,6.32e-07,,straight,aligned,George2020,9.527758488657332e-08,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,0.0045,,,5.59e-07,,straight,aligned,George2020,8.427242080948493e-08,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,,400.0,,5.070000000000001e-07,,straight,aligned,George2020,7.64331258504631e-08,,
PAN,150000.0,DMF,0.9445,,,802.0,rotating drum,11.0,0.00015900000000000002,,Si,0.01,,,4.0899999999999997e-07,,straight,aligned,George2020,6.165906996615265e-08,,
