Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference,R_{jet},\Pi_1,Oh
5,300000.0,12,0.958822,0.000456986,1826.077328,1000.62,10,3.0,0.00016,8.329999999999999e-13,12,0.005,1000.0,0.1,3.07e-07,,2,6,4,8.862326632060754e-08,1.4299987000345523e-08,2.3827031680883914
5,300000.0,12,0.958822,0.000514559,1823.5586010000002,1000.62,10,3.0,0.00016,8.329999999999999e-13,12,0.005,1000.0,0.2,2.9e-07,4.210000000000001e-05,4,6,4,8.371578903249573e-08,1.2699989426557301e-08,2.4532389491552564
5,300000.0,12,0.958822,0.000573236,1825.2240219999999,1000.62,10,3.0,0.00016,8.329999999999999e-13,12,0.005,1000.0,0.4,2.1399999999999998e-07,4.91e-05,4,6,4,6.177647880328995e-08,1.1400006034756888e-08,2.8545242550393755
1,380000.0,11,0.0005736280000000001,0.9564793140000001,0.017498991999999998,865.118,10,0.08,0.00026000000000000003,1.39e-11,17,0.0005,1300.0,0.5,1.3800000000000002e-07,8.840000000000001e-05,4,0,5,2.4395183950935893e-07,1.9300000004607547e-06,0.2984929670738828
12,4000000.0,3,0.055999999999999994,0.00981485,25.00000005,1215.525,10,0.25,0.00010800000000000001,,12,0.0001,200.0,0.06,4.08e-06,,4,6,6,4.08e-06,1.1399999563343884e-06,0.15903986299675912
5,300000.0,12,0.958822,0.005737956,8886.777497,1000.62,10,7.0,0.0001,2.8e-14,19,0.0005,1200.0,0.12,2.31e-06,,4,3,7,4.365489663256574e-07,1.6399998810463964e-07,0.48664780100032123
5,300000.0,12,0.958822,0.005732363000000001,8900.280401,1000.62,10,7.0,0.0001,2.8e-14,19,0.0005,1000.0,0.12,9.95e-07,,4,3,7,1.8803732532209054e-07,1.1400000068627716e-07,0.7409339990159142
5,300000.0,12,0.958822,0.005728343,8880.520257,1000.62,10,9.0,0.0001,2.8e-14,19,0.001,500.0,0.12,1.1900000000000001e-07,,4,3,7,1.9833333333333332e-08,7.130000179960307e-09,2.2839486770070523
5,300000.0,12,0.958822,0.005728343,8902.964704,1000.62,10,7.0,0.0001,2.8e-14,19,0.001,500.0,0.12,7.45e-08,,4,3,7,1.4079176619593713e-08,7.130000179960307e-09,2.7073689659485534
5,300000.0,12,0.958822,0.005729222,8902.964706,1000.62,10,7.0,0.0001,2.8e-14,19,0.0005,800.0,0.12,7.34e-08,,4,3,7,1.3871296159438637e-08,7.300000017415166e-08,2.7275803480749876
