Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0018,1300,0.03,0.000012343,NA,straight,mesh,E.King2019
PEO,NA,NA,,,,,rotating drum,8,0.00036,1.3334E-11,NA,NA,9500,NA,0.00000037,NA,straight,cross aligned,Sarkar2007
PEO/SWCNT,NA,NA,,,,,rotating drum,8,0.00036,1.3334E-11,NA,NA,9300,NA,0.00000038,NA,straight,cross aligned,Sarkar2007
PEO/Au NP,NA,NA,,,,,rotating drum,10,0.00036,1.6668E-11,NA,NA,9300,NA,0.00000039,NA,straight,cross aligned,Sarkar2007
PEO/FeAl NP,NA,NA,,,,,rotating drum,6,0.00036,1.1668E-11,NA,NA,9500,NA,0.0000004,NA,straight,cross aligned,Sarkar2007
PS,NA,NA,,,,,rotating drum,20,0.00036,1.0001E-11,NA,NA,11000,NA,0.00000041,NA,straight,cross aligned,Sarkar2007
PIB,NA,NA,,,,,rotating drum,15,0.00036,2.0002E-11,NA,NA,12000,NA,0.00000042,NA,straight,cross aligned,Sarkar2007
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,2.05429E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,2.64756E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,3.24086E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,3.41311E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,3.58536E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,3.68876E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,3.75761E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,16000,NA,3.949E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,4.14809E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,5.25814E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,6.04283E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,6.36819E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,6.57872E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,14000,NA,6.8658E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,7.04566E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,7.33274E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,7.63896E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,8.67246E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,8.92893E-07,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,1.00122E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.00773E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.10342E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,1.1639E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.18189E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.19911E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,12000,NA,1.20218E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.2795E-06,NA,straight,cross aligned,Liu2014
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.000381,NA,Si,0.0005,10000,NA,1.45174E-06,NA,straight,cross aligned,Liu2014
PEO,300000,Water,,,,,xy stage,8,0.0004,NA,Si,0.0005,1100,0.2,0.00000074,0.00002,straight,single,Fuh2011
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0005,800,NA,2.81873E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0005,600,NA,3.1963E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0005,800,NA,4.15104E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.001,800,NA,4.42403E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0015,800,NA,4.7148E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0005,1000,NA,5.81145E-07,0.0001,curved,aligned,Fuh2012
PEO/Chitosan,900000,DMSO,,,,,xy stage,5,0.0004,2.8E-14,NA,0.0005,1200,NA,7.84928E-07,0.0001,curved,aligned,Fuh2012
PCL,45028,DMF,,,,,xy stage,70,0.00041,1.2101E-09,NA,NA,3900,0.2,0.000063561,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,60,0.00041,1.2101E-09,NA,NA,3900,0.2,0.000071607,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,50,0.00041,1.2101E-09,NA,NA,3350,0.2,0.000074335,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,45,0.00041,0,NA,NA,3350,0.2,0.00008067,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,25,0.00041,0,NA,NA,3350,0.2,0.000124739,NA,straight,single,Parajuli2016
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,1.6668E-11,Si/Al,0.001,2000,0.04,0.000007986,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,1.6668E-11,Si/Al,0.001,2000,0.045,0.000008054,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,8.334E-11,Si/Al,0.002,800,0.03,0.000016206,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,8.334E-11,Si/Al,0.003,800,0.03,0.000017283,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,1.6668E-11,Si/Al,0.001,2000,0.03,0.000018555,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,8.334E-12,Si/Al,0.002,4000,0.03,0.00003285,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,1.6668E-11,Si/Al,0.002,4000,0.03,0.000065668,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,4.167E-11,Si/Al,0.002,4000,0.03,0.000077595,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,5.0004E-11,Si/Al,0.002,4000,0.03,0.000079967,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,2.5002E-11,Si/Al,0.002,4000,0.03,0.00008976,NA,straight,single,Zhou2011
PCL,90000,CF/DMF,,,,,xy stage,10,0.00041,8.334E-11,Si/Al,0.001,800,0.03,0.000091458,NA,straight,single,Zhou2011
PS,240000,CF/DMF,,,,,xy stage,30,0.000455,0,Au,0.0002,2400,0.015,0.00000781,NA,straight,mesh,Yousefi2019
PDO,NA,CF/DMF,,,,,xy stage,18,0.00051,9.362E-12,Al,0.0018,1200,0.03,0.000007968,NA,straight,mesh,E.King2019
PVP,1300000,CF/DMF,,,,,xy stage,17.4,0.00051,8.334E-11,Si/SiO2,0.001,50,0.8,0.000000148,NA,straight,mesh,Lim2019
PVP,1300000,CF/DMF,,,,,xy stage,17.4,0.00051,8.334E-11,Si/SiO2,0.001,50,0.8,0.000000156,NA,straight,mesh,Lim2019
PVP,1300000,CF/DMF,,,,,xy stage,17.4,0.00051,8.334E-11,Si/SiO2,0.001,50,0.8,0.000000176,NA,straight,mesh,Lim2019
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.005,8.98531E-06,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0045,8.99401E-06,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.004,9.00213E-06,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.005,1.05822E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0035,1.06071E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.003,0.000010765,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0025,1.10725E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.002,1.14804E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0045,1.18384E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.005,1.20793E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.001,1.27448E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0015,1.28359E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0005,1.36512E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0045,1.39843E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0045,1.39843E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0002,1.43745E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.004,1.43916E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.005,1.44746E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0001,1.45157E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.004,0.00001519,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0035,0.000015298,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.004,1.57384E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0035,1.61463E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.003,1.62542E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.003,1.68531E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.005,1.68699E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0025,1.70608E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.005,1.70695E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0025,1.76097E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.002,1.76683E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0035,1.77931E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0045,0.000018226,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.001,1.82341E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0045,1.82759E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0015,1.83252E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0005,0.00001939,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.004,1.94318E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.003,1.96476E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0002,2.00634E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0001,2.03044E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0035,2.04379E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0025,2.14029E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.003,2.15439E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.004,2.15776E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0025,2.27996E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.002,2.31077E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0035,2.31826E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.002,2.38063E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0015,2.40141E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.003,2.44882E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.001,2.45717E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0015,2.49622E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0015,2.49622E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.001,2.59191E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0005,2.59272E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0025,2.64924E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.001,2.74162E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0005,0.000028572,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.002,2.86968E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0005,2.97697E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0015,2.98028E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0002,3.07426E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0002,3.19402E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.001,3.22068E-05,NA,straight,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0005,3.36621E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0002,3.51839E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0001,3.61234E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0002,3.64314E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-12,NA,0.03,12000,0.0001,3.76704E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0001,4.44073E-05,NA,coil,single,Brown2011
PCL,50000,CF/DMF,,,,,melt,NA,0.000514,1.389E-11,NA,0.03,12000,0.0001,4.64533E-05,NA,coil,single,Brown2011
PCL,45028,CF/DMF,,,,,xy stage,70,0.0006,1.2101E-09,NA,NA,3900,0.2,0.000070497,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,60,0.0006,1.2101E-09,NA,NA,3900,0.2,0.000078312,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,50,0.0006,1.2101E-09,NA,NA,3350,0.2,0.000085895,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,45,0.0006,0,NA,NA,3350,0.2,0.000092231,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,25,0.0006,0,NA,NA,3350,0.2,0.000131445,NA,straight,single,Parajuli2016
PVDF,534000,CF/DMF,,,,,coaxial,15,0.00063,NA,Cu,NA,NA,NA,2.53041E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,16,0.00063,NA,Cu,NA,NA,NA,2.27027E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,17,0.00063,NA,Cu,NA,NA,NA,1.86824E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,18,0.00063,NA,Cu,NA,NA,NA,0.000013125,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,19,0.00063,NA,Cu,NA,NA,NA,1.04054E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,8000,NA,0.000025976,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,10000,NA,2.12886E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,12000,NA,0.000013068,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,14000,NA,1.20696E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,16000,NA,1.08416E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,NA,0.5305702,4.59304E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,NA,1.052856708,2.58114E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,NA,1.572431152,1.25857E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,NA,2.096811183,1.03036E-05,NA,straight,aligned,Pan2015
PVDF,534000,CF/DMF,,,,,coaxial,NA,0.00063,NA,Cu,NA,NA,2.621381535,9.64296E-06,NA,straight,aligned,Pan2015
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.02,10000,NA,4.76266E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.02,8000,NA,5.53798E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.03,12000,NA,5.53798E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.03,10000,NA,5.64873E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.03,8000,NA,5.87025E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.04,12000,NA,5.87025E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.04,10000,NA,6.20253E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.02,6000,NA,6.53481E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.04,8000,NA,6.86709E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.03,6000,NA,7.08861E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.02,4000,NA,7.97468E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.04,6000,NA,7.97468E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.03,4000,NA,8.41772E-06,NA,coil,randomly distributed,Brown2014
PCL,80000,CF/DMF,,,,,melt,NA,0.000718,1.389E-12,Al,0.04,4000,NA,9.96835E-06,NA,coil,randomly distributed,Brown2014
PCL,80001,CF/DMF,,,,,melt,NA,0.000719,2.778E-12,Al,0.02,6000,NA,1.39557E-05,NA,coil,randomly distributed,Brown2014
PCL,80002,CF/DMF,,,,,melt,NA,0.00072,2.778E-12,Al,0.02,8000,NA,1.26266E-05,NA,coil,randomly distributed,Brown2014
PCL,80003,CF/DMF,,,,,melt,NA,0.000721,2.778E-12,Al,0.02,10000,NA,1.11867E-05,NA,coil,randomly distributed,Brown2014
PCL,80004,CF/DMF,,,,,melt,NA,0.000722,2.778E-12,Al,0.02,12000,NA,1.04114E-05,NA,coil,randomly distributed,Brown2014
PCL,80005,CF/DMF,,,,,melt,NA,0.000723,2.778E-12,Al,0.03,6000,NA,1.50633E-05,NA,coil,randomly distributed,Brown2014
PCL,80006,CF/DMF,,,,,melt,NA,0.000724,2.778E-12,Al,0.03,8000,NA,1.30696E-05,NA,coil,randomly distributed,Brown2014
PCL,80007,CF/DMF,,,,,melt,NA,0.000725,2.778E-12,Al,0.03,10000,NA,1.20728E-05,NA,coil,randomly distributed,Brown2014
PCL,80008,CF/DMF,,,,,melt,NA,0.000726,2.778E-12,Al,0.03,12000,NA,1.05222E-05,NA,coil,randomly distributed,Brown2014
PCL,80009,CF/DMF,,,,,melt,NA,0.000727,2.778E-12,Al,0.04,6000,NA,1.57278E-05,NA,coil,randomly distributed,Brown2014
PCL,80010,CF/DMF,,,,,melt,NA,0.000728,2.778E-12,Al,0.04,8000,NA,1.36234E-05,NA,coil,randomly distributed,Brown2014
PCL,80011,CF/DMF,,,,,melt,NA,0.000729,2.778E-12,Al,0.04,10000,NA,1.21835E-05,NA,coil,randomly distributed,Brown2014
PCL,80012,CF/DMF,,,,,melt,NA,0.00073,2.778E-12,Al,0.04,12000,NA,1.16297E-05,NA,coil,randomly distributed,Brown2014
PCL,80013,CF/DMF,,,,,melt,NA,0.000731,2.778E-12,Al,0.06,6000,NA,0.000014288,NA,coil,randomly distributed,Brown2014
PCL,80014,CF/DMF,,,,,melt,NA,0.000732,2.778E-12,Al,0.06,8000,NA,1.22943E-05,NA,coil,randomly distributed,Brown2014
PCL,80015,CF/DMF,,,,,melt,NA,0.000733,2.778E-12,Al,0.06,10000,NA,1.16297E-05,NA,coil,randomly distributed,Brown2014
PCL,80016,CF/DMF,,,,,melt,NA,0.000734,2.778E-12,Al,0.06,12000,NA,1.14082E-05,NA,coil,randomly distributed,Brown2014
PCL,80017,CF/DMF,,,,,melt,NA,0.000735,5.556E-12,Al,0.02,6000,NA,2.65823E-05,NA,coil,randomly distributed,Brown2014
