Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference
PEtOx,50000,NA,,,,,melt,NA,0.00021,NA,Al,0.006,5000,0.00333,2.84075E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00021,NA,Al,0.005,4000,0.00333,2.85769E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00021,NA,Al,0.005,5000,0.00333,3.02247E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00021,NA,Al,0.005,6000,0.00333,3.04575E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00021,NA,Al,0.005,3000,0.00333,0.000038904,NA,straight,cross aligned,Hochleitner2014
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.02,0.000002823,2.175438595,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.01,3.2707E-06,NA,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.02,3.7185E-06,0.169959875,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.005,3.8342E-06,NA,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.01,4.8454E-06,NA,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.001,5.4769E-06,NA,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.005,7.3542E-06,NA,meander,aligned,Jiang2018
PEO,30000,Water/Ethanol,,,,,xy stage,8,0.00021,8.334E-12,Si,0.002,2000,0.001,9.7688E-06,NA,meander,aligned,Jiang2018
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,200,0.04,5.07E-08,NA,straight,single,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,400,0.08,1.852E-07,NA,straight,aligned,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,300,0.04,1.882E-07,NA,straight,single,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,400,0.06,2.047E-07,NA,straight,aligned,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,400,0.04,3.653E-07,NA,straight,aligned,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,400,0.04,3.665E-07,NA,straight,single,Madou2011
PEO,4000000,Water,,,,,xy stage,2,0.00021,2.78E-13,C/Si,0.001,400,0.02,4.225E-07,NA,straight,aligned,Madou2011
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,485.5967078,0.02,1.74074E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,0.7,0.000020519,0,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,3974.670072,0.02,2.13272E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,971.8319852,0.02,2.25617E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,1.5,0.000022747,0.0002771,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,0.2,0.000023861,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,3466.723428,0.02,2.39506E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,1459.912019,0.02,2.69136E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,1,0.000027499,0.0002979,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,1956.932028,0.02,2.90432E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,2453.526323,0.02,0.000031358,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,2941.961118,0.02,3.55556E-05,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,0.1,0.000036188,NA,meander,aligned,Zheng2014
PEO,300000,Water/Ethanol,,,,,xy stage,14,0.00021,1.389E-11,PET,0.002,4000,0.05,0.000065816,NA,meander,aligned,Zheng2014
PVDF,534000,Acetone/DMSO,,,,,xy stage,20,0.00023,NA,NA,NA,900,0.08,4.15439E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,20,0.00023,NA,NA,NA,900,0.08,5.20805E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,20,0.00023,NA,NA,NA,900,0.08,5.82091E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.09,6.68091E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,800,0.08,7.43192E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,800,0.08,0.000008047,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1000,0.08,8.68401E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.09,8.78225E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,800,0.08,9.00301E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1000,0.08,9.2303E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.08,9.35973E-06,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.08,1.01491E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1000,0.08,1.03234E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.09,1.06962E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.08,0.000010807,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,16,0.00023,NA,NA,NA,900,0.08,1.12748E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.06,0.000011655,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,16,0.00023,NA,NA,NA,900,0.08,1.18887E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.08,1.23949E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.08,1.30095E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1500,0.08,1.32819E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,16,0.00023,NA,NA,NA,900,0.08,1.42131E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.07,1.43277E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.08,1.46484E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1500,0.08,1.57402E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.07,1.69066E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.07,1.81483E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.06,2.14259E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.05,0.000021585,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.05,2.31133E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1500,0.08,2.33888E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.05,2.51191E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.03,2.60797E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.03,2.92281E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,900,0.06,3.29788E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00023,NA,NA,NA,1200,0.03,3.46761E-05,NA,straight,aligned,Liu2013
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.005,0.0000334,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.005,0.0000422,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.0075,0.0000468,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.005,0.0000478,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.005,0.000048,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,12000,0.0075,0.0000802,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,8000,0.0075,0.0000872,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,10000,0.0025,0.0000998,NA,coil,single,Kolan2018
PCL,50000,CF,,,,,xy stage,18.34997064,0.00025,NA,NA,NA,6000,0.0075,0.000103,NA,coil,single,Kolan2018
PEO,200000,Water/Ethanol,,,,,xy stage,14,0.00025,3E-12,Si,0.00525,1600,0.15,0.0000003,0.0003,meander,aligned,Nagle2019
MEH-PPV/PEO,380000,toluene,,,,,xy stage,0.08,0.00026,1.389E-11,SiO2/Si,0.0005,1300,0.5,1.376E-07,0.0000884,straight,aligned,Camillo2013
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,3000,0.00333,3.77719E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,4000,0.00333,4.00863E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.006,5000,0.00333,4.06597E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.007,5000,0.00333,4.36442E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,5000,0.00333,4.37461E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.004,5000,0.00333,4.44267E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,5000,0.00333,0.00004447,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,6500,0.00333,4.47279E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.005,6000,0.00333,4.54575E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.00026,NA,Al,0.003,5000,0.00333,4.83509E-05,NA,straight,cross aligned,Hochleitner2014
PVDF/MWCNT,534000,DMSO/Acetone,,,,,rotating drum,16,0.00026,NA,Si,0.001,NA,NA,0.0000005,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,20,0.00026,NA,Si,0.001,NA,NA,0.0000007,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,20,0.00026,NA,Si,0.001,NA,NA,0.000001,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.00026,NA,Si,0.001,NA,NA,0.0000012,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,16,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.0000013,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,16,0.00026,NA,Si,0.001,NA,NA,0.000002,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,18,0.00026,NA,Si,0.001,NA,NA,0.000002,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,16,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.000002,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,rotating drum,16,0.00026,NA,Si,0.001,NA,NA,0.0000025,NA,straight,cross aligned,Liu2015a
PVDF/MWCNT,534000,DMSO/Acetone,,,,,rotating drum,16,0.00026,NA,Si,0.001,NA,NA,0.0000025,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,20,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.000005,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,20,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.000009,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,18,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.00001,NA,straight,cross aligned,Liu2015a
PVDF/MWCNT,534000,DMSO/Acetone,,,,,xy stage,16,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.00001,NA,straight,cross aligned,Liu2015a
PVDF/MWCNT,534000,DMSO/Acetone,,,,,xy stage,16,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.000015,NA,straight,cross aligned,Liu2015a
PVDF,534000,DMSO/Acetone,,,,,xy stage,18,0.00026,1.6668E-11,Si,0.001,NA,0.07,0.00002,NA,straight,cross aligned,Liu2015a
PCL,80000,NA,,,,,xy stage,NA,0.00026,2.778E-12,PE,0.002,3000,NA,0.0000068,NA,meander,aligned,You2017
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00028,NA,NA,NA,900,0.06,5.07374E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00028,NA,NA,NA,900,0.06,6.28826E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.00028,NA,NA,NA,900,0.06,6.70278E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.0003,NA,NA,NA,900,0.06,7.59681E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.0003,NA,NA,NA,900,0.06,7.95212E-05,NA,straight,aligned,Liu2013
PVDF,534000,Acetone/DMSO,,,,,xy stage,18,0.0003,NA,NA,NA,900,0.06,8.95881E-05,NA,straight,aligned,Liu2013
PCL,45028,DMF,,,,,xy stage,70,0.00031,1.2101E-09,NA,NA,3900,0.2,0.000058705,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,60,0.00031,1.2101E-09,NA,NA,3900,0.2,0.000064901,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,50,0.00031,1.2101E-09,NA,NA,3350,0.2,0.000068554,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,45,0.00031,0,NA,NA,3350,0.2,0.000070497,NA,straight,single,Parajuli2016
PCL,45028,DMF,,,,,xy stage,25,0.00031,0,NA,NA,3350,0.2,0.000110404,NA,straight,single,Parajuli2016
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,20000,NA,2.69899E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,20000,NA,2.84748E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,15000,NA,3.37781E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,15000,NA,3.65358E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,20000,NA,3.74268E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,20000,NA,3.9336E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,15000,NA,4.08209E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,10000,NA,4.26876E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,15000,NA,4.37907E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,15000,NA,4.67606E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,20000,NA,4.85442E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,20000,NA,4.95183E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,10000,NA,5.05789E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,11,0.000337,2.83356E-10,Al,NA,10000,NA,5.24881E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,10000,NA,5.39306E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,20000,NA,5.42276E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,15000,NA,5.57125E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,20000,NA,5.88945E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,15000,NA,5.97854E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,15000,NA,6.01673E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,10000,NA,6.27129E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,20000,NA,6.91192E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,15000,NA,7.23012E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,8,0.000337,2.83356E-10,Al,NA,10000,NA,7.5568E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,10000,NA,7.71819E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,10000,NA,8.64716E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,20,0.000337,2.83356E-10,Al,NA,10000,NA,9.16476E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,10000,NA,9.83934E-07,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,20,0.000337,2.83356E-10,Al,NA,15000,NA,1.01406E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,10000,NA,1.03272E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,17,0.000337,2.83356E-10,Al,NA,20000,NA,1.08153E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,14,0.000337,2.83356E-10,Al,NA,10000,NA,1.2211E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,20,0.000337,2.83356E-10,Al,NA,10000,NA,1.22407E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,20,0.000337,2.83356E-10,Al,NA,15000,NA,1.29619E-06,NA,straight,cross aligned,Beachley2011
PCL,80000,DCM/Methanol,,,,,xy stage,20,0.000337,2.83356E-10,Al,NA,10000,NA,1.32589E-06,NA,straight,cross aligned,Beachley2011
PEtOx,50000,NA,,,,,melt,NA,0.000337,NA,Al,0.005,7000,0.00333,0.000015016,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.000337,NA,Al,0.005,6000,0.00333,3.09265E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.000337,NA,Al,0.005,5000,0.00333,4.67093E-05,NA,straight,cross aligned,Hochleitner2014
PEtOx,50000,NA,,,,,melt,NA,0.000337,NA,Al,0.005,4000,0.00333,5.91054E-05,NA,straight,cross aligned,Hochleitner2014
PLA/PEG,72000,NA,,,,,melt,NA,0.000337,NA,Si,0.0035,4000,0.08333,0.000031,NA,straight,mesh,Hochleitner2017
PCL,80000,CF/DMF,,,,,aligned needles,10,0.000337,1.389E-10,Si,0.06,15000,NA,1.208E-07,NA,straight,randomly distributed,Sonntag2020
PDO,NA,HFP,,,,,xy stage,14,0.00034,4.167E-12,Al,0.0025,1200,0.03,0.000003187,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.1,0.000003632,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0025,1200,0.03,0.000003812,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0025,1200,0.03,0.000003875,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1100,0.03,0.000004562,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1300,0.03,0.000004623,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,20,0.00034,4.167E-12,Al,0.0025,1200,0.03,0.000004812,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1400,0.03,0.000004927,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1200,0.03,0.000005171,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.05,0.000005214,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1500,0.03,0.000005353,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,16,0.00034,4.167E-12,Al,0.0018,1600,0.03,0.000005505,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,22,0.00034,4.167E-12,Al,0.0025,1200,0.03,0.000005781,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0018,1200,0.03,0.000005937,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.04,0.000006152,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.03,0.000006621,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.003,1300,0.03,0.000006718,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0028,1300,0.03,0.000007343,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0022,1300,0.03,0.000007656,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0026,1300,0.03,0.000007656,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.0024,1300,0.03,0.000008124,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.02,0.000008144,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,4.167E-12,Al,0.002,1300,0.03,0.000008749,NA,straight,mesh,E.King2019
PDO,NA,HFP,,,,,xy stage,18,0.00034,2.778E-12,Al,0.0018,1200,0.01,0.000010136,NA,straight,mesh,E.King2019
