Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference,\Pi_1,R_{jet},Oh
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,5000.0,0.0033299999999999996,4.447e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,6500.0,0.0033299999999999996,4.47279e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,6000.0,0.0033299999999999996,4.54575e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.003,5000.0,0.0033299999999999996,4.83509e-05,,straight,cross aligned,Hochleitner2014,,,
PVDF/MWCNT,534000.0,DMSO/Acetone,,,,,rotating drum,16.0,0.00026000000000000003,,Si,0.001,,,5e-07,,straight,cross aligned,Liu2015a,,6.25e-14,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,20.0,0.00026000000000000003,,Si,0.001,,,7e-07,,straight,cross aligned,Liu2015a,,7.826237921249263e-14,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,20.0,0.00026000000000000003,,Si,0.001,,,1e-06,,straight,cross aligned,Liu2015a,,1.1180339887498948e-13,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,18.0,0.00026000000000000003,,Si,0.001,,,1.2e-06,,straight,cross aligned,Liu2015a,,1.414213562373095e-13,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,16.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,1.3e-06,,straight,cross aligned,Liu2015a,,1.625e-13,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,16.0,0.00026000000000000003,,Si,0.001,,,2e-06,,straight,cross aligned,Liu2015a,,2.5e-13,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,18.0,0.00026000000000000003,,Si,0.001,,,2e-06,,straight,cross aligned,Liu2015a,,2.3570226039551584e-13,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,16.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,2e-06,,straight,cross aligned,Liu2015a,,2.5e-13,
PVDF,534000.0,DMSO/Acetone,,,,,rotating drum,16.0,0.00026000000000000003,,Si,0.001,,,2.5e-06,,straight,cross aligned,Liu2015a,,3.1250000000000003e-13,
PVDF/MWCNT,534000.0,DMSO/Acetone,,,,,rotating drum,16.0,0.00026000000000000003,,Si,0.001,,,2.5e-06,,straight,cross aligned,Liu2015a,,3.1250000000000003e-13,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,20.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,5e-06,,straight,cross aligned,Liu2015a,,5.590169943749474e-13,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,20.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,9e-06,,straight,cross aligned,Liu2015a,,1.0062305898749054e-12,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,18.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,1e-05,,straight,cross aligned,Liu2015a,,1.1785113019775794e-12,
PVDF/MWCNT,534000.0,DMSO/Acetone,,,,,xy stage,16.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,1e-05,,straight,cross aligned,Liu2015a,,1.2500000000000001e-12,
PVDF/MWCNT,534000.0,DMSO/Acetone,,,,,xy stage,16.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,1.4999999999999999e-05,,straight,cross aligned,Liu2015a,,1.8749999999999996e-12,
PVDF,534000.0,DMSO/Acetone,,,,,xy stage,18.0,0.00026000000000000003,1.6667999999999998e-11,Si,0.001,,0.07,2e-05,,straight,cross aligned,Liu2015a,,2.3570226039551587e-12,
PCL,80000.0,,,,,,xy stage,,0.00026000000000000003,2.7779999999999997e-12,PE,0.002,3000.0,,6.8e-06,,meander,aligned,You2017,,,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00028,,,,900.0,0.06,5.07374e-05,,straight,aligned,Liu2013,,5.9794599332957225e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00028,,,,900.0,0.06,6.28826e-05,,straight,aligned,Liu2013,,7.410785479773532e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00028,,,,900.0,0.06,6.70278e-05,,straight,aligned,Liu2013,,7.899301984669278e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.0003,,,,900.0,0.06,7.596810000000001e-05,,straight,aligned,Liu2013,,8.952926443976295e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.0003,,,,900.0,0.06,7.95212e-05,,straight,aligned,Liu2013,,9.371663294681947e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.0003,,,,900.0,0.06,8.958809999999999e-05,,straight,aligned,Liu2013,,1.0558058837269754e-11,
PCL,45028.0,DMF,,,,,xy stage,70.0,0.00031,1.2101e-09,,,3900.0,0.2,5.8705e-05,,straight,single,Parajuli2016,,3.5082947755487787e-12,
PCL,45028.0,DMF,,,,,xy stage,60.0,0.00031,1.2101e-09,,,3900.0,0.2,6.490100000000001e-05,,straight,single,Parajuli2016,,4.189341535870126e-12,
PCL,45028.0,DMF,,,,,xy stage,50.0,0.00031,1.2101e-09,,,3350.0,0.2,6.8554e-05,,straight,single,Parajuli2016,,4.847499827746258e-12,
PCL,45028.0,DMF,,,,,xy stage,45.0,0.00031,0.0,,,3350.0,0.2,7.0497e-05,,straight,single,Parajuli2016,,5.254536140326755e-12,
PCL,45028.0,DMF,,,,,xy stage,25.0,0.00031,0.0,,,3350.0,0.2,0.000110404,,straight,single,Parajuli2016,,1.10404e-11,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,20000.0,,2.69899e-07,,straight,cross aligned,Beachley2011,,4.771185328386699e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,20000.0,,2.84748e-07,,straight,cross aligned,Beachley2011,,5.033681043232675e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,15000.0,,3.37781e-07,,straight,cross aligned,Beachley2011,,5.97118089139933e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,15000.0,,3.6535800000000003e-07,,straight,cross aligned,Beachley2011,,6.458677984018866e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,20000.0,,3.7426800000000003e-07,,straight,cross aligned,Beachley2011,,5.642302395621522e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,20000.0,,3.9335999999999997e-07,,straight,cross aligned,Beachley2011,,5.930125125155455e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,15000.0,,4.08209e-07,,straight,cross aligned,Beachley2011,,6.153982222937215e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,10000.0,,4.26876e-07,,straight,cross aligned,Beachley2011,,7.546172858144716e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,15000.0,,4.37907e-07,,straight,cross aligned,Beachley2011,,6.601696418500737e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,15000.0,,4.67606e-07,,straight,cross aligned,Beachley2011,,7.049425689631487e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,20000.0,,4.854419999999999e-07,,straight,cross aligned,Beachley2011,,5.886848944444376e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,20000.0,,4.95183e-07,,straight,cross aligned,Beachley2011,,7.465164607102536e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,10000.0,,5.05789e-07,,straight,cross aligned,Beachley2011,,7.625056073132124e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,11.0,0.000337,2.83356e-10,Al,,10000.0,,5.248810000000001e-07,,straight,cross aligned,Beachley2011,,7.912878802666059e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,10000.0,,5.39306e-07,,straight,cross aligned,Beachley2011,,9.533673243364804e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,20000.0,,5.422760000000001e-07,,straight,cross aligned,Beachley2011,,7.246467860965094e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,15000.0,,5.57125e-07,,straight,cross aligned,Beachley2011,,7.444895970022971e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,20000.0,,5.88945e-07,,straight,cross aligned,Beachley2011,,7.870108605905639e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,15000.0,,5.97854e-07,,straight,cross aligned,Beachley2011,,7.250044678523591e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,15000.0,,6.01673e-07,,straight,cross aligned,Beachley2011,,8.040193660258706e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,10000.0,,6.27129e-07,,straight,cross aligned,Beachley2011,,8.38036376896484e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,20000.0,,6.91192e-07,,straight,cross aligned,Beachley2011,,8.381934187005653e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,15000.0,,7.230119999999999e-07,,straight,cross aligned,Beachley2011,,8.767808366438457e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,8.0,0.000337,2.83356e-10,Al,,10000.0,,7.5568e-07,,straight,cross aligned,Beachley2011,,1.3358661310176254e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,10000.0,,7.71819e-07,,straight,cross aligned,Beachley2011,,9.359680178995872e-14,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,10000.0,,8.64716e-07,,straight,cross aligned,Beachley2011,,1.1555253603077198e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,20.0,0.000337,2.83356e-10,Al,,10000.0,,9.16476e-07,,straight,cross aligned,Beachley2011,,1.0246513178735487e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,10000.0,,9.83934e-07,,straight,cross aligned,Beachley2011,,1.193195238422496e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,20.0,0.000337,2.83356e-10,Al,,15000.0,,1.0140600000000001e-06,,straight,cross aligned,Beachley2011,,1.1337535466317184e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,10000.0,,1.03272e-06,,straight,cross aligned,Beachley2011,,1.252356953437609e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,17.0,0.000337,2.83356e-10,Al,,20000.0,,1.08153e-06,,straight,cross aligned,Beachley2011,,1.311547772727726e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,14.0,0.000337,2.83356e-10,Al,,10000.0,,1.2211e-06,,straight,cross aligned,Beachley2011,,1.6317635124963073e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,20.0,0.000337,2.83356e-10,Al,,10000.0,,1.22407e-06,,straight,cross aligned,Beachley2011,,1.3685518646090838e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,20.0,0.000337,2.83356e-10,Al,,15000.0,,1.29619e-06,,straight,cross aligned,Beachley2011,,1.449184475877726e-13,
PCL,80000.0,DCM/Methanol,,,,,xy stage,20.0,0.000337,2.83356e-10,Al,,10000.0,,1.32589e-06,,straight,cross aligned,Beachley2011,,1.482390085343598e-13,
PEtOx,50000.0,,,,,,melt,,0.000337,,Al,0.005,7000.0,0.0033299999999999996,1.5016e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.000337,,Al,0.005,6000.0,0.0033299999999999996,3.09265e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.000337,,Al,0.005,5000.0,0.0033299999999999996,4.6709300000000004e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.000337,,Al,0.005,4000.0,0.0033299999999999996,5.91054e-05,,straight,cross aligned,Hochleitner2014,,,
PLA/PEG,72000.0,,,,,,melt,,0.000337,,Si,0.0035,4000.0,0.08333,3.1e-05,,straight,mesh,Hochleitner2017,,,
PCL,80000.0,CF/DMF,0.055999999999999994,0.00981,25.0,1215.525,aligned needles,10.0,0.000337,1.389e-10,Si,0.06,15000.0,,1.208e-07,,straight,randomly distributed,Sonntag2020,1.7821305701179557e-08,1.910015706741701e-14,2324.436067402562
PDO,,HFP,,,,,xy stage,14.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0025,1200.0,0.03,3.1869999999999997e-06,,straight,mesh,E.King2019,,4.2588078898744825e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.1,3.6319999999999997e-06,,straight,mesh,E.King2019,,4.280353048782567e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0025,1200.0,0.03,3.812e-06,,straight,mesh,E.King2019,,4.765e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0025,1200.0,0.03,3.875e-06,,straight,mesh,E.King2019,,4.566731295163119e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1100.0,0.03,4.562e-06,,straight,mesh,E.King2019,,5.702499999999999e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1300.0,0.03,4.6230000000000005e-06,,straight,mesh,E.King2019,,5.77875e-13,
PDO,,HFP,,,,,xy stage,20.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0025,1200.0,0.03,4.812e-06,,straight,mesh,E.King2019,,5.379979553864494e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1400.0,0.03,4.927e-06,,straight,mesh,E.King2019,,6.158749999999999e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1200.0,0.03,5.171e-06,,straight,mesh,E.King2019,,6.46375e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.05,5.2139999999999995e-06,,straight,mesh,E.King2019,,6.144757928511098e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1500.0,0.03,5.352999999999999e-06,,straight,mesh,E.King2019,,6.691249999999999e-13,
PDO,,HFP,,,,,xy stage,16.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1600.0,0.03,5.505e-06,,straight,mesh,E.King2019,,6.88125e-13,
PDO,,HFP,,,,,xy stage,22.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0025,1200.0,0.03,5.781e-06,,straight,mesh,E.King2019,,6.16256670625892e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1200.0,0.03,5.937e-06,,straight,mesh,E.King2019,,6.996821599840888e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.04,6.1520000000000006e-06,,straight,mesh,E.King2019,,7.250201529766068e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.03,6.621000000000001e-06,,straight,mesh,E.King2019,,7.802923330393553e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.003,1300.0,0.03,6.718e-06,,straight,mesh,E.King2019,,7.917238926685377e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0028,1300.0,0.03,7.343e-06,,straight,mesh,E.King2019,,8.653808490421363e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0022,1300.0,0.03,7.656000000000001e-06,,straight,mesh,E.King2019,,9.022682527940347e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0026,1300.0,0.03,7.656000000000001e-06,,straight,mesh,E.King2019,,9.022682527940347e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0024,1300.0,0.03,8.124e-06,,straight,mesh,E.King2019,,9.574225817265853e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.02,8.144e-06,,straight,mesh,E.King2019,,9.597796043305405e-13,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.002,1300.0,0.03,8.749e-06,,straight,mesh,E.King2019,,1.031079538100184e-12,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,2.7779999999999997e-12,Al,0.0018,1200.0,0.01,1.0136000000000001e-05,,straight,mesh,E.King2019,,1.1945390556844744e-12,
PDO,,HFP,,,,,xy stage,18.0,0.00033999999999999997,4.1669999999999995e-12,Al,0.0018,1300.0,0.03,1.2343e-05,,straight,mesh,E.King2019,,1.454636500030926e-12,
PEO,,,,,,,rotating drum,8.0,0.00036,1.3334000000000003e-11,,,9500.0,,3.7e-07,,straight,cross aligned,Sarkar2007,,6.540737725975565e-14,
PEO/SWCNT,,,,,,,rotating drum,8.0,0.00036,1.3334000000000003e-11,,,9300.0,,3.8e-07,,straight,cross aligned,Sarkar2007,,6.717514421272201e-14,
PEO/Au NP,,,,,,,rotating drum,10.0,0.00036,1.6667999999999998e-11,,,9300.0,,3.9e-07,,straight,cross aligned,Sarkar2007,,6.16644143732834e-14,
PEO/FeAl NP,,,,,,,rotating drum,6.0,0.00036,1.1667999999999999e-11,,,9500.0,,4e-07,,straight,cross aligned,Sarkar2007,,8.16496580927726e-14,
PS,,,,,,,rotating drum,20.0,0.00036,1.0000999999999998e-11,,,11000.0,,4.1e-07,,straight,cross aligned,Sarkar2007,,4.583939353874569e-14,
PIB,,,,,,,rotating drum,15.0,0.00036,2.0001999999999997e-11,,,12000.0,,4.2e-07,,straight,cross aligned,Sarkar2007,,5.422176684690383e-14,
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,2.05429e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,2.4210039825395213e-14,2064.6114093485685
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,2.64756e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,3.1201793826637593e-14,1818.6381347563304
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,3.24086e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,3.819390138127057e-14,1643.7624821275513
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,3.4131100000000006e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,4.022388709892696e-14,1601.7475058391342
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,3.58536e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,4.2253872816583327e-14,1562.79788402828
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,3.68876e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,4.347245350282815e-14,1540.7387278793105
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,3.7576099999999995e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,4.4283858534239704e-14,1526.5581336661483
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,16000.0,,3.949e-07,,straight,cross aligned,Liu2014,0.00029198427260812587,4.6539411315094606e-14,1489.1060638950787
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,4.1480899999999997e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,4.888570946620176e-14,1452.9314137565218
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,5.25814e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,6.196777417380388e-14,1290.4854919527788
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,6.04283e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,7.121543450929176e-14,1203.7852308897475
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,6.36819e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,7.5049838881406e-14,1172.6305184938399
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,6.57872e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,7.753095872545939e-14,1153.714890008454
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,14000.0,,6.8658e-07,,straight,cross aligned,Liu2014,0.0002235504587155964,8.091422897117663e-14,1129.3371765057548
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,7.045659999999999e-07,,straight,cross aligned,Liu2014,0.0001642411533420708,8.303389939891349e-14,1114.829258429503
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,7.33274e-07,,straight,cross aligned,Liu2014,0.0001642411533420708,8.641716964463074e-14,1092.7883485723007
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,7.63896e-07,,straight,cross aligned,Liu2014,0.0001642411533420708,9.002600695354648e-14,1070.6612409705633
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,8.672459999999999e-07,,straight,cross aligned,Liu2014,0.0001642411533420708,1.0220592125948475e-13,1004.8426179169114
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,8.92893e-07,,straight,cross aligned,Liu2014,0.00011405635648754916,1.0522844919566665e-13,990.3061814327685
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,1.0012200000000002e-06,,straight,cross aligned,Liu2014,0.0001642411533420708,1.179949085765992e-13,935.199876619848
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.0077299999999999e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.1876211943418656e-13,932.1742568874212
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.1034200000000002e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.3003929408281006e-13,890.8380801135353
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,1.1639e-06,,straight,cross aligned,Liu2014,0.0001642411533420708,1.3716693043717043e-13,867.3839164252877
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.18189e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.392870722694281e-13,860.7572115560815
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.19911e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.413164687314335e-13,854.5543448494209
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,12000.0,,1.20218e-06,,straight,cross aligned,Liu2014,0.0001642411533420708,1.416782717011406e-13,853.4625121483168
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.2795e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.5079052108803126e-13,827.2733877804659
PVDF,534000.0,DMSO/Acetone,0.055999999999999994,0.00981,25.0,1215.525,rotating drum,18.0,0.000381,,Si,0.0005,10000.0,,1.45174e-06,,straight,cross aligned,Liu2014,0.00011405635648754916,1.7108919975329308e-13,776.6489821955252
PEO,300000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.0004,,Si,0.0005,1100.0,0.2,7.4e-07,2e-05,straight,single,Fuh2011,1.3800819134993448e-06,1.308147545195113e-13,888.1937434621236
PEO/Chitosan,900000.0,DMSO,0.055999999999999994,0.00981,25.0,1215.525,xy stage,5.0,0.0004,2.7999999999999997e-14,,0.0005,800.0,,2.81873e-07,0.0001,curved,aligned,Fuh2012,7.299606815203146e-07,6.302871890217982e-14,1279.5782073655732
PEO/Chitosan,900000.0,DMSO,0.055999999999999994,0.00981,25.0,1215.525,xy stage,5.0,0.0004,2.7999999999999997e-14,,0.0005,600.0,,3.1963e-07,0.0001,curved,aligned,Fuh2012,4.1060288335517697e-07,7.147144076482578e-14,1201.6273548990532
PEO/Chitosan,900000.0,DMSO,0.055999999999999994,0.00981,25.0,1215.525,xy stage,5.0,0.0004,2.7999999999999997e-14,,0.0005,800.0,,4.1510399999999996e-07,0.0001,curved,aligned,Fuh2012,7.299606815203146e-07,9.282007617320726e-14,1054.4235926600243
