Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference,\Pi_1,R_{jet},Oh
PEtOx,50000.0,,,,,,melt,,0.00016,,Al,0.005,3000.0,0.0033299999999999996,2.1168099999999998e-05,,straight,cross aligned,Hochleitner2014,,,
PEO,1000000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,4.0,0.00016,8.334e-11,,0.003,1500.0,,5.74e-06,,straight,mesh,Ru2014,7.128522280471822e-08,1.435e-12,268.1699582468396
PEO,1000000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,4.0,0.00016,1.6668e-10,,0.003,1500.0,,1e-05,,straight,mesh,Ru2014,7.128522280471822e-08,2.5000000000000003e-12,203.17303614039957
PEO,1000000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,4.0,0.00016,2.5002e-10,,0.003,1500.0,,1.472e-05,,straight,mesh,Ru2014,7.128522280471822e-08,3.68e-12,167.46041593939503
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,auxiliary electrodes,4.0,0.00016,,Si,0.004,0.0,0.005,7.06107e-06,,straight,aligned discontinuous,Zhu2016,0.0,1.7652674999999998e-12,241.78581159441293
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,auxiliary electrodes,4.0,0.00016,,Si,0.004,1250.0,0.005,7.33946e-06,,meander,single,Zhu2016,2.7845790158093057e-08,1.834865e-12,237.15594535257674
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,auxiliary electrodes,4.0,0.00016,,Si,0.004,3750.0,0.005,1.2484100000000001e-05,,meander,single,Zhu2016,2.506121114228375e-07,3.121025e-12,181.83917451699273
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,auxiliary electrodes,4.0,0.00016,,Si,0.004,2500.0,0.005,1.27336e-05,,meander,single,Zhu2016,1.1138316063237223e-07,3.1833999999999995e-12,180.04889856106016
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,auxiliary electrodes,4.0,0.00016,,Si,0.004,5000.0,0.005,1.35901e-05,,meander,single,Zhu2016,4.455326425294889e-07,3.397525e-12,174.28288657890968
PCL,83000.0,,,,,,melt,,0.00018,,Al,0.0015,2900.0,0.09167,8.170000000000001e-07,0.0001006,straight,mesh,Dalton2015,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2300.0,0.02,,0.003034,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2400.0,0.02,,0.003034,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2500.0,0.02,,0.003078,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2600.0,0.02,,0.003092,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2700.0,0.02,,0.003087,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2800.0,0.02,,0.003105,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2300.0,0.02,,0.002798,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2400.0,0.02,,0.00281,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2500.0,0.02,,0.002836,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2600.0,0.02,,0.002825,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2700.0,0.02,,0.0028120000000000003,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2800.0,0.02,,0.0028190000000000003,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2300.0,0.02,,0.002718,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2400.0,0.02,,0.0027660000000000002,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2500.0,0.02,,0.002726,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2600.0,0.02,,0.002771,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2700.0,0.02,,0.0027530000000000002,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2800.0,0.02,,0.002779,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.003,2500.0,0.02,,0.002475,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0032,2500.0,0.02,,0.002515,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0034,2500.0,0.02,,0.002565,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0036,2500.0,0.02,,0.002589,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0038,2500.0,0.02,,0.002648,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.004,2500.0,0.02,,0.002724,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0042,2500.0,0.02,,0.0027649999999999997,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0044,2500.0,0.02,,0.0028640000000000002,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0046,2500.0,0.02,,0.002913,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.0048,2500.0,0.02,,0.00298,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,,,,,multinozzle xy stage,5.0,0.00018,3.3339999999999997e-12,,0.005,2500.0,0.02,,0.0030510000000000003,straight,aligned,Wang2017,,,
PEO,2000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,multinozzle xy stage,5.0,0.00018,,SST,0.004,2500.0,0.02,6.23219e-06,0.02520032,straight,aligned,Wang2018a,1.1138316063237223e-07,1.3935600488694414e-12,272.12800089036824
PCL,80000.0,CF,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.5,6.41e-07,,meander,single,Lee2012,3.637001163506032e-08,1.0804052795973454e-13,977.3333665825592
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.002,,,coil,single,Lee2012,,,
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.01,,,,single,Lee2012,,,
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.025,,,coil,single,Lee2012,,,
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.05,,,,single,Lee2012,,,
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.1,,,coil,single,Lee2012,,,
PCL,80000.0,CF,,,,,xy stage,8.8,0.0002,2.778e-11,Si,0.07,25000.0,0.2,,,coil,single,Lee2012,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,5000.0,0.0033299999999999996,2.57343e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.006999999999999999,5000.0,0.0033299999999999996,2.68891e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.004,5000.0,0.0033299999999999996,2.74622e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.003,5000.0,0.0033299999999999996,2.814e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,7000.0,0.0033299999999999996,2.83379e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.006,5000.0,0.0033299999999999996,2.84075e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,4000.0,0.0033299999999999996,2.85769e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,5000.0,0.0033299999999999996,3.02247e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,6000.0,0.0033299999999999996,3.04575e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00021,,Al,0.005,3000.0,0.0033299999999999996,3.8904e-05,,straight,cross aligned,Hochleitner2014,,,
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.02,2.823e-06,2.175438595,meander,aligned,Jiang2018,2.851408912188729e-07,4.990406108224058e-13,454.7452071162657
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.01,3.2707e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,5.781835373067101e-13,422.4771395408809
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.02,3.7185e-06,0.169959875,meander,aligned,Jiang2018,2.851408912188729e-07,6.573441414605442e-13,396.2229951374274
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.005,3.8342000000000005e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,6.777972051063651e-13,390.1990323582881
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.01,4.8454e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,8.565537993903244e-13,347.1033074872365
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.001,5.476900000000001e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,9.681882824701505e-13,326.4796857785726
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.005,7.3542e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,1.3000511725505267e-12,281.7447623614232
PEO,30000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,8.0,0.00021,8.333999999999999e-12,Si,0.002,2000.0,0.001,9.7688e-06,,meander,aligned,Jiang2018,2.851408912188729e-07,1.7268961810137863e-12,244.45727166060664
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,200.0,0.04,5.0700000000000004e-08,,straight,single,Madou2011,1.1405635648754916e-08,1.792515690307898e-14,2399.4107042479604
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,400.0,0.08,1.852e-07,,straight,aligned,Madou2011,4.5622542595019665e-08,6.54780879378743e-14,1255.417217425142
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,300.0,0.04,1.882e-07,,straight,single,Madou2011,2.566268020969856e-08,6.653874810965412e-14,1245.3710392746875
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,400.0,0.06,2.047e-07,,straight,aligned,Madou2011,4.5622542595019665e-08,7.237237905444313e-14,1194.1246138967867
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,400.0,0.04,3.653e-07,,straight,aligned,Madou2011,4.5622542595019665e-08,1.291530535837229e-13,893.8892934605745
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,400.0,0.04,3.665e-07,,straight,single,Madou2011,4.5622542595019665e-08,1.2957731765243483e-13,892.4247005159518
PEO,4000000.0,Water,0.055999999999999994,0.00981,25.0,1215.525,xy stage,2.0,0.00021,2.7800000000000003e-13,C/Si,0.001,400.0,0.02,4.225e-07,,straight,aligned,Madou2011,4.5622542595019665e-08,1.4937630752565814e-13,831.1802495964179
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,485.5967078,0.02,1.74074e-05,,meander,aligned,Zheng2014,1.6809352271088575e-08,2.326161671233168e-12,210.62801125771063
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,0.7,2.0519e-05,0.0,meander,aligned,Zheng2014,1.1405635648754917e-06,2.7419667114005182e-12,194.00145446452066
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,3974.670072,0.02,2.1327199999999998e-05,,meander,aligned,Zheng2014,1.126164105360008e-06,2.8499669792573287e-12,190.29008532018545
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,971.8319852,0.02,2.25617e-05,,meander,aligned,Zheng2014,6.73258567201939e-08,3.014933980827773e-12,185.0108385576773
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,1.5,2.2746999999999998e-05,0.0002771,meander,aligned,Zheng2014,1.1405635648754917e-06,3.0396957348909585e-12,184.25573653000112
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,0.2,2.3861e-05,,meander,aligned,Zheng2014,1.1405635648754917e-06,3.1885602466361792e-12,179.9031473662291
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,3466.7234280000002,0.02,2.39506e-05,,meander,aligned,Zheng2014,8.567180206965848e-07,3.200533550273856e-12,179.56632018860205
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,1459.9120189999999,0.02,2.6913600000000003e-05,,meander,aligned,Zheng2014,1.5193326798638403e-07,3.5964810801671128e-12,169.39367296297124
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,1.0,2.7499000000000002e-05,0.0002979,meander,aligned,Zheng2014,1.1405635648754917e-06,3.6747084456748795e-12,167.58094347607704
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,1956.9320280000002,0.02,2.90432e-05,,meander,aligned,Zheng2014,2.7299267471044907e-07,3.881060850555462e-12,163.06503533213146
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,2453.526323,0.02,3.1358e-05,,meander,aligned,Zheng2014,4.291221724453889e-07,4.190389011944902e-12,156.93105839301285
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,2941.961118,0.02,3.55556e-05,,meander,aligned,Zheng2014,6.169832425501042e-07,4.7513169064706985e-12,147.37678417306407
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,0.1,3.6188e-05,,meander,aligned,Zheng2014,1.1405635648754917e-06,4.835824911163407e-12,146.08337396581112
PEO,300000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00021,1.389e-11,PET,0.002,4000.0,0.05,6.581600000000001e-05,,meander,aligned,Zheng2014,1.1405635648754917e-06,8.795032948854062e-12,108.32216699182297
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,20.0,0.00022999999999999998,,,,900.0,0.08,4.1543900000000006e-06,,straight,aligned,Liu2013,,4.644749222522676e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,20.0,0.00022999999999999998,,,,900.0,0.08,5.208049999999999e-06,,straight,aligned,Liu2013,,5.822776915108889e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,20.0,0.00022999999999999998,,,,900.0,0.08,5.82091e-06,,straight,aligned,Liu2013,,6.50797522545415e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.09,6.68091e-06,,straight,aligned,Liu2013,,7.873527942495028e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,800.0,0.08,7.4319200000000005e-06,,straight,aligned,Liu2013,,8.75860171539321e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,800.0,0.08,8.047000000000001e-06,,straight,aligned,Liu2013,,9.48348044701358e-13,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1000.0,0.08,8.684010000000001e-06,,straight,aligned,Liu2013,,1.0234203931486317e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.09,8.78225e-06,,straight,aligned,Liu2013,,1.0349980881792595e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,800.0,0.08,9.00301e-06,,straight,aligned,Liu2013,,1.0610149036817166e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1000.0,0.08,9.2303e-06,,straight,aligned,Liu2013,,1.087801287064365e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.08,9.35973e-06,,straight,aligned,Liu2013,,1.1030547588458607e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.08,1.0149099999999999e-05,,straight,aligned,Liu2013,,1.1960829054900647e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1000.0,0.08,1.0323399999999998e-05,,straight,aligned,Liu2013,,1.216624357483534e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.09,1.06962e-05,,straight,aligned,Liu2013,,1.2605592588212582e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.08,1.0807e-05,,straight,aligned,Liu2013,,1.2736171640471698e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,16.0,0.00022999999999999998,,,,900.0,0.08,1.1274800000000001e-05,,straight,aligned,Liu2013,,1.40935e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.06,1.1655e-05,,straight,aligned,Liu2013,,1.3735549224548684e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,16.0,0.00022999999999999998,,,,900.0,0.08,1.1888699999999999e-05,,straight,aligned,Liu2013,,1.4860874999999998e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.08,1.23949e-05,,straight,aligned,Liu2013,,1.4607529736881896e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.08,1.30095e-05,,straight,aligned,Liu2013,,1.5331842783077317e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1500.0,0.08,1.32819e-05,,straight,aligned,Liu2013,,1.565286926173601e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,16.0,0.00022999999999999998,,,,900.0,0.08,1.42131e-05,,straight,aligned,Liu2013,,1.7766374999999998e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.07,1.43277e-05,,straight,aligned,Liu2013,,1.6885356381344161e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.08,1.4648399999999999e-05,,straight,aligned,Liu2013,,1.7263304955888369e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1500.0,0.08,1.57402e-05,,straight,aligned,Liu2013,,1.855000359538749e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.07,1.6906600000000002e-05,,straight,aligned,Liu2013,,1.9924619178014143e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.07,1.81483e-05,,straight,aligned,Liu2013,,2.13879766616797e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.06,2.14259e-05,,straight,aligned,Liu2013,,2.5250665305041413e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.05,2.1585e-05,,straight,aligned,Liu2013,,2.543816645318605e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.05,2.3113299999999998e-05,,straight,aligned,Liu2013,,2.7239285275998376e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1500.0,0.08,2.3388800000000002e-05,,straight,aligned,Liu2013,,2.7563965139693206e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.05,2.5119099999999998e-05,,straight,aligned,Liu2013,,2.960314324550501e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.03,2.6079699999999997e-05,,straight,aligned,Liu2013,,3.0735221202184667e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.03,2.92281e-05,,straight,aligned,Liu2013,,3.444564618533088e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,900.0,0.06,3.2978800000000003e-05,,straight,aligned,Liu2013,,3.886588852565819e-12,
PVDF,534000.0,Acetone/DMSO,,,,,xy stage,18.0,0.00022999999999999998,,,,1200.0,0.03,3.46761e-05,,straight,aligned,Liu2013,,4.086617575850473e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.005,3.34e-05,,coil,single,Kolan2018,,3.898511182495044e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.005,4.22e-05,,coil,single,Kolan2018,,4.925663829379966e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.0075,4.68e-05,,coil,single,Kolan2018,,5.4625845311607206e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.005,4.7799999999999996e-05,,coil,single,Kolan2018,,5.579306422852189e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.005,4.8e-05,,coil,single,Kolan2018,,5.602650801190483e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,12000.0,0.0075,8.02e-05,,coil,single,Kolan2018,,9.361095713655764e-12,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,8000.0,0.0075,8.72e-05,,coil,single,Kolan2018,,1.0178148955496045e-11,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,10000.0,0.0025,9.98e-05,,coil,single,Kolan2018,,1.1648844790808545e-11,
PCL,50000.0,CF,,,,,xy stage,18.34997064,0.00025,,,,6000.0,0.0075,0.000103,,coil,single,Kolan2018,,1.2022354844221243e-11,
PEO,200000.0,Water/Ethanol,0.055999999999999994,0.00981,25.0,1215.525,xy stage,14.0,0.00025,2.9999999999999997e-12,Si,0.00525,1600.0,0.15,3e-07,0.0003,meander,aligned,Nagle2019,2.6483834250170146e-08,4.0089186286863655e-14,1604.4362079107595
MEH-PPV/PEO,380000.0,toluene,0.055999999999999994,0.00981,25.0,1215.525,xy stage,0.08,0.00026000000000000003,1.389e-11,SiO2/Si,0.0005,1300.0,0.5,1.376e-07,8.840000000000001e-05,straight,aligned,Camillo2013,1.927552424639581e-06,2.4324473272817235e-13,651.3499026087366
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,3000.0,0.0033299999999999996,3.77719e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,4000.0,0.0033299999999999996,4.00863e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.006,5000.0,0.0033299999999999996,4.06597e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.006999999999999999,5000.0,0.0033299999999999996,4.36442e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.005,5000.0,0.0033299999999999996,4.37461e-05,,straight,cross aligned,Hochleitner2014,,,
PEtOx,50000.0,,,,,,melt,,0.00026000000000000003,,Al,0.004,5000.0,0.0033299999999999996,4.44267e-05,,straight,cross aligned,Hochleitner2014,,,
