Filename,esp_1
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_1
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Temperature ramp - 2
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus
0.0534748,1.00003,0.0188300,139.340,38.52,-21.7213,6.70890e-6
0.0537880,1.00001,0.0186585,144.300,39.15,-21.8916,6.43498e-6
0.0526092,0.999999,0.0184844,149.288,39.82,-22.2366,6.14799e-6
0.0518686,1.00003,0.0183224,154.252,40.49,-22.3104,5.91118e-6
0.0513789,1.00004,0.0181767,159.224,41.11,-22.7362,5.69931e-6
0.0519508,1.00003,0.0180336,164.204,41.79,-23.1926,5.47276e-6
0.0518640,1.00004,0.0178950,169.192,42.51,-22.9796,5.25127e-6
0.0502671,1.00002,0.0177802,174.164,43.16,-24.0175,5.07409e-6
0.0497527,1.00003,0.0176616,179.128,43.83,-24.1366,4.89187e-6
0.0497642,1.00002,0.0175570,184.112,44.45,-24.5507,4.74247e-6
0.0498899,1.00001,0.0174386,189.080,45.13,-24.3468,4.59832e-6
0.0505375,1.00003,0.0173243,194.060,45.78,-24.4278,4.46026e-6
0.0492926,0.999980,0.0172017,199.028,46.51,-25.1461,4.30935e-6
0.0484142,1.00001,0.0171046,204.000,47.16,-25.4779,4.18258e-6
0.0483919,1.00003,0.0170051,208.988,47.80,-25.9950,4.04436e-6
0.0484673,0.999998,0.0169109,213.956,48.44,-25.3332,3.91518e-6
0.0478280,1.00001,0.0168215,218.944,49.12,-26.0291,3.80737e-6
0.0470628,1.00003,0.0167359,223.908,49.77,-26.3606,3.71617e-6
0.0475589,1.00003,0.0167829,228.880,50.40,-26.3265,3.61369e-6
0.0477628,0.999986,0.0169722,233.852,51.13,-27.0880,3.52623e-6
0.0466992,1.00003,0.0174035,238.836,51.81,-26.9299,3.44716e-6
0.0475871,1.00000,0.0178836,243.804,52.45,-26.6217,3.36258e-6
0.0469106,1.00003,0.0185341,248.788,53.10,-27.0115,3.52700e-6
0.0462303,1.00018,0.0192950,253.764,53.75,-27.2304,3.67172e-6
0.0671503,0.999592,0.0201662,258.740,54.41,1.50239,4.01279e-6
0.0631803,0.999855,0.0209758,263.700,55.06,-7.00735,4.06704e-6
0.0828516,0.999390,0.0220249,268.676,55.79,-0.0755533,4.29498e-6
0.0547856,0.999874,0.0228364,273.664,56.43,-14.9577,4.40154e-6
0.0667662,1.00034,0.0232291,278.636,57.07,-9.55071,4.41856e-6
0.0823736,0.999747,0.0232595,283.604,57.74,-11.3514,4.14478e-6
0.0704908,1.00012,0.0231231,288.580,58.38,3.34738,4.21362e-6
0.0655734,0.999657,0.0227141,293.564,59.00,-13.1646,4.19333e-6
0.0649716,1.00010,0.0218707,298.532,59.76,-14.0805,3.67687e-6
0.0694016,0.999582,0.0211698,303.500,60.43,-5.21085,3.45770e-6
0.0486523,0.999979,0.0206572,308.480,61.05,-26.4028,3.27661e-6
0.0562436,1.00008,0.0200391,313.464,61.72,-18.5996,3.07581e-6
0.0527316,1.00007,0.0194648,318.428,62.39,-23.0775,2.80932e-6
0.0517160,1.00001,0.0192147,323.412,63.03,-24.5563,2.85215e-6
0.0479548,1.00035,0.0190569,328.380,63.68,-24.6465,2.81299e-6
0.0564542,0.999980,0.0190165,333.348,64.42,-20.4158,2.76903e-6
0.0569939,0.999812,0.0191482,338.340,65.07,-17.3066,2.79366e-6
0.0523190,1.00003,0.0194946,343.308,65.73,-23.2931,2.84432e-6
0.0581733,1.00010,0.0198198,348.280,66.37,-18.6763,2.80779e-6
0.0566231,1.00006,0.0202027,353.264,67.01,-21.4109,2.79414e-6
0.0568231,1.00006,0.0207348,358.232,67.64,-20.9804,2.86171e-6
0.0597326,0.999989,0.0215118,363.200,68.39,-20.2541,2.89236e-6
0.0634314,0.999992,0.0225235,368.184,69.06,-14.9115,2.92090e-6
0.0651704,1.00003,0.0241390,373.156,69.69,-16.0212,2.96654e-6
0.0636659,1.00003,0.0268557,378.128,70.34,-15.7730,3.12539e-6
0.0660134,1.00008,0.0307393,383.112,71.01,-15.7691,3.32497e-6
0.0830794,1.00020,0.0356510,388.080,71.66,-8.64614,3.75380e-6
0.0912022,0.999975,0.0415612,393.052,72.29,-4.99338,4.71646e-6
0.130039,0.999604,0.0497009,398.040,73.04,11.6764,6.54991e-6
0.232094,1.00066,0.0560038,403.004,73.68,48.3061,8.62864e-6
0.300490,1.00004,0.0608768,407.976,74.35,108.858,1.01747e-5
0.373346,0.999514,0.0655997,412.964,75.00,100.910,1.12987e-5
0.228205,0.998945,0.0695522,417.936,75.69,53.6068,1.05603e-5
0.232076,0.998987,0.0720445,422.908,76.30,31.9974,8.68413e-6
0.179776,1.00099,0.0728158,427.876,77.02,28.0649,6.40401e-6
0.108236,1.00067,0.0727825,432.852,77.67,-9.32061,6.71068e-6
0.0978187,0.999782,0.0707122,437.832,78.32,-19.2954,7.15399e-6
0.293537,1.00168,0.0676263,442.812,78.98,32.0973,7.91672e-6
0.337585,0.997014,0.0648566,447.780,79.62,42.4130,8.81967e-6
0.314158,0.999564,0.0642079,452.764,80.28,47.2290,9.03980e-6
0.197784,0.998861,0.0644689,457.732,80.92,33.5462,7.82229e-6
0.114189,0.999484,0.0649455,462.704,81.66,12.8613,6.38531e-6
0.139543,0.999738,0.0628733,467.688,82.32,30.1454,5.38426e-6
0.150576,1.00018,0.0603099,472.668,82.94,44.6733,5.25297e-6
0.135574,0.999897,0.0593780,477.636,83.59,51.7815,6.20969e-6
0.183562,1.00011,0.0638289,482.600,84.28,84.4144,7.26232e-6
0.279220,1.00275,,487.584,84.92,100.192,
0.281478,1.00162,,492.556,85.28,125.084,
0.172790,0.999832,,497.524,85.32,107.087,

