Filename,esp_4
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_4
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Temperature ramp - 2
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus
Pa,1/s,Pa.s,s,°C,Pa,Pa
7.26201e-3,0.999824,1.67421e-3,5.00400,20.18,25.3300,1.09621e-3
7.09702e-3,0.999979,1.67138e-3,9.98400,20.73,25.4512,8.07489e-4
6.70345e-3,1.00001,1.67257e-3,14.9560,21.36,25.6691,6.16453e-4
7.22808e-3,1.00069,1.66994e-3,19.9400,22.07,25.5604,4.76406e-4
7.14020e-3,0.999738,1.72652e-3,24.9040,22.83,26.2091,3.75328e-4
6.82529e-3,1.00000,1.89907e-3,29.8920,23.53,26.0248,3.37465e-4
6.99164e-3,1.00000,2.38829e-3,34.8520,24.26,26.5273,3.20856e-4
7.18657e-3,1.00001,3.36666e-3,39.8280,25.07,26.1907,3.33502e-4
7.09046e-3,0.999887,4.15947e-3,44.8160,25.76,26.9364,3.91316e-4
6.89419e-3,1.00005,5.28440e-3,49.7840,26.48,27.5690,4.42140e-4
7.10492e-3,0.999922,6.70114e-3,54.7640,27.13,27.7144,5.05913e-4
0.0286861,0.997312,9.07664e-3,59.7440,27.82,34.6866,6.12189e-4
0.0304400,1.00097,0.0120592,64.7200,28.46,31.4580,7.77097e-4
0.189594,0.999577,0.0168715,69.6800,29.15,59.8251,1.03280e-3
0.375270,1.00076,0.0238769,74.6520,29.86,90.2699,1.43168e-3
0.157144,0.998709,0.0337321,79.6360,30.53,53.4732,1.94918e-3
0.207968,1.00053,0.0468350,84.6080,31.16,57.3120,2.69544e-3
0.301790,1.00113,0.0581553,89.5800,31.84,74.5942,3.81122e-3
0.653451,1.00123,0.0739204,94.5640,32.49,108.286,4.10387e-3
0.773245,1.00048,0.0856226,99.5360,33.17,141.207,4.63504e-3
1.03616,0.997778,0.101282,104.504,33.88,172.615,4.49416e-3
1.00132,0.998295,0.105132,109.488,34.52,201.419,4.27250e-3
1.36229,1.00080,0.109006,114.460,35.19,223.181,4.32344e-3
1.34753,0.998203,0.121442,119.428,35.83,223.444,4.53028e-3
0.165441,0.997571,0.132414,124.416,36.48,55.5224,4.69006e-3
0.284240,1.00113,0.134134,129.388,37.13,92.2681,4.56142e-3
0.248241,1.00157,0.127901,134.360,37.88,95.0183,4.08788e-3
0.362376,1.00074,0.126672,139.332,38.53,120.189,3.63075e-3
0.341460,0.997876,0.121974,144.316,39.15,105.977,3.40575e-3
0.644195,1.00136,0.120930,149.288,39.83,141.684,3.07229e-3
0.800777,1.00185,0.119209,154.264,40.48,174.907,2.87613e-3
0.753432,0.996968,0.116782,159.236,41.11,125.253,3.21612e-3
0.356401,1.00013,0.101545,164.212,41.78,99.1875,3.45411e-3
0.349893,1.00134,0.0912894,169.184,42.52,91.6895,2.73971e-3
0.651304,1.00131,0.0830173,174.160,43.17,129.256,2.31930e-3
0.567699,0.998157,0.0704901,179.132,43.82,129.047,1.97647e-3
0.886744,0.998881,0.0689861,184.108,44.48,186.125,1.52013e-3
1.10879,1.00358,0.0648545,189.080,45.11,197.013,1.36793e-3
1.07371,1.00297,0.0606920,194.064,45.78,223.202,1.21021e-3
0.0186248,0.998588,0.0583080,199.040,46.43,36.3984,1.16873e-3
0.0617192,1.00222,0.0599820,204.012,47.14,44.9492,1.13980e-3
0.0600847,0.995807,0.0647817,208.980,47.79,48.6875,1.10768e-3
0.0303277,0.993106,0.0654389,213.964,48.47,38.4242,1.13792e-3
0.242340,0.995243,0.0677188,218.932,49.12,81.2334,1.09892e-3
0.224543,1.00642,0.0694509,223.900,49.77,59.6808,1.05519e-3
0.307422,0.997554,0.0702307,228.880,50.43,141.660,1.04814e-3
0.407736,0.996318,0.0659083,233.864,51.12,167.089,1.44408e-3
0.589692,0.998594,0.0822160,238.828,51.80,214.176,1.62264e-3
1.09422,1.00478,0.0954137,243.812,52.46,276.735,1.86510e-3
0.755853,1.00812,0.113538,248.784,53.10,227.282,2.28517e-3
0.947396,0.998439,0.130707,253.756,53.75,308.834,2.47571e-3
1.37460,1.00106,0.139798,258.740,54.42,382.431,2.45355e-3
1.33894,1.00617,0.156160,263.708,55.05,299.596,2.56229e-3
0.356491,0.995899,0.174295,268.688,55.77,110.374,2.71973e-3
0.504157,1.00343,0.192655,273.652,56.45,115.346,2.87816e-3
0.587885,0.999376,0.195791,278.640,57.08,156.327,2.94351e-3
0.896295,1.00686,0.191088,283.612,57.75,196.428,2.89337e-3
0.253369,0.996962,0.194492,288.592,58.40,125.561,2.79313e-3
0.663757,1.00147,0.195290,293.560,59.05,213.178,2.67172e-3
1.19858,1.00930,0.194018,298.540,59.77,234.405,2.58436e-3
1.57119,1.00046,0.193580,303.520,60.42,324.827,2.78276e-3
1.82319,0.999652,0.210421,308.492,61.08,300.052,2.94151e-3
0.762363,1.00083,0.231554,313.460,61.72,283.355,3.06430e-3
0.753326,0.996663,0.232679,318.436,62.38,314.455,3.22920e-3
0.981701,1.00230,0.222767,323.412,63.04,273.618,3.41476e-3
1.02168,1.00057,0.231015,328.380,63.69,350.485,3.27592e-3
1.17970,0.999358,0.241626,333.356,64.39,483.930,2.96877e-3
1.28874,0.998795,0.242969,338.332,65.05,448.731,2.88972e-3
1.26448,1.00009,0.245578,343.316,65.71,378.855,2.77313e-3
2.20076,1.00397,0.245718,348.288,66.36,671.425,2.92715e-3
