Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
6.04E-09,6.56E-03,0.921834,3.97681,20,-3.73E-05
6.47E-09,7.38E-03,0.876807,10.5513,20,-3.80E-05
6.85E-09,8.23E-03,0.832432,17.5637,20,-3.93E-05
6.94E-09,9.21E-03,0.753915,24.576,20,-4.01E-05
6.97E-09,0.010321,0.675743,31.5228,20,-4.03E-05
7.01E-09,0.0115372,0.607687,38.4697,20,-4.07E-05
7.19E-09,0.0128948,0.557682,45.482,20,-3.75E-05
7.42E-09,0.0144924,0.512111,52.4944,20,-3.73E-05
7.20E-09,0.0161916,0.444759,59.4412,20,-3.81E-05
7.53E-09,0.0180916,0.416078,66.388,20,-3.86E-05
7.47E-09,0.0202764,0.368591,73.4004,20,-3.95E-05
7.40E-09,0.0227147,0.325656,80.4127,20,-4.05E-05
7.42E-09,0.0254085,0.292099,87.3595,20,-4.10E-05
7.56E-09,0.0284368,0.26578,94.3063,20,-4.20E-05
7.62E-09,0.031837,0.239279,101.253,20,-4.26E-05
7.68E-09,0.0356231,0.215574,108.266,20,-4.28E-05
7.81E-09,0.0398956,0.195788,115.278,20,-4.39E-05
7.76E-09,0.0446238,0.173974,122.225,20,-4.45E-05
7.89E-09,0.0499213,0.158038,129.171,20,-4.56E-05
7.73E-09,0.0559096,0.13831,136.184,20,-4.64E-05
7.98E-09,0.0625444,0.127661,143.196,20,-4.77E-05
8.23E-09,0.0699601,0.117677,150.143,20,-4.84E-05
8.45E-09,0.0782937,0.107954,157.09,20,-4.96E-05
8.52E-09,0.0875969,0.097289,164.037,20,-5.07E-05
8.59E-09,0.0981029,0.0875848,171.049,20,-5.21E-05
8.64E-09,0.109883,0.0786012,178.061,20,-5.35E-05
8.59E-09,0.122969,0.0698896,185.008,20,-5.47E-05
8.42E-09,0.137534,0.0612123,191.955,20,-5.51E-05
8.64E-09,0.154041,0.0561132,198.967,20,-5.65E-05
9.25E-09,0.172532,0.0536365,205.98,20,-5.75E-05
9.69E-09,0.193018,0.05018,212.926,20,-5.93E-05
9.70E-09,0.215932,0.0449238,219.873,20,-6.04E-05
9.86E-09,0.241879,0.040765,226.886,20,-6.12E-05
9.77E-09,0.270904,0.0360469,233.898,20,-6.34E-05
9.48E-09,0.303025,0.0312871,240.845,20,-6.48E-05
8.39E-09,0.338991,0.024755,247.792,20,-6.70E-05
8.00E-09,0.379295,0.0210843,254.738,20,-6.81E-05
7.19E-09,0.424773,0.0169248,261.751,20,-7.00E-05
6.16E-09,0.47572,0.0129431,268.763,20,-7.16E-05
4.16E-09,0.532188,7.82E-03,275.71,20,-7.35E-05
3.70E-09,0.595287,6.21E-03,282.657,20,-7.56E-05
5.45E-09,0.666705,8.17E-03,289.669,20,-7.74E-05
8.16E-09,0.746497,0.0109336,296.681,20,-7.95E-05
1.12E-08,0.83529,0.0133864,303.628,20,-8.22E-05
1.37E-08,0.934348,0.0146175,310.575,20,-8.41E-05
1.49E-08,1.04648,0.0142055,317.587,20,-8.59E-05
1.60E-08,1.17201,0.0136385,324.6,20,-8.78E-05
1.50E-08,1.31112,0.0114534,331.547,20,-9.04E-05
