Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
-1.26E-08,5.91E-03,-2.13499,3.53533,19.98,-2.80E-05
4.83E-10,7.26E-03,0.0665954,10.5513,19.98,-2.81E-05
8.10E-10,8.23E-03,0.0985273,17.5637,19.98,-2.87E-05
9.14E-10,9.22E-03,0.0992123,24.576,19.99,-2.87E-05
1.02E-09,0.0103134,0.0991521,31.5228,19.99,-2.88E-05
1.08E-09,0.0115682,0.0936591,38.4697,19.99,-2.84E-05
1.27E-09,0.0129061,0.0985144,45.482,19.99,-2.92E-05
1.50E-09,0.0144746,0.103573,52.4944,19.99,-2.87E-05
1.59E-09,0.0161863,0.0983624,59.4412,20,-2.89E-05
1.82E-09,0.0181347,0.100142,66.388,19.99,-2.92E-05
1.96E-09,0.0202647,0.0967045,73.4004,20,-2.91E-05
2.18E-09,0.0227093,0.0961945,80.4127,20,-2.91E-05
2.43E-09,0.0253984,0.0956425,87.3595,20,-2.99E-05
2.76E-09,0.0284284,0.0970833,94.3063,20,-2.94E-05
2.98E-09,0.0318124,0.0937602,101.253,20,-2.95E-05
3.23E-09,0.0355997,0.0908683,108.266,20,-2.97E-05
3.53E-09,0.0398774,0.0884473,115.278,20,-2.95E-05
3.94E-09,0.0446163,0.0883928,122.225,20,-3.02E-05
4.30E-09,0.0499242,0.0862222,129.171,20,-2.99E-05
4.77E-09,0.0558976,0.0852967,136.184,20,-2.99E-05
5.35E-09,0.0625193,0.0855718,143.196,20,-3.00E-05
5.76E-09,0.0699625,0.0823919,150.143,20,-3.04E-05
6.36E-09,0.0782659,0.0812865,157.09,20,-2.98E-05
6.95E-09,0.0876068,0.0792819,164.037,20,-3.07E-05
7.50E-09,0.0981007,0.0764305,171.049,20,-3.03E-05
8.21E-09,0.10986,0.0747599,178.061,20,-3.10E-05
8.88E-09,0.122924,0.0722033,185.008,20,-3.10E-05
9.61E-09,0.137532,0.0698886,191.955,20,-3.18E-05
1.03E-08,0.154037,0.0669041,198.967,20,-3.11E-05
1.08E-08,0.172541,0.0623156,205.98,20,-3.12E-05
1.16E-08,0.192996,0.0600289,212.926,20,-3.20E-05
1.27E-08,0.215907,0.0589137,219.873,20,-3.19E-05
1.41E-08,0.241906,0.0582133,226.886,20,-3.18E-05
1.57E-08,0.27084,0.0580807,233.898,20,-3.16E-05
1.78E-08,0.303035,0.0587158,240.845,20,-3.25E-05
2.02E-08,0.338919,0.0595726,247.792,20,-3.17E-05
2.28E-08,0.37918,0.0601845,254.738,20,-3.28E-05
2.61E-08,0.424752,0.0613637,261.751,20,-3.20E-05
3.02E-08,0.47569,0.0634342,268.763,20,-3.20E-05
3.50E-08,0.532137,0.0658581,275.71,20,-3.23E-05
4.12E-08,0.595252,0.0692126,282.657,20,-3.19E-05
4.86E-08,0.666581,0.0728768,289.669,20,-3.24E-05
5.50E-08,0.746608,0.073622,296.681,20,-3.25E-05
5.91E-08,0.835342,0.0707715,303.628,20,-3.20E-05
6.35E-08,0.934379,0.0679236,310.575,20,-3.21E-05
7.07E-08,1.04648,0.0675154,317.587,20,-3.17E-05
7.91E-08,1.17191,0.0674755,324.6,20,-3.27E-05
9.23E-08,1.31105,0.0704114,331.547,20,-3.24E-05
1.07E-07,1.4666,0.0732631,338.493,20,-3.21E-05
1.19E-07,1.64086,0.0724736,345.44,20,-3.26E-05
1.29E-07,1.83753,0.0699483,352.453,20,-3.20E-05
1.43E-07,2.05781,0.0694319,359.465,20,-3.17E-05
1.65E-07,2.30203,0.071878,366.412,20,-3.20E-05
1.93E-07,2.57541,0.0751067,373.359,20,-3.16E-05
2.12E-07,2.88424,0.0735122,380.371,20,-3.24E-05
2.37E-07,3.22982,0.0732744,387.383,20,-3.13E-05
2.62E-07,3.61338,0.0725505,394.33,20,-3.15E-05
2.98E-07,4.04219,0.073747,401.277,20,-3.14E-05
3.21E-07,4.52215,0.0709959,408.224,20,-3.14E-05
3.61E-07,5.06425,0.0713183,415.236,20,-3.21E-05
4.05E-07,5.67149,0.0714846,422.248,20,-3.27E-05
4.52E-07,6.34461,0.0712429,429.195,20,-3.31E-05
5.05E-07,7.09774,0.0711825,436.142,20,-3.17E-05
5.66E-07,7.94883,0.0711855,443.154,20,-3.19E-05
6.39E-07,8.90173,0.0717711,450.167,20,-3.24E-05
7.11E-07,9.95838,0.071392,457.114,20,-3.24E-05
7.90E-07,11.1405,0.0709153,464.06,20,-3.43E-05
8.84E-07,12.4764,0.0708203,471.073,20,-3.34E-05
9.92E-07,13.9719,0.0710164,478.085,20,-3.34E-05
1.11E-06,15.6305,0.0709993,485.032,20,-3.05E-05
1.24E-06,17.4859,0.0706806,491.979,20,-3.03E-05
1.38E-06,19.5615,0.0707781,498.926,20,-2.83E-05
1.55E-06,21.9072,0.0707612,505.938,20,-2.79E-05
1.73E-06,24.5331,0.0706501,512.95,20,-2.69E-05
1.94E-06,27.4454,0.0707715,519.897,20,-2.52E-05
2.17E-06,30.7034,0.0706858,526.844,20,-2.61E-05
2.43E-06,34.3849,0.0706712,533.856,20,-2.45E-05
2.72E-06,38.5067,0.0706839,540.869,20,-2.33E-05
3.04E-06,43.0777,0.070639,547.815,20,-2.44E-05
3.40E-06,48.1911,0.0706059,554.762,20,-2.28E-05
3.81E-06,53.9119,0.0705935,561.709,20,-2.43E-05
4.26E-06,60.3763,0.0705851,568.721,20,-2.28E-05
4.77E-06,67.6137,0.0705545,575.734,20,-2.26E-05
5.34E-06,75.6396,0.0705379,582.681,20,-2.36E-05
5.96E-06,84.6186,0.0704804,589.627,20,-2.21E-05
6.66E-06,94.5612,0.0704689,596.509,20,-2.56E-05
