Filename,psms_dmf_6
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,13/12/2019
Sample name,_6_PSMS_DMF
Geometry name,60.0mm 0.996944° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
proceduresegments,Flow ramp
[step]
Flow ramp - 1
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
Pa,1/s,Pa.s,s,°C,Pa
-4.41249e-3,6.88625e-3,-0.640768,12.7140,19.98,-71.9365
-4.42262e-3,7.53713e-3,-0.586778,21.1682,19.98,-72.7752
-4.23093e-3,8.26221e-3,-0.512082,29.6223,19.99,-73.5331
-4.26665e-3,9.04469e-3,-0.471730,38.0109,19.99,-73.4963
-4.39861e-3,9.90771e-3,-0.443958,46.3995,20.00,-74.2448
-4.40177e-3,0.0108432,-0.405948,54.7881,20.00,-74.9152
-4.28021e-3,0.0118634,-0.360790,63.1767,20.00,-75.0147
-3.81525e-3,0.0129883,-0.293746,71.6309,20.00,-75.5241
-3.30030e-3,0.0142397,-0.231767,80.0850,20.00,-75.7290
-2.65244e-3,0.0155805,-0.170241,88.4736,20.00,-75.4635
-1.72821e-3,0.0170300,-0.101481,96.8622,20.00,-76.0294
-1.21959e-3,0.0186873,-0.0652627,105.251,20.00,-76.4879
-7.87067e-4,0.0204482,-0.0384907,113.639,20.00,-76.6776
-5.89297e-4,0.0224411,-0.0262597,122.094,20.00,-77.2776
-1.26958e-4,0.0244821,-5.18576e-3,130.548,20.00,-76.5533
2.86727e-4,0.0268706,0.0106707,138.936,20.00,-77.0818
8.51598e-4,0.0294182,0.0289480,147.325,20.00,-76.7155
2.01473e-3,0.0321961,0.0625768,155.714,20.00,-77.1761
4.47381e-3,0.0352315,0.126983,164.102,20.00,-76.9996
6.06329e-3,0.0387051,0.156654,172.556,20.00,-77.0080
5.37188e-3,0.0424250,0.126621,181.010,20.00,-77.2076
5.61420e-3,0.0464044,0.120984,189.399,20.00,-76.8696
6.93333e-3,0.0507978,0.136489,197.788,20.00,-76.6179
9.15056e-3,0.0556415,0.164456,206.176,20.00,-76.8511
9.25601e-3,0.0608279,0.152167,214.565,20.00,-76.8119
9.01876e-3,0.0666649,0.135285,223.019,20.00,-76.1919
9.65207e-3,0.0730142,0.132194,231.473,20.00,-76.2640
0.0117225,0.0799645,0.146596,239.862,20.00,-75.9391
0.0133637,0.0875678,0.152610,248.250,20.00,-76.0415
0.0138902,0.0959084,0.144827,256.639,20.00,-76.4805
0.0126936,0.105062,0.120820,265.093,20.00,-76.1353
0.0136980,0.115131,0.118977,273.547,20.00,-75.8721
0.0136306,0.126030,0.108154,281.936,20.00,-75.7414
0.0132949,0.138043,0.0963097,290.325,20.00,-75.1548
0.0131606,0.151092,0.0871033,298.713,20.00,-75.0762
0.0137449,0.165455,0.0830738,307.102,20.00,-74.6854
0.0120495,0.181318,0.0664550,315.556,20.00,-74.4277
0.0111950,0.198566,0.0563791,324.010,20.00,-73.9672
0.0139440,0.217526,0.0641029,332.399,20.00,-74.0721
0.0154950,0.238112,0.0650741,340.787,20.00,-73.6172
0.0190368,0.260654,0.0730347,349.176,20.00,-73.6322
0.0209428,0.285442,0.0733697,357.564,20.00,-73.0763
0.0206092,0.312801,0.0658860,366.019,20.00,-72.8079
0.0163997,0.342574,0.0478721,374.473,20.00,-72.3599
0.0157728,0.375150,0.0420440,382.861,20.00,-72.1057
0.0185252,0.410647,0.0451123,391.250,20.00,-71.4004
0.0205686,0.449787,0.0457298,399.639,20.00,-71.1499
0.0237039,0.492310,0.0481482,408.027,20.00,-70.7174
0.0229812,0.539490,0.0425980,416.481,20.00,-70.6069
0.0212943,0.590918,0.0360360,424.935,20.00,-70.7107
0.0201735,0.647243,0.0311683,433.324,20.00,-70.0795
0.0183906,0.708462,0.0259585,441.713,20.00,-68.9168
0.0179663,0.775670,0.0231623,450.101,20.00,-69.0110
0.0170836,0.849235,0.0201164,458.490,20.00,-69.0778
0.0149413,0.930472,0.0160577,466.944,20.00,-68.6702
0.0156232,1.01927,0.0153279,475.398,20.00,-68.7813
0.0181034,1.11620,0.0162188,483.787,20.00,-68.3014
0.0156041,1.22184,0.0127709,492.175,20.00,-67.8969
0.0188177,1.33773,0.0140669,500.564,20.00,-67.8125
0.0229812,1.46577,0.0156786,509.018,20.00,-67.6736
0.0249742,1.60597,0.0155508,517.472,20.00,-67.3525
0.0222779,1.75818,0.0126710,525.861,20.00,-67.2717
0.0312825,1.92485,0.0162519,534.250,20.00,-66.6006
0.0309008,2.10782,0.0146601,542.638,20.00,-66.0235
0.0197600,2.30752,8.56331e-3,551.027,20.00,-65.6817
0.0129201,2.52809,5.11062e-3,559.481,20.00,-64.8192
0.0126619,2.76967,4.57162e-3,567.935,20.00,-64.3413
7.99499e-3,3.03258,2.63637e-3,576.324,20.00,-63.8192
8.17979e-3,3.32006,2.46375e-3,584.712,20.00,-64.2065
0.0120575,3.63477,3.31726e-3,593.101,20.00,-64.3552
0.0188009,3.97938,4.72457e-3,601.489,20.00,-64.2204
0.0318835,4.36022,7.31236e-3,609.944,20.00,-62.9636
0.0268042,4.77715,5.61092e-3,618.398,20.00,-62.9003
0.0287240,5.22993,5.49224e-3,626.786,20.00,-62.2230
0.0385306,5.72597,6.72908e-3,635.175,20.00,-62.3613
0.0416091,6.26927,6.63699e-3,643.564,20.00,-61.3851
0.0395410,6.86399,5.76064e-3,651.952,20.00,-60.7708
0.0477439,7.51966,6.34921e-3,660.406,20.00,-60.4665
0.0894493,8.23895,0.0108569,668.860,20.00,-59.3140
0.0836338,9.02055,9.27147e-3,677.249,20.00,-59.0628
0.0817453,9.87607,8.27711e-3,685.638,20.00,-58.4504
0.0746722,10.8125,6.90607e-3,694.026,20.00,-59.1173
0.0884966,11.8377,7.47582e-3,702.415,20.00,-59.7778
0.0967435,12.9704,7.45878e-3,710.869,20.00,-59.8625
0.0807786,14.2102,5.68455e-3,719.323,20.00,-59.5898
0.0896850,15.5572,5.76486e-3,727.712,20.00,-60.5032
0.0996796,17.0336,5.85195e-3,736.100,20.00,-60.3039
0.0881684,18.6485,4.72792e-3,744.489,20.00,-59.0175
0.118793,20.4323,5.81398e-3,752.943,20.00,-59.9519
0.100482,22.3848,4.48885e-3,761.397,20.00,-60.4916
0.138600,24.5085,5.65518e-3,769.786,20.00,-59.3309
0.133266,26.8320,4.96667e-3,778.174,20.00,-58.7922
0.153468,29.3781,5.22389e-3,786.563,20.00,-58.7441
0.172777,32.1636,5.37182e-3,794.952,20.00,-58.8684
0.162967,35.2393,4.62457e-3,803.406,20.00,-59.6356
0.163582,38.6082,4.23697e-3,811.860,20.00,-59.7481
0.170273,42.2700,4.02824e-3,820.249,20.00,-59.8570
0.173959,46.2789,3.75893e-3,828.637,20.00,-60.6727
0.183104,50.6677,3.61381e-3,837.026,20.00,-60.0658
0.202932,55.4733,3.65820e-3,845.414,20.00,-60.9701
0.229527,60.7773,3.77653e-3,853.869,20.00,-61.2043
0.252763,66.5885,3.79590e-3,862.323,20.00,-60.9991
0.253685,72.9037,3.47973e-3,870.711,20.00,-61.7998
0.253789,79.8180,3.17959e-3,879.100,20.00,-62.1994
0.286517,87.3873,3.27871e-3,887.489,20.00,-62.4458
0.312462,95.6061,3.26823e-3,895.812,20.00,-62.3801

