Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
Pa,1/s,Pa.s,s,°C,Pa
-0.217824,0.34212,-0.63669,3.75314,20,92.0554
-2.25E-03,6.89E-03,-0.327196,11.1412,20,91.8584
-2.13E-03,7.54E-03,-0.281908,18.5467,20,91.0251
-2.00E-03,8.28E-03,-0.241757,25.9523,20,91.2829
-2.10E-03,9.09E-03,-0.230672,33.2923,20,88.858
-2.10E-03,9.90E-03,-0.211952,40.6324,20,88.5377
-1.68E-03,0.0108358,-0.1549,47.9724,20,87.8175
-7.91E-04,0.0118498,-0.0667605,55.3124,20,87.4747
-1.09E-04,0.0129753,-8.39E-03,62.718,20,86.0295
5.68E-04,0.0142449,0.0398665,70.1236,20,85.2884
1.21E-03,0.0156448,0.0772215,77.4636,20,85.8535
1.77E-03,0.0171395,0.103011,84.8036,20,84.7157
2.42E-03,0.018769,0.128838,92.1436,20,84.9497
3.22E-03,0.0205724,0.156501,99.4837,20,84.6837
3.93E-03,0.0225488,0.174104,106.889,20,84.149
4.76E-03,0.0247094,0.192668,114.295,20,83.8286
5.72E-03,0.0270678,0.211156,121.635,20,83.7179
6.66E-03,0.0296445,0.224517,128.975,20,81.9554
7.77E-03,0.0324738,0.23918,136.315,20,82.359
9.06E-03,0.035573,0.254677,143.655,20,81.9473
0.0106267,0.0389935,0.272525,151.061,20,82.4265
0.0121056,0.0427377,0.283253,158.466,20,82.7067
0.0138144,0.0468152,0.295084,165.806,20,81.8348
0.0156247,0.0512724,0.304739,173.146,20,82.1625
0.0179218,0.056174,0.319042,180.486,20,82.3102
0.0199561,0.0614277,0.324871,187.826,20,81.7714
0.0225675,0.0673359,0.335148,195.232,20,81.4535
0.0254264,0.0738284,0.344399,202.637,20,82.1487
0.02859,0.080861,0.35357,209.977,20,81.7092
0.0319996,0.0885983,0.361176,217.317,20,81.7846
0.0357742,0.0970271,0.368704,224.657,20,81.3315
0.0397188,0.106287,0.373694,231.997,20,81.8159
0.0439831,0.116506,0.377518,239.403,20,81.2571
0.0487138,0.127714,0.381429,246.809,20,80.9061
0.0538118,0.139903,0.384637,254.149,20,80.4042
0.0594067,0.153232,0.387692,261.489,20,81.0549
0.0653368,0.167837,0.389288,268.829,20,80.8071
0.0717477,0.183815,0.390325,276.169,20,81.0893
0.0788228,0.201512,0.391157,283.574,20,80.5096
0.0864421,0.220893,0.391331,290.98,20,80.2387
0.0943671,0.241933,0.390055,298.32,20,80.9578
0.102525,0.264986,0.386907,305.66,20,80.3115
0.111223,0.290217,0.383239,313,20,79.8608
0.12072,0.31785,0.379803,320.34,20,79.4393
0.131278,0.348453,0.376747,327.746,20,79.5752
0.143237,0.38194,0.375024,335.151,20,79.2519
0.156007,0.418288,0.372964,342.491,20,79.3663
0.169879,0.458161,0.370785,349.831,20,79.0933
0.18438,0.50177,0.36746,357.171,20,78.7309
0.200483,0.549585,0.364789,364.511,20,78.8173
0.218648,0.602412,0.362954,371.917,20,79.2061
0.240202,0.660308,0.363773,379.322,20,79.0056
0.263571,0.723228,0.364438,386.662,20,78.4766
0.28748,0.792079,0.362944,394.002,20,79.2665
0.313808,0.867535,0.361724,401.342,20,78.1561
0.344022,0.950118,0.362083,408.683,20,79.082
0.377574,1.04148,0.362537,416.088,20,78.8761
0.413075,1.14159,0.361841,423.494,20,78.252
0.452995,1.25028,0.362313,430.834,20,78.4139
0.501318,1.36938,0.366091,438.174,20,77.3197
0.547016,1.49969,0.364753,445.514,20,77.4369
0.587818,1.64261,0.357856,452.854,20,77.7375
0.640199,1.80056,0.355555,460.259,20,77.2928
0.709372,1.97343,0.359462,467.665,20,77.3221
0.777665,2.16149,0.359782,475.005,20,77.8878
0.846978,2.36737,0.357772,482.345,20,77.6537
0.932777,2.5928,0.359757,489.685,20,76.9453
1.0195,2.83956,0.359036,497.025,20,75.7102
1.11739,3.11264,0.358986,504.431,20,75.7307
1.22331,3.41175,0.35856,511.836,20,76.0124
1.34025,3.73657,0.358684,519.176,20,75.6642
1.46746,4.09252,0.35857,526.516,20,76.127
1.60811,4.48218,0.358779,533.856,20,74.4792
1.76979,4.90894,0.360525,541.196,20,74.6425
1.93763,5.38095,0.36009,548.602,20,75.6692
2.12574,5.89807,0.360413,556.007,20,74.1625
2.3218,6.45968,0.35943,563.347,20,74.8058
2.54385,7.07484,0.359562,570.688,20,74.8971
2.78501,7.7485,0.359426,578.028,20,72.4548
3.05211,8.48638,0.359648,585.368,20,74.2604
3.35324,9.30215,0.36048,592.773,20,74.6277
3.67814,10.1963,0.360732,600.179,20,74.2226
4.02242,11.1669,0.360208,607.519,20,75.731
4.40448,12.2306,0.360119,614.859,20,71.7782
4.82775,13.3951,0.360412,622.199,20,75.0941
5.29362,14.6707,0.360829,629.539,20,75.0647
5.79876,16.0811,0.360594,636.944,20,71.8765
6.3568,17.6265,0.36064,644.35,20,74.8193
6.9709,19.305,0.361094,651.69,20,72.8187
7.62431,21.1434,0.3606,659.03,20,73.1782
8.35881,23.1567,0.360967,666.37,20,75.4309
9.15159,25.362,0.360839,673.71,20,71.2802
10.0408,27.8,0.361179,681.116,20,76.5758
11.0014,30.4716,0.361039,688.521,20,73.0087
12.0573,33.3733,0.361285,695.861,20,72.6841
13.2106,36.5514,0.361424,703.201,20,76.1317
14.4713,40.032,0.361493,710.541,20,71.899
15.8509,43.8441,0.361529,717.881,20,75.1453
17.3656,48.0589,0.361341,725.287,20,74.6147
18.9752,52.6775,0.360214,732.693,20,71.3928
20.7194,57.6937,0.359128,740.033,20,75.1087
22.7309,63.1879,0.359735,747.373,20,71.0231
24.8128,69.2048,0.358541,754.713,20,72.9683
27.2107,75.7951,0.359003,762.053,20.01,74.0359
29.8874,83.0814,0.359737,769.458,20,69.9964
32.7562,91.0655,0.3597,776.864,20,73.4279
35.8926,99.7375,0.359871,784.204,20,68.2325
39.3242,109.235,0.359995,791.544,20,64.5543
43.089,119.637,0.360164,798.884,20,67.2072
47.1931,131.03,0.360171,806.224,20,60.336
51.7244,143.626,0.360133,813.629,20,62.6143
56.6862,157.429,0.360076,821.035,20,59.9793
62.079,172.42,0.360045,828.375,20,55.0858
67.9644,188.839,0.359907,835.715,20,70.7232
74.4225,206.821,0.359839,843.055,20,68.0179
81.4553,226.516,0.3596,850.395,20,68.8417
89.2405,248.291,0.359419,857.801,20,76.2002
97.7606,272.153,0.359212,865.206,20,69.1526
106.982,298.069,0.358917,872.546,20,81.1006
117.059,326.453,0.358577,879.886,20,82.4411
128.058,357.54,0.358163,887.226,20,82.3106
140.033,391.588,0.357603,894.566,20,97.6103
153.202,429.231,0.356922,901.972,20,90.3754
167.535,470.481,0.356093,909.378,20,100.992
182.986,515.283,0.355118,916.718,20,110.771
199.848,564.353,0.35412,924.058,20,102.06
218.188,618.093,0.353002,931.398,20,127.187
238.105,676.953,0.35173,938.738,20,123.281
259.756,742.028,0.350062,946.143,20,129.003
283.209,813.339,0.348205,953.549,20,149.964
308.522,890.791,0.346346,960.889,20,147.533
335.998,975.618,0.344395,968.229,20.01,168.152
365.745,1068.52,0.342291,975.569,20,179.571
397.804,1170.27,0.339924,982.909,20,186.259
432.906,1282.77,0.337477,990.315,20,218.394
470.721,1406.05,0.334782,997.72,20,214.477
511.192,1539.95,0.331955,1005.06,20,245.629
554.942,1686.59,0.329032,1012.4,20.01,275.192
602.471,1847.19,0.326154,1019.74,20.01,276.367
653.81,2023.1,0.323172,1027.08,20.01,324.423
709.98,2217.58,0.32016,1034.49,20.01,346.482
770.442,2430.7,0.316964,1041.89,20.01,367.382
834.218,2662.16,0.313361,1049.23,20.02,425.168
903.974,2915.67,0.31004,1056.57,20.01,434.815
978.049,3193.32,0.306279,1063.91,20.02,486.28
1055.83,3497.57,0.301876,1071.25,20.02,528.403
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
