Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
3.36E-05,7.85E-03,4277.49,10.5513,19.99,8.09E-04
3.32E-05,8.26E-03,4021.26,17.5637,19.99,7.87E-04
3.24E-05,9.24E-03,3508.2,24.576,19.99,7.72E-04
3.22E-05,0.0103188,3117.89,31.5228,20,7.56E-04
3.23E-05,0.0115349,2797.62,38.4697,19.99,7.49E-04
3.25E-05,0.0129147,2515.21,45.482,20,7.37E-04
3.28E-05,0.0144756,2266.59,52.4944,20,7.32E-04
3.31E-05,0.0161707,2048.3,59.4412,20,7.21E-04
3.35E-05,0.0181069,1852.16,66.388,20,7.12E-04
3.40E-05,0.0202734,1678.87,73.4004,20,7.12E-04
3.45E-05,0.0227075,1520.36,80.4127,20,7.00E-04
3.50E-05,0.0254097,1378.46,87.3595,20,6.98E-04
3.55E-05,0.0284196,1250.38,94.3063,20,6.87E-04
3.61E-05,0.031792,1135.44,101.253,20,6.84E-04
3.67E-05,0.0356005,1029.8,108.266,20,6.77E-04
3.72E-05,0.0398498,932.28,115.278,20,6.67E-04
3.77E-05,0.044595,846.252,122.225,20,6.67E-04
3.82E-05,0.049902,765.961,129.171,20,6.54E-04
3.87E-05,0.055883,691.972,136.184,20,6.51E-04
3.92E-05,0.0624923,626.529,143.196,20,6.41E-04
3.97E-05,0.0699297,567.096,150.143,20,6.34E-04
4.01E-05,0.0782476,512.401,157.09,20,6.31E-04
4.05E-05,0.0875746,462.046,164.037,20,6.17E-04
4.10E-05,0.0980813,417.737,171.049,20,6.18E-04
4.13E-05,0.10986,376.302,178.061,20.01,6.03E-04
4.18E-05,0.122907,340.266,185.008,20,6.03E-04
4.22E-05,0.137503,307.175,191.955,20,5.97E-04
4.24E-05,0.154081,275.137,198.967,20,5.91E-04
4.26E-05,0.172471,247.281,205.98,20,5.89E-04
4.32E-05,0.192999,223.87,212.926,20,5.80E-04
4.36E-05,0.215919,202.102,219.873,20,5.81E-04
4.42E-05,0.241835,182.571,226.886,20,5.74E-04
4.46E-05,0.270808,164.872,233.898,20,5.70E-04
4.53E-05,0.30298,149.619,240.845,20,5.70E-04
4.59E-05,0.338976,135.527,247.792,20,5.62E-04
4.63E-05,0.379237,121.972,254.738,20,5.64E-04
4.67E-05,0.424733,110.055,261.751,20,5.55E-04
4.71E-05,0.475616,99.0123,268.763,20,5.53E-04
4.75E-05,0.532122,89.3015,275.71,19.99,5.47E-04
4.77E-05,0.595331,80.1315,282.657,20,5.39E-04
4.74E-05,0.666766,71.0812,289.669,20,5.37E-04
4.73E-05,0.746633,63.334,296.681,20,5.22E-04
4.72E-05,0.835243,56.4835,303.628,20,5.18E-04
4.69E-05,0.934405,50.1499,310.575,20,5.01E-04
4.65E-05,1.04648,44.433,317.587,20,4.85E-04
4.55E-05,1.17189,38.8591,324.6,20,4.61E-04
4.49E-05,1.31106,34.2199,331.547,20,4.34E-04
4.39E-05,1.46664,29.9266,338.493,20,4.21E-04
4.33E-05,1.64077,26.3703,345.44,20,4.05E-04
4.27E-05,1.83748,23.238,352.453,20,4.01E-04
4.25E-05,2.05776,20.6599,359.465,20.01,3.95E-04
4.23E-05,2.30209,18.3546,366.412,20,3.85E-04
4.20E-05,2.5753,16.3254,373.359,20,3.81E-04
4.11E-05,2.88417,14.2439,380.371,20,3.64E-04
4.05E-05,3.22986,12.5376,387.383,19.99,3.68E-04
3.98E-05,3.61329,11.003,394.33,20,3.52E-04
3.87E-05,4.04219,9.57312,401.277,20,3.42E-04
3.76E-05,4.52203,8.31049,408.224,20,3.38E-04
3.72E-05,5.06428,7.35199,415.236,20,3.25E-04
3.59E-05,5.67134,6.32991,422.248,20,2.98E-04
3.47E-05,6.34461,5.46659,429.195,20,2.84E-04
3.52E-05,7.09767,4.9605,436.142,20,3.15E-04
3.24E-05,7.94881,4.074,443.154,20,2.53E-04
3.05E-05,8.90165,3.42875,450.167,20,2.66E-04
2.86E-05,9.95882,2.87126,457.114,20,2.41E-04
2.53E-05,11.1402,2.2679,464.06,20,2.04E-04
2.43E-05,12.4762,1.95147,471.073,20,2.04E-04
2.43E-05,13.9716,1.73726,478.085,20,1.97E-04
2.38E-05,15.6305,1.52258,485.032,20,1.83E-04
2.37E-05,17.4857,1.35263,491.979,20,2.02E-04
2.45E-05,19.5613,1.25001,498.926,20,2.54E-04
2.24E-05,21.907,1.0247,505.938,20,1.96E-04
2.41E-05,24.533,0.98162,512.95,20,2.84E-04
2.40E-05,27.4447,0.874064,519.897,20,2.15E-04
2.82E-05,30.7033,0.918299,526.844,20,3.26E-04
2.39E-05,34.3833,0.69467,533.856,20,2.13E-04
2.67E-05,38.5077,0.692725,540.869,20,3.12E-04
2.92E-05,43.0799,0.678104,547.815,20,3.89E-04
2.91E-05,48.1917,0.603948,554.762,20,3.52E-04
2.46E-05,53.9137,0.455705,561.709,20,2.42E-04
2.23E-05,60.3768,0.369398,568.721,20,1.98E-04
2.37E-05,67.6008,0.350139,575.734,20,2.35E-04
2.46E-05,75.6548,0.324965,582.681,20,2.58E-04
2.10E-05,84.601,0.24766,589.627,20,1.89E-04
2.16E-05,94.5709,0.22825,596.509,20,1.86E-04
