Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
2.19E-08,7.47E-03,2.93311,3.47463,20.03,-2.14E-04
-2.63E-10,7.32E-03,-0.0358685,10.5513,20.03,-2.13E-04
-4.02E-11,8.20E-03,-4.90E-03,17.5637,20.03,-2.14E-04
-4.77E-11,9.23E-03,-5.17E-03,24.576,20.02,-2.15E-04
8.11E-11,0.0103089,7.87E-03,31.5228,20.02,-2.16E-04
1.15E-10,0.0115663,9.91E-03,38.4092,20.02,-2.16E-04
3.16E-10,0.0128719,0.0245613,45.5352,20.01,-2.19E-04
4.90E-10,0.0144773,0.0338432,52.4944,20.01,-2.21E-04
4.92E-10,0.0161734,0.0303965,59.4412,20.01,-2.23E-04
7.10E-10,0.0181238,0.0391885,66.388,20,-2.24E-04
7.72E-10,0.0202884,0.0380442,73.4004,20,-2.26E-04
8.26E-10,0.0227112,0.0363714,80.4127,20,-2.28E-04
7.08E-10,0.0254359,0.0278421,87.3595,20,-2.30E-04
5.09E-10,0.0284327,0.0179045,94.3063,20,-2.32E-04
5.11E-10,0.0317948,0.0160758,101.253,20,-2.35E-04
6.24E-10,0.0356327,0.0175258,108.266,20,-2.36E-04
7.12E-10,0.0399092,0.0178487,115.278,20,-2.39E-04
4.38E-10,0.0446405,9.81E-03,122.225,20,-2.41E-04
4.81E-10,0.0499192,9.63E-03,129.171,20,-2.42E-04
8.42E-10,0.0559078,0.0150604,136.184,20,-2.41E-04
9.94E-10,0.0625077,0.0158963,143.196,20,-2.44E-04
1.39E-09,0.0699831,0.0198066,150.143,20,-2.46E-04
1.36E-09,0.0783025,0.0173917,157.09,20,-2.48E-04
7.88E-10,0.0875878,8.99E-03,164.037,20,-2.50E-04
8.73E-10,0.0981312,8.90E-03,171.049,20,-2.52E-04
1.09E-09,0.109874,9.93E-03,178.061,20,-2.54E-04
9.04E-10,0.122928,7.35E-03,185.008,20,-2.56E-04
7.98E-10,0.137584,5.80E-03,191.955,20,-2.58E-04
7.73E-10,0.154076,5.02E-03,198.967,20,-2.59E-04
3.25E-10,0.172581,1.89E-03,205.98,20,-2.60E-04
6.48E-10,0.192944,3.36E-03,212.926,20,-2.61E-04
4.54E-10,0.216025,2.10E-03,219.873,20,-2.62E-04
4.02E-10,0.241783,1.66E-03,226.886,20,-2.63E-04
5.18E-10,0.270919,1.91E-03,233.898,20,-2.65E-04
5.51E-10,0.303009,1.82E-03,240.845,20,-2.67E-04
6.93E-10,0.33894,2.04E-03,247.792,20,-2.68E-04
7.22E-10,0.379302,1.90E-03,254.738,20,-2.68E-04
5.14E-10,0.424751,1.21E-03,261.751,20,-2.68E-04
4.96E-09,0.475404,0.0104328,268.763,20,-2.47E-04
8.49E-09,0.532111,0.0159552,275.71,20,-2.43E-04
1.12E-08,0.595254,0.0187408,282.657,20,-2.42E-04
1.40E-08,0.666674,0.0209284,289.669,20,-2.41E-04
1.63E-08,0.74662,0.0218604,296.681,20,-2.41E-04
1.77E-08,0.835235,0.0211844,303.628,20,-2.41E-04
1.69E-08,0.934554,0.0180797,310.575,20,-2.39E-04
1.43E-08,1.04657,0.0136463,317.587,20,-2.41E-04
1.23E-08,1.17191,0.0105019,324.6,20,-2.42E-04
1.21E-08,1.31115,9.23E-03,331.547,20,-2.42E-04
1.21E-08,1.46665,8.23E-03,338.493,20,-2.43E-04
1.11E-08,1.64089,6.79E-03,345.44,20,-2.44E-04
8.80E-09,1.83772,4.79E-03,352.453,20,-2.45E-04
4.41E-09,2.05799,2.14E-03,359.465,20,-2.46E-04
3.07E-09,2.30218,1.34E-03,366.412,20,-2.46E-04
2.98E-09,2.5755,1.16E-03,373.359,20,-2.46E-04
