Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
3.35E-06,5.91E-03,566.198,5.28485,19.98,1.24E-04
4.95E-06,7.45E-03,663.869,10.5513,19.98,1.20E-04
5.22E-06,8.24E-03,633.386,17.5637,19.98,1.17E-04
5.18E-06,9.23E-03,561.535,24.576,19.98,1.11E-04
5.13E-06,0.010316,497.019,31.5228,19.98,1.11E-04
5.08E-06,0.0115334,440.784,38.4697,19.99,1.07E-04
5.07E-06,0.0129169,392.327,45.482,19.99,1.04E-04
5.09E-06,0.0144718,351.528,52.4944,19.99,1.04E-04
5.10E-06,0.0161916,315.057,59.4412,19.99,1.01E-04
5.11E-06,0.0181128,282.281,66.388,19.99,1.00E-04
5.14E-06,0.0202839,253.408,73.4004,20,9.71E-05
5.18E-06,0.0227253,227.892,80.4127,19.99,9.71E-05
5.22E-06,0.0254109,205.395,87.3595,20,9.56E-05
5.29E-06,0.0284309,185.985,94.3063,20,9.25E-05
5.37E-06,0.0318048,168.852,101.253,20,9.45E-05
5.41E-06,0.0356148,151.913,108.266,20,9.02E-05
5.47E-06,0.0398845,137.05,115.278,20,9.19E-05
5.57E-06,0.0446185,124.847,122.225,20,8.94E-05
5.73E-06,0.049921,114.711,129.171,20,8.97E-05
5.81E-06,0.0559144,103.899,136.184,20,8.92E-05
5.83E-06,0.062533,93.1834,143.196,20,8.70E-05
5.86E-06,0.0699636,83.8225,150.143,20,8.79E-05
6.00E-06,0.0782652,76.7012,157.09,20,8.44E-05
6.13E-06,0.0876009,69.9202,164.037,20,8.54E-05
6.19E-06,0.0980929,63.1312,171.049,20,8.38E-05
6.26E-06,0.109898,56.9749,178.061,20,8.24E-05
6.26E-06,0.122923,50.9386,185.008,20,8.16E-05
6.29E-06,0.137546,45.7372,191.955,20,7.73E-05
6.24E-06,0.154042,40.5198,198.967,20,7.46E-05
6.29E-06,0.172529,36.4645,205.98,20,7.15E-05
6.42E-06,0.193019,33.2542,212.926,20,6.90E-05
6.26E-06,0.215944,29.0056,219.873,20,6.76E-05
6.25E-06,0.24184,25.8619,226.886,20,6.17E-05
6.38E-06,0.270843,23.573,233.898,20,6.27E-05
6.39E-06,0.303025,21.0723,240.845,20,5.74E-05
6.50E-06,0.33898,19.1839,247.792,20,5.81E-05
6.58E-06,0.379251,17.3389,254.738,20,5.72E-05
6.33E-06,0.424762,14.8922,261.751,20,5.39E-05
6.25E-06,0.475624,13.137,268.763,20,5.48E-05
6.22E-06,0.532114,11.6807,275.71,20,5.04E-05
6.31E-06,0.5953,10.6043,282.657,20,5.23E-05
6.37E-06,0.666677,9.55945,289.669,20,4.97E-05
6.40E-06,0.746625,8.57625,296.681,20,5.06E-05
6.56E-06,0.835246,7.8552,303.628,19.99,5.18E-05
6.54E-06,0.934357,7.00331,310.575,20,5.01E-05
6.59E-06,1.04649,6.29379,317.587,20,5.20E-05
6.66E-06,1.1719,5.67995,324.6,20,4.86E-05
6.63E-06,1.31103,5.05797,331.547,20,5.10E-05
6.60E-06,1.46665,4.49914,338.493,20,4.97E-05
6.73E-06,1.64081,4.10214,345.44,20,4.85E-05
6.72E-06,1.83751,3.65573,352.453,20,4.81E-05
6.38E-06,2.05786,3.10229,359.465,20,4.09E-05
6.15E-06,2.30205,2.67201,366.412,20,4.09E-05
5.84E-06,2.57539,2.26706,373.359,20,3.65E-05
5.70E-06,2.8842,1.97752,380.371,20,3.47E-05
5.59E-06,3.2299,1.72959,387.383,20,3.34E-05
5.27E-06,3.61325,1.45856,394.33,20,2.88E-05
5.22E-06,4.04231,1.29186,401.277,20,3.06E-05
5.16E-06,4.52218,1.14029,408.224,20,2.43E-05
5.20E-06,5.06408,1.02771,415.236,20,2.72E-05
5.40E-06,5.67135,0.951889,422.248,20,2.56E-05
5.35E-06,6.34457,0.843992,429.195,20,2.30E-05
5.13E-06,7.09783,0.722646,436.142,20,2.02E-05
4.95E-06,7.94914,0.623171,443.154,20,1.57E-05
4.41E-06,8.90133,0.495862,450.167,20,1.24E-05
4.47E-06,9.95832,0.449127,457.114,20,1.25E-05
5.57E-06,11.1403,0.500288,464.06,20,3.98E-05
6.93E-06,12.4761,0.555063,471.073,20,9.07E-05
6.29E-06,13.9723,0.450148,478.085,20,3.77E-05
5.54E-06,15.6304,0.354192,485.032,20,1.95E-05
5.47E-06,17.486,0.312553,491.979,20,1.45E-05
5.15E-06,19.5622,0.263382,498.926,20,1.23E-05
4.32E-06,21.9059,0.197099,505.938,19.99,-3.98E-07
5.29E-06,24.5346,0.215425,512.95,20,1.16E-05
4.36E-06,27.4435,0.158957,519.897,20,-8.64E-07
5.64E-06,30.7066,0.183543,526.844,20,2.91E-05
4.70E-06,34.3826,0.136656,533.856,20,1.10E-06
4.63E-06,38.5056,0.12021,540.869,20,-5.91E-06
5.01E-06,43.0793,0.116292,547.815,20,5.66E-06
4.72E-06,48.1928,0.0978976,554.762,20,-7.93E-06
4.72E-06,53.912,0.087565,561.709,20,-9.93E-06
4.67E-06,60.3807,0.0773755,568.721,20,-1.03E-05
3.38E-06,67.6104,0.0499647,575.734,20,-3.21E-05
3.62E-06,75.6406,0.0477949,582.681,20,-3.09E-05
3.84E-06,84.6177,0.0453344,589.627,20,-3.24E-05
4.28E-06,94.5639,0.0452629,596.509,20,-2.80E-05
