Filename,psb_nmp_00_11
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,12/12/2019
Sample name,OSKT 11_PSB_NMP
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
proceduresegments,Flow ramp
[step]
Flow ramp - 1
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
Pa,1/s,Pa.s,s,°C,Pa
-5.16301e-4,6.20056e-3,-0.0832669,3.53291,19.96,-25.3059
5.42362e-5,7.34453e-3,7.38457e-3,10.5513,19.97,-25.7856
8.67437e-5,8.22844e-3,0.0105419,17.5637,19.98,-26.0714
1.21646e-4,9.21439e-3,0.0132017,24.5760,19.98,-26.1169
1.55248e-4,0.0103101,0.0150578,31.5228,19.99,-26.0876
1.90715e-4,0.0115352,0.0165332,38.4697,19.99,-26.3569
2.24651e-4,0.0129187,0.0173896,45.4820,20.00,-26.6910
2.70954e-4,0.0144733,0.0187210,52.4944,20.00,-27.1054
3.14409e-4,0.0161878,0.0194227,59.4412,20.00,-28.4866
3.84324e-4,0.0181071,0.0212250,66.3880,20.00,-27.6956
4.48457e-4,0.0202786,0.0221148,73.4004,20.00,-29.2891
5.23650e-4,0.0227141,0.0230540,80.4127,20.00,-29.3954
6.01412e-4,0.0254118,0.0236667,87.3595,20.00,-28.8525
6.87328e-4,0.0284228,0.0241823,94.3063,20.00,-29.7642
7.87577e-4,0.0318007,0.0247660,101.253,20.00,-29.9567
9.16739e-4,0.0356142,0.0257408,108.266,20.00,-30.6118
1.03250e-3,0.0398849,0.0258870,115.278,20.00,-31.2941
1.15872e-3,0.0446263,0.0259649,122.225,20.00,-30.9987
1.30950e-3,0.0499169,0.0262335,129.171,20.00,-31.2897
1.48786e-3,0.0559078,0.0266128,136.184,20.00,-31.3745
1.67975e-3,0.0625228,0.0268661,143.196,20.00,-31.6023
1.79183e-3,0.0699628,0.0256112,150.143,20.00,-31.8600
