Filename,psb_nmp_00_14
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,12/12/2019
Sample name,OSKT 14_PSB_NMP
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
proceduresegments,Flow ramp
[step]
Flow ramp - 1
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
Pa,1/s,Pa.s,s,°C,Pa
-0.0242262,6.02460e-3,-4.02121,3.53533,19.98,-12.6369
7.26076e-4,7.32448e-3,0.0991300,10.5513,19.98,-13.4878
9.19287e-4,8.22613e-3,0.111752,17.5637,19.99,-13.9202
1.07687e-3,9.19863e-3,0.117069,24.5332,19.99,-14.3444
1.33810e-3,0.0102961,0.129962,31.5228,19.99,-15.1577
1.57343e-3,0.0115284,0.136483,38.4697,19.99,-16.1400
1.86109e-3,0.0129055,0.144209,45.4820,20.00,-15.9851
2.16143e-3,0.0144624,0.149452,52.4944,19.99,-16.8625
2.46958e-3,0.0161740,0.152688,59.4412,20.00,-16.9465
2.81788e-3,0.0180956,0.155722,66.3880,20.00,-17.4676
3.23471e-3,0.0202731,0.159556,73.4004,20.00,-17.3965
3.68405e-3,0.0227091,0.162228,80.4127,20.00,-18.0094
4.15382e-3,0.0253956,0.163565,87.3595,20.00,-18.5019
4.65297e-3,0.0284149,0.163751,94.3063,20.00,-17.7943
5.22966e-3,0.0317959,0.164476,101.253,20.00,-18.7266
5.86584e-3,0.0356049,0.164748,108.266,20.00,-19.3470
6.61678e-3,0.0398815,0.165911,115.278,20.00,-19.3611
7.52524e-3,0.0446130,0.168678,122.225,20.00,-19.4483
8.48260e-3,0.0499110,0.169954,129.171,20.00,-19.8754
9.60229e-3,0.0558969,0.171786,136.184,20.00,-20.5694
0.0109330,0.0625234,0.174862,143.196,20.00,-20.0346
0.0123732,0.0699592,0.176863,150.143,20.00,-19.5286
0.0138799,0.0782703,0.177332,157.090,20.00,-20.4874
0.0155082,0.0875781,0.177078,164.037,20.00,-20.1318
0.0174647,0.0980813,0.178063,171.049,20.00,-20.5951
0.0195936,0.109836,0.178389,178.061,20.00,-20.2756
0.0219478,0.122951,0.178509,185.008,20.00,-18.8736
0.0246128,0.137538,0.178952,191.955,20.00,-20.4544
0.0275531,0.154019,0.178894,198.967,20.00,-19.6803
0.0310927,0.172520,0.180227,205.980,20.00,-19.7479
0.0347925,0.193000,0.180272,212.926,20.00,-20.8780
0.0388937,0.215943,0.180111,219.873,20.00,-20.6403
0.0433049,0.241794,0.179098,226.886,20.00,-19.2706
0.0479619,0.270891,0.177052,233.898,20.00,-20.3406
0.0528623,0.302988,0.174470,240.845,20.00,-20.0518
0.0576379,0.338937,0.170055,247.792,20.00,-19.7650
0.0631630,0.379234,0.166554,254.738,20.00,-19.9954
0.0698281,0.424711,0.164413,261.751,20.00,-20.5181
0.0775211,0.475727,0.162953,268.763,20.00,-20.4461
0.0860795,0.532107,0.161771,275.710,20.00,-20.5239
0.0950706,0.595274,0.159709,282.657,20.00,-20.7348
0.104905,0.666628,0.157367,289.669,20.00,-21.0716
0.116583,0.746705,0.156130,296.681,20.00,-20.7885
0.129761,0.835263,0.155354,303.628,20.00,-20.8799
0.143594,0.934251,0.153700,310.575,20.00,-20.7968
0.158506,1.04646,0.151469,317.587,20.00,-20.4564
0.176003,1.17204,0.150168,324.600,20.00,-21.0813
0.199297,1.31096,0.152024,331.547,20.00,-20.9647
0.227559,1.46668,0.155152,338.493,20.00,-20.5033
0.254721,1.64087,0.155235,345.440,20.00,-20.4780
0.285842,1.83730,0.155578,352.453,20.00,-20.1761
0.320399,2.05786,0.155695,359.465,20.00,-20.8316
0.360669,2.30219,0.156663,366.412,20.00,-20.7483
0.401674,2.57540,0.155966,373.359,20.00,-20.8664
0.449548,2.88405,0.155874,380.371,20.00,-20.6282
0.502902,3.22990,0.155702,387.383,20.00,-20.4413
0.570333,3.61335,0.157841,394.330,20.00,-20.9206
