Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,°C,MPa
-4.94E-09,6.21E-03,-0.795051,3.53291,19.96,-2.13E-05
-1.36E-09,7.35E-03,-0.184567,10.5513,19.97,-2.15E-05
-1.28E-09,8.23E-03,-0.155958,17.5637,19.98,-2.18E-05
-1.21E-09,9.21E-03,-0.131398,24.576,19.99,-2.21E-05
-1.14E-09,0.0103133,-0.110093,31.5228,19.99,-2.15E-05
-1.05E-09,0.0115374,-0.0911316,38.4697,19.99,-2.19E-05
-9.74E-10,0.0129158,-0.0753866,45.482,19.99,-2.15E-05
-8.88E-10,0.0144657,-0.0614052,52.4944,20,-2.18E-05
-8.15E-10,0.0161896,-0.0503715,59.4412,20,-2.22E-05
-6.74E-10,0.0180874,-0.0372835,66.388,20,-2.23E-05
-3.93E-10,0.0202604,-0.0193863,73.4004,20,-2.21E-05
-1.30E-10,0.0226785,-5.73E-03,80.4127,20,-2.19E-05
2.70E-10,0.0253647,0.0106535,87.3595,20,-2.21E-05
6.68E-10,0.0284022,0.0235033,94.3063,20,-2.24E-05
9.50E-10,0.0317945,0.0298706,101.253,20,-2.26E-05
1.15E-09,0.035619,0.0322622,108.266,20,-2.21E-05
1.23E-09,0.0398999,0.0307798,115.278,20,-2.20E-05
8.15E-10,0.0446712,0.0182476,122.225,20,-2.23E-05
4.28E-11,0.0500273,8.56E-04,129.171,20,-2.28E-05
-2.39E-10,0.0558849,-4.27E-03,136.184,20,-2.28E-05
5.55E-10,0.0624082,8.90E-03,143.196,20,-2.29E-05
2.19E-09,0.0698623,0.0313778,150.143,20,-2.25E-05
3.45E-09,0.0782978,0.0440992,157.09,20,-2.28E-05
3.03E-09,0.0876103,0.0346402,164.037,20,-2.27E-05
2.81E-09,0.0981125,0.0285982,171.049,20,-2.25E-05
3.36E-09,0.109868,0.0305943,178.061,20,-2.33E-05
3.99E-09,0.122927,0.032465,185.008,20,-2.29E-05
4.50E-09,0.137519,0.0327196,191.955,20,-2.38E-05
4.88E-09,0.154074,0.0317032,198.967,20,-2.30E-05
5.42E-09,0.172467,0.0314501,205.98,20,-2.26E-05
5.63E-09,0.193061,0.0291823,212.926,20,-2.29E-05
6.03E-09,0.215928,0.0279432,219.873,20,-2.36E-05
6.30E-09,0.241867,0.0260583,226.886,20,-2.35E-05
7.01E-09,0.270804,0.0258876,233.898,20,-2.33E-05
7.91E-09,0.303024,0.0260933,240.845,20,-2.33E-05
9.06E-09,0.339025,0.0267379,247.792,20,-2.31E-05
1.05E-08,0.379237,0.027635,254.738,20,-2.38E-05
1.17E-08,0.424734,0.0274912,261.751,20,-2.34E-05
